Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (1),Zone_ZoneSensor stair,Zone_ZoneSensor stair (9),Zone_ZoneSensor (1),Zone_ZoneSensor stair (11),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (10)
3484.05,590,410,0.0795,584,92,119,39,160,0,0,2,584,228,0,0,0,0,0,0,0
3485.25,591,409,0.0729,584,92,119,38,160,0,0,0,584,228,0,0,2,0,0,0,0
3486.46,591,409,0.0750,584,92,119,38,160,0,0,0,584,228,0,0,0,0,0,0,0
3487.67,591,409,0.0783,584,92,119,39,159,0,0,0,584,228,0,2,2,0,0,0,0
3488.80,592,408,0.0807,584,92,119,39,158,0,0,0,584,228,0,2,2,0,0,0,0
3490.03,592,408,0.0838,584,92,119,39,158,0,0,0,584,228,0,2,0,0,0,0,0
3491.03,592,408,0.0888,584,92,119,39,158,0,0,0,584,228,0,2,0,0,0,0,0
3492.16,592,408,0.0780,584,92,119,39,158,0,0,0,584,228,0,2,0,0,0,0,0
3493.29,592,408,0.0771,584,92,119,39,158,0,0,0,584,228,0,2,0,0,0,0,0
3494.42,592,408,0.0780,584,92,119,39,158,0,0,0,584,228,0,0,0,0,0,0,0
3495.55,592,408,0.0782,584,92,119,40,157,0,0,0,584,228,0,0,0,0,0,2,0
3496.74,592,408,0.0786,584,92,119,40,157,0,0,0,584,228,0,2,0,0,0,2,0
3497.91,592,408,0.0777,584,92,119,40,157,0,0,0,584,228,0,2,0,0,0,0,0
3499.04,592,408,0.0782,584,92,119,40,157,0,0,0,584,228,0,2,0,0,0,0,0
3500.18,592,408,0.0896,584,92,119,40,157,0,0,0,584,228,0,2,0,0,0,2,0
3501.32,592,408,0.0928,584,92,119,40,157,0,0,0,584,228,0,2,0,0,0,0,0
3502.48,592,408,0.0937,584,92,119,40,157,0,0,0,584,228,0,0,0,0,0,0,0
3503.63,593,407,0.0924,584,92,119,40,156,0,0,0,584,228,0,0,0,0,0,0,0
3504.78,594,406,0.0937,584,92,119,39,156,0,0,0,584,228,0,0,0,0,0,0,0
3505.99,594,406,0.0953,584,92,119,39,156,0,0,0,584,228,0,0,0,0,0,0,0
3507.03,595,405,0.0982,584,92,118,40,155,0,0,0,584,228,0,0,2,0,0,0,0
3508.24,595,405,0.1077,584,92,118,40,155,0,0,0,584,228,0,2,0,0,0,0,0
3509.38,595,405,0.1114,584,92,118,40,155,0,0,0,584,228,0,2,0,0,0,0,0
3510.53,595,405,0.1117,584,92,118,40,155,0,0,0,584,228,0,2,0,0,0,0,0
3511.69,596,404,0.1156,584,92,118,40,154,0,0,0,584,228,0,2,0,0,0,0,0
3512.90,597,403,0.1146,584,92,118,39,154,0,0,0,584,228,0,4,2,0,0,0,0
3514.09,597,403,0.1159,584,92,118,39,154,0,0,0,584,228,0,2,0,0,0,0,0
3515.28,599,401,0.1096,586,92,116,39,154,0,0,0,586,228,0,2,0,0,0,0,0
3516.44,600,400,0.1073,586,92,116,39,153,0,0,0,586,228,0,2,2,0,0,0,0
3517.64,600,400,0.1067,586,92,116,39,153,0,0,0,586,228,0,2,2,0,0,0,0
3518.80,601,399,0.1015,586,92,116,38,153,0,0,0,586,228,0,0,0,0,0,0,0
3519.94,601,399,0.1056,586,92,116,38,153,0,0,0,586,228,0,0,0,0,0,0,0
3521.12,601,399,0.1078,586,92,116,38,153,0,0,0,586,228,0,0,0,0,0,0,0
3522.26,601,399,0.1102,586,92,116,38,153,0,0,0,586,228,0,0,0,0,0,0,0
3523.44,602,398,0.1134,586,92,115,39,152,0,0,0,586,228,0,0,0,0,0,2,0
3524.59,602,398,0.1095,586,92,115,39,152,0,0,0,586,228,0,0,0,0,0,0,0
3525.72,602,398,0.1106,586,92,115,39,152,0,0,0,586,228,0,0,0,0,0,0,0
3526.92,604,396,0.1066,586,92,113,39,152,0,0,0,586,228,0,0,0,0,0,0,0
3528.09,604,396,0.1012,586,92,113,39,152,0,0,0,586,228,0,2,0,0,0,0,0
3529.32,604,396,0.1025,588,92,113,39,152,0,0,0,588,228,0,2,0,0,0,0,0
3530.45,605,395,0.1010,588,92,113,40,150,0,0,0,588,228,0,2,2,0,0,0,0
3531.64,606,394,0.0982,588,92,112,40,150,0,0,0,588,228,0,2,2,0,0,0,0
3532.77,606,394,0.1001,588,92,112,40,150,0,0,0,588,228,0,2,0,0,0,0,0
3533.91,606,394,0.1049,588,92,112,40,150,0,0,0,588,228,0,2,0,0,0,0,0
3535.04,606,394,0.1082,590,92,112,40,150,0,0,0,590,228,0,2,0,0,0,0,0
3536.18,607,393,0.1038,592,92,112,40,149,0,0,0,592,228,0,2,0,0,0,0,0
3537.35,608,392,0.1027,592,92,112,40,148,0,0,0,592,228,0,2,0,0,0,0,0
3538.51,609,391,0.0968,592,92,112,39,148,0,0,0,592,228,0,2,0,0,0,0,0
3539.62,609,391,0.0994,592,92,112,39,148,0,0,0,592,228,0,0,2,0,0,0,0
3540.73,609,391,0.1008,592,92,112,39,148,0,0,0,592,228,0,0,2,0,0,0,0
3541.89,609,391,0.1038,592,92,112,39,148,0,0,0,592,228,0,0,2,0,0,0,0
3543.02,610,390,0.0984,592,92,112,39,147,0,0,0,592,228,0,0,0,0,0,0,0
3544.15,611,389,0.0972,592,92,112,38,147,0,0,0,592,228,0,0,0,0,0,0,0
3545.29,611,389,0.0943,592,92,112,38,147,0,0,0,592,228,0,0,0,0,0,0,0
3546.42,612,388,0.0913,592,92,111,38,147,0,0,0,592,228,0,0,0,0,0,0,0
3547.56,613,387,0.0896,592,92,111,37,147,0,0,0,592,228,0,0,0,0,0,0,0
3548.69,614,386,0.0863,592,91,111,37,147,0,0,0,592,228,0,0,0,2,0,0,0
3549.88,614,386,0.0863,592,91,111,37,147,0,0,0,592,228,0,0,0,2,0,0,0
3551.05,614,386,0.0884,592,91,111,38,146,0,0,2,592,228,0,2,0,2,0,0,0
3552.21,615,385,0.0819,592,91,110,38,146,0,0,2,592,228,0,2,0,2,0,0,0
3553.37,615,385,0.0821,592,91,110,38,146,0,0,0,592,228,0,4,0,2,0,0,0
3554.49,615,385,0.0854,592,91,110,38,146,0,0,0,592,228,0,4,0,2,0,0,0
3555.64,616,384,0.0804,592,91,110,38,145,0,0,0,592,228,0,4,0,0,0,0,0
3556.79,617,383,0.0763,592,91,110,37,145,0,0,0,592,228,0,2,0,0,0,0,0
3557.93,617,383,0.0807,592,91,110,37,145,0,0,0,592,228,0,2,0,0,0,0,0
3559.05,617,383,0.0826,592,91,110,37,145,0,0,0,592,228,0,4,0,0,0,0,0
3560.21,617,383,0.0857,592,91,110,37,145,0,0,0,592,228,0,2,0,0,0,0,0
3561.35,618,382,0.0838,592,91,110,36,145,0,0,0,592,228,0,2,0,0,0,0,0
3562.54,618,382,0.0873,592,91,110,36,145,0,0,0,592,228,0,2,0,0,0,0,0
3563.70,618,382,0.0852,592,91,110,36,145,0,0,0,592,228,0,2,0,0,0,0,0
3564.83,618,382,0.0847,592,91,110,36,145,0,0,0,592,228,0,0,0,0,0,0,0
3565.98,618,382,0.0869,592,91,110,36,145,0,0,0,592,228,0,0,0,0,0,0,0
3567.11,618,382,0.0873,592,91,110,36,145,0,0,0,592,228,0,0,0,0,0,0,0
3568.22,618,382,0.0959,592,91,110,36,145,0,0,0,592,228,0,0,0,0,0,2,0
3569.34,620,380,0.0863,592,91,109,35,145,0,0,0,592,228,0,0,0,0,0,0,0
3570.50,621,379,0.0838,592,91,109,34,145,0,0,0,592,228,0,0,0,0,0,0,0
3571.57,621,379,0.0866,592,91,109,34,145,0,0,0,592,228,0,0,0,0,0,0,0
3572.92,623,377,0.0757,592,91,108,34,144,0,0,0,592,228,0,0,0,0,0,0,0
3574.10,623,377,0.0757,592,91,108,34,144,0,0,0,592,228,0,0,0,0,0,0,0
3575.24,623,377,0.0743,592,90,108,34,144,0,0,0,592,230,0,0,0,0,0,0,0
3576.33,623,377,0.0763,592,89,108,34,144,0,0,0,592,232,0,0,0,0,0,0,0
3577.45,626,374,0.0684,592,89,107,34,144,0,0,0,592,232,0,0,0,0,0,0,0
3578.58,626,374,0.0723,592,89,107,34,144,0,0,0,592,232,0,0,0,0,0,0,0
3579.66,626,374,0.0854,592,89,107,34,144,0,0,0,592,232,0,0,0,0,0,0,0
3580.75,627,373,0.0812,592,89,107,34,143,0,0,0,592,232,0,0,0,0,0,0,0
3581.88,627,373,0.0816,592,89,107,34,143,0,0,0,592,232,0,0,0,0,0,0,0
3582.97,627,373,0.0800,592,89,107,34,143,0,0,0,592,232,0,0,0,0,0,0,0
3584.09,627,373,0.0843,592,89,107,34,143,0,0,0,592,232,0,0,2,0,0,0,0
3585.20,627,373,0.0803,592,88,107,34,143,0,0,0,592,234,0,0,2,0,0,0,0
3586.35,627,373,0.0797,592,88,107,34,143,0,0,0,592,234,0,0,0,0,0,0,0
3587.50,628,372,0.0746,592,88,107,34,143,0,0,0,592,234,0,0,0,2,0,0,0
3588.61,628,372,0.0837,592,88,107,34,143,0,0,0,592,234,0,0,0,2,0,0,0
3589.71,629,371,0.0818,592,87,107,34,142,0,0,0,592,236,0,0,0,2,0,0,0
3590.87,630,370,0.0791,592,87,107,34,142,0,0,0,592,236,0,0,0,2,0,0,0
3591.98,630,370,0.0793,592,87,107,34,142,0,0,0,592,236,0,0,0,2,0,0,0
3593.11,631,369,0.0803,592,87,107,34,141,0,0,0,592,236,0,0,0,0,0,0,0
3594.27,631,369,0.0819,592,87,107,34,141,0,0,0,592,236,0,0,0,0,0,0,0
3595.36,631,369,0.0842,592,87,107,34,141,0,0,0,592,236,0,0,0,0,0,0,0
3596.46,631,369,0.0829,592,87,107,34,141,0,0,0,592,236,0,0,0,0,0,0,0
3597.55,631,369,0.0853,592,87,107,34,141,0,0,0,592,236,0,0,0,0,0,0,0
3598.66,631,369,0.0903,592,87,107,34,141,0,0,0,592,236,0,2,0,0,0,0,0
3599.74,631,369,0.0867,592,87,107,34,141,0,0,0,592,236,0,2,0,0,0,0,0
3600.83,632,368,0.0807,592,87,107,34,140,0,0,0,592,236,0,2,0,0,0,0,0
3601.97,632,368,0.0806,592,87,107,34,140,0,0,0,592,236,0,2,0,0,0,0,0
3603.06,632,368,0.0818,592,87,107,34,140,0,0,0,592,236,0,2,0,0,0,0,0
3604.14,632,368,0.0843,592,87,107,34,140,0,0,0,592,236,0,0,0,0,0,0,0
3605.23,632,368,0.0813,592,87,107,34,140,0,0,0,592,236,0,0,0,0,0,0,0
3606.30,632,368,0.0912,592,87,107,34,140,0,0,0,592,236,0,0,0,0,0,0,0
3607.42,632,368,0.0902,592,87,107,35,139,0,0,0,592,236,0,0,2,0,0,0,0
3608.50,632,368,0.0919,592,87,107,35,139,0,0,0,592,236,0,0,2,0,0,0,0
3609.64,633,367,0.0867,592,85,107,35,139,0,0,0,592,238,0,0,0,0,0,0,0
3610.78,634,366,0.0834,592,85,107,35,139,0,0,0,592,238,0,0,0,0,0,0,0
3611.93,634,366,0.0849,592,85,107,35,139,0,0,0,592,238,0,2,0,0,0,0,0
3613.05,634,366,0.0836,592,85,107,35,139,0,0,0,592,238,0,2,0,0,0,0,0
3614.14,634,366,0.0828,592,85,107,35,139,0,0,0,592,238,0,2,0,0,0,0,0
3615.26,635,365,0.0846,592,85,107,34,139,0,0,0,592,238,0,2,0,0,0,0,0
3616.42,635,365,0.0849,592,85,107,34,139,0,0,0,592,238,0,4,0,0,0,0,0
3617.51,637,363,0.0805,592,85,105,34,139,0,0,0,592,238,0,2,0,0,0,0,0
3618.63,637,363,0.0863,592,85,105,34,139,0,0,0,592,238,0,2,0,0,0,0,0
3619.70,637,363,0.0859,592,85,105,34,139,0,0,0,592,238,0,2,0,0,0,0,0
3620.78,637,363,0.0852,592,85,105,35,138,0,0,0,592,238,0,2,0,0,0,2,0
3621.88,637,363,0.0828,592,85,105,35,138,0,0,0,592,238,0,0,0,0,0,2,0
3622.98,638,362,0.0789,592,84,105,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3624.10,638,362,0.0820,592,84,105,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3625.17,638,362,0.0805,592,84,105,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3626.23,638,362,0.0805,592,84,105,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3627.30,638,362,0.0873,592,84,105,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3628.37,638,362,0.0867,592,84,105,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3629.44,638,362,0.0862,592,84,105,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3630.51,639,361,0.0818,592,84,104,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3631.63,639,361,0.0842,592,84,104,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3632.72,639,361,0.0898,592,84,104,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3633.79,640,360,0.0890,592,84,103,35,138,0,0,0,592,238,0,0,0,0,0,0,0
3635.21,640,360,0.0908,594,84,103,35,138,0,0,0,594,238,0,0,0,0,0,0,0
3636.29,642,358,0.0803,594,84,103,34,137,0,0,0,594,238,0,2,0,0,0,0,0
3637.41,642,358,0.0814,594,84,103,34,137,0,0,0,594,238,0,2,2,0,0,0,0
3638.57,643,357,0.0764,594,84,103,33,137,0,0,0,594,238,0,2,2,0,0,0,0
3639.67,643,357,0.0774,594,84,103,33,137,0,0,0,594,238,0,2,0,0,0,0,0
3640.73,643,357,0.0779,594,84,103,33,137,0,0,0,594,238,0,2,0,0,0,0,0
3641.80,645,355,0.0685,594,84,102,33,136,0,0,0,594,238,0,0,0,0,0,0,0
3642.90,645,355,0.0714,594,84,102,33,136,0,0,0,594,238,0,0,0,0,0,0,0
3643.99,645,355,0.0795,594,84,102,33,136,0,0,0,594,238,0,0,0,0,0,0,0
3645.06,645,355,0.0775,594,84,102,33,136,0,0,0,594,238,0,0,0,0,0,0,0
3646.14,645,355,0.0750,594,84,102,34,135,0,0,0,594,238,0,0,0,0,0,2,0
3647.23,645,355,0.0800,594,84,102,35,134,0,0,0,594,238,0,0,2,0,0,0,0
3648.34,645,355,0.0804,594,84,102,35,134,0,0,0,594,238,0,0,0,0,0,0,0
3649.40,645,355,0.0819,594,84,102,35,134,0,0,0,594,238,0,0,0,0,0,0,0
3650.46,645,355,0.0782,594,84,102,35,134,0,0,0,594,238,0,0,0,0,0,0,0
3651.54,645,355,0.0809,594,84,102,35,134,0,0,0,594,238,0,0,0,0,0,0,0
3652.60,645,355,0.0818,594,84,102,35,134,0,0,0,594,238,0,0,0,0,0,0,0
3653.66,645,355,0.0812,594,84,102,35,134,0,0,0,594,238,0,0,0,0,0,0,0
3654.73,646,354,0.0784,594,84,101,35,134,0,0,0,594,238,0,0,0,0,0,0,0
3655.74,646,354,0.0790,594,84,101,35,134,0,0,0,594,238,0,0,2,0,0,0,0
3656.84,646,354,0.0786,594,84,101,36,133,0,0,0,594,238,0,0,4,0,0,0,0
3657.91,646,354,0.0854,594,84,101,36,133,0,0,0,594,238,0,0,2,0,0,0,0
3659.01,646,354,0.0877,594,84,101,36,133,2,0,0,594,238,0,0,0,0,0,0,0
3660.09,646,354,0.0890,594,84,101,36,133,2,0,0,594,238,0,0,0,0,0,0,0
3661.13,646,354,0.0878,594,84,101,36,133,0,0,0,594,238,0,0,0,0,0,0,0
3662.22,646,354,0.0947,594,83,101,36,133,0,0,0,594,240,0,0,2,0,0,0,0
3663.28,646,354,0.0897,594,83,101,36,133,0,0,0,594,240,0,0,0,0,0,0,0
3664.48,647,353,0.0952,594,83,101,36,133,0,0,0,594,240,0,0,0,0,0,0,0
3665.57,647,353,0.0965,594,83,101,36,133,0,0,0,594,240,0,0,0,0,0,0,0
3666.60,647,353,0.0952,594,83,101,36,133,0,0,0,594,240,0,0,0,0,0,0,0
3667.66,647,353,0.0963,594,83,101,36,133,0,0,0,594,240,0,0,0,0,0,0,0
3668.70,648,352,0.0933,594,83,101,35,133,0,0,0,594,240,0,0,0,0,0,0,0
3669.74,648,352,0.0928,594,83,101,35,133,0,0,0,594,240,0,0,0,0,0,0,0
3670.82,648,352,0.0917,594,83,101,35,133,0,0,0,594,240,0,0,0,0,0,0,0
3671.86,648,352,0.0922,594,83,101,35,133,0,0,0,594,240,0,0,0,0,0,0,0
3672.91,648,352,0.0937,594,83,101,35,133,0,0,0,594,240,0,0,0,0,0,0,0
3673.94,648,352,0.0965,594,83,101,35,133,0,0,0,594,240,0,0,0,0,0,0,0
3674.98,648,352,0.0949,594,83,101,35,133,0,2,0,594,240,0,0,0,0,0,0,0
3676.07,648,352,0.0943,594,83,101,36,132,0,2,0,594,240,0,0,0,0,0,2,0
3677.10,648,352,0.0960,594,83,101,36,132,0,2,0,594,240,0,0,0,0,0,2,0
3678.18,649,351,0.0936,594,83,101,35,132,0,0,0,594,240,0,0,0,0,0,0,0
3679.27,649,351,0.0920,594,83,101,35,132,0,0,0,594,240,0,0,0,0,0,0,0
3680.33,649,351,0.0929,594,83,101,35,132,0,0,0,594,240,0,2,0,0,0,0,0
3681.43,649,351,0.0932,594,83,101,35,132,0,0,0,594,240,0,2,0,0,0,0,0
3682.59,649,351,0.1015,594,83,101,35,132,0,0,0,594,240,0,2,0,0,0,0,0
3683.63,649,351,0.0995,594,83,101,35,132,0,0,0,594,240,0,2,0,0,0,0,0
3684.70,650,350,0.0960,594,83,101,34,132,0,0,0,594,240,0,2,0,0,0,0,0
3685.76,651,349,0.0900,594,83,100,34,132,0,0,0,594,240,0,2,0,0,0,0,0
3686.85,651,349,0.0923,594,83,100,34,132,0,0,0,594,240,0,0,0,0,0,0,0
3688.07,652,348,0.0929,594,83,100,33,132,0,0,0,594,240,0,0,0,0,0,0,0
3689.10,652,348,0.0903,594,83,100,33,132,0,0,0,594,240,0,0,0,0,0,0,0
3690.20,652,348,0.0886,594,83,100,34,131,0,0,0,594,240,0,0,2,0,0,0,0
3691.25,652,348,0.0946,594,83,100,34,131,0,0,0,594,240,0,0,0,0,0,0,0
3692.29,652,348,0.1008,594,83,100,34,131,0,0,0,594,240,0,0,2,0,0,0,0
3693.35,653,347,0.0959,594,83,100,33,131,0,0,0,594,240,0,0,2,0,0,0,0
3694.42,654,346,0.1011,594,82,100,33,131,0,0,0,594,240,0,0,0,0,0,0,0
3695.46,654,346,0.0983,594,82,100,33,131,0,0,0,594,240,0,0,0,0,0,0,0
3696.50,655,345,0.0982,594,82,99,33,131,0,0,0,594,240,0,0,0,0,0,0,0
3697.59,656,344,0.0955,594,82,98,33,131,0,0,0,594,240,0,0,0,0,0,0,0
3698.64,656,344,0.1022,594,82,98,33,131,0,0,0,594,240,0,0,0,0,0,0,0
3699.66,658,342,0.1040,594,82,96,33,131,0,0,0,594,240,0,0,0,0,0,0,0
3700.70,659,341,0.0998,594,82,95,33,131,0,0,0,594,240,0,0,0,0,0,0,0
3701.74,659,341,0.0983,596,82,95,33,131,0,0,0,596,240,0,0,0,0,0,0,0
3702.86,659,341,0.0992,596,82,95,33,131,0,0,0,596,240,0,0,0,0,0,0,0
3703.95,661,339,0.0910,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3705.00,661,339,0.0892,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3706.06,661,339,0.0887,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3707.07,661,339,0.0861,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3708.10,661,339,0.0858,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3709.12,661,339,0.0904,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3710.16,661,339,0.0900,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3711.25,661,339,0.0830,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3712.32,661,339,0.0883,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3713.39,661,339,0.0889,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3714.44,661,339,0.0897,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3715.50,661,339,0.0879,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3716.55,661,339,0.0901,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3717.60,661,339,0.0876,596,82,95,33,129,0,0,0,596,240,0,0,0,0,0,0,0
3718.71,661,339,0.0924,596,81,95,33,129,0,0,0,596,242,0,0,0,0,0,0,0
3719.75,662,338,0.0889,596,81,95,33,129,0,0,0,596,242,0,0,0,0,0,0,0
3720.84,663,337,0.0847,596,81,95,32,129,0,0,0,596,242,0,0,0,0,0,0,0
3721.95,664,336,0.0803,596,80,95,33,128,0,0,0,596,242,0,0,0,0,0,2,0
3723.07,665,335,0.0768,596,80,94,34,127,0,0,0,596,242,0,0,0,0,0,2,0
3724.18,666,334,0.0732,596,80,94,33,127,0,0,0,596,242,0,0,0,0,0,2,0
3725.32,667,333,0.0714,596,80,94,33,126,0,0,0,596,242,0,0,0,0,0,0,0
3726.36,667,333,0.0733,596,80,94,33,126,0,0,0,596,242,0,0,0,0,0,0,0
3727.40,667,333,0.0736,596,80,94,33,126,0,0,0,596,242,0,0,0,0,0,0,0
3728.51,667,333,0.0704,596,79,94,33,126,0,0,0,596,244,0,0,0,0,0,0,0
3729.76,668,332,0.0716,596,79,94,33,126,0,0,0,596,244,0,0,0,0,0,0,0
3730.82,668,332,0.0678,596,78,94,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3731.87,669,331,0.0681,596,78,94,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3732.89,669,331,0.0703,596,78,94,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3733.95,669,331,0.0689,596,78,94,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3734.96,669,331,0.0712,596,78,94,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3736.16,669,331,0.0713,596,78,94,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3737.16,669,331,0.0753,596,78,94,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3738.18,669,331,0.0763,596,78,94,33,126,0,0,0,596,246,0,0,2,0,0,0,0
3739.19,669,331,0.0767,596,78,94,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3740.24,670,330,0.0708,596,78,93,33,126,0,0,0,596,246,0,0,2,0,0,0,0
3741.24,670,330,0.0709,596,78,93,33,126,0,0,0,596,246,0,0,0,0,0,0,0
3742.31,670,330,0.0842,598,78,93,33,126,0,0,0,598,246,0,0,0,0,0,0,0
3743.32,671,329,0.0768,598,78,93,33,125,0,0,0,598,246,0,0,0,0,0,0,0
3744.33,671,329,0.0763,600,78,93,33,125,0,0,0,600,246,0,0,0,0,0,0,0
3745.37,672,328,0.0742,600,78,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3746.38,672,328,0.0741,600,78,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3747.47,672,328,0.0768,600,78,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3748.48,672,328,0.0769,600,78,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3749.67,673,327,0.0790,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3750.68,673,327,0.0802,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3751.71,673,327,0.0789,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3752.91,673,327,0.0799,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3753.93,673,327,0.0819,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3755.11,673,327,0.0882,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3756.12,673,327,0.0910,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3757.30,673,327,0.0961,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3758.32,673,327,0.1007,600,77,93,33,124,0,0,0,600,246,0,0,0,0,0,0,0
3759.50,673,327,0.1017,600,76,93,33,124,0,0,0,600,248,0,0,0,0,0,0,0
3760.52,673,327,0.0997,600,76,93,33,124,0,0,0,600,248,0,0,0,0,0,0,0
3761.72,674,326,0.0942,600,76,93,33,124,0,0,0,600,248,0,0,0,0,0,0,0
3762.76,674,326,0.1002,600,76,93,33,124,0,0,0,600,248,0,0,0,0,0,0,0
3763.77,674,326,0.1013,600,76,93,33,124,0,0,0,600,248,0,0,0,0,0,0,0
3764.96,675,325,0.0974,600,76,93,33,123,0,0,0,600,248,0,0,0,0,0,0,0
3766.01,675,325,0.1017,600,76,93,33,123,0,0,0,600,248,0,0,0,0,0,0,0
3767.19,675,325,0.1016,600,76,93,33,123,0,0,0,600,248,0,0,0,0,0,0,0
3768.22,675,325,0.1003,600,76,93,33,123,0,0,0,600,248,0,0,0,0,0,0,0
3769.29,676,324,0.0978,600,76,93,32,123,0,0,0,600,248,0,0,0,0,0,0,0
3770.47,676,324,0.0941,600,76,93,32,123,0,0,0,600,248,0,0,0,0,0,0,0
3771.48,677,323,0.0904,600,76,93,31,123,0,0,0,600,248,0,0,0,0,0,0,0
3772.50,677,323,0.0954,600,76,93,31,123,0,0,0,600,248,0,2,0,0,0,0,0
3773.53,678,322,0.0931,600,76,93,31,122,0,0,0,600,248,0,2,0,0,0,0,0
3774.58,678,322,0.0956,600,76,93,31,122,0,0,0,600,248,0,2,0,0,0,0,0
3775.58,678,322,0.0971,600,76,93,31,122,0,0,0,600,248,0,4,0,0,0,0,0
3776.75,678,322,0.0962,600,76,93,31,122,0,0,0,600,248,0,4,0,0,0,0,0
3777.77,678,322,0.0954,600,76,93,31,122,0,0,0,600,248,0,2,0,0,0,0,0
3778.96,678,322,0.0958,600,76,93,31,122,0,0,0,600,248,0,2,0,0,0,0,0
3780.15,678,322,0.0938,600,76,93,32,121,0,0,2,600,248,0,2,0,0,0,0,0
3781.16,678,322,0.1037,600,76,93,32,121,0,0,0,600,248,0,0,0,0,0,0,0
3782.36,678,322,0.1094,600,76,93,32,121,0,0,0,600,248,0,0,0,0,0,0,0
3783.37,678,322,0.1110,600,76,93,32,121,0,0,0,600,248,0,0,0,0,0,0,0
3784.54,678,322,0.1091,600,76,93,32,121,0,0,0,600,248,0,0,0,0,0,0,0
3785.72,679,321,0.1056,600,76,93,32,120,0,0,0,600,248,0,0,0,0,0,0,0
3786.74,679,321,0.1043,600,76,93,32,120,0,0,0,600,248,0,0,0,0,0,0,0
3787.93,679,321,0.1047,600,76,93,32,120,0,0,0,600,248,0,0,0,0,0,0,0
3789.12,679,321,0.1062,600,76,93,32,120,0,0,0,600,248,0,0,0,0,0,0,0
3790.32,680,320,0.1076,602,76,92,32,120,0,0,0,602,248,0,0,0,0,0,0,0
3791.38,681,319,0.0994,602,76,92,33,118,0,0,2,602,248,0,0,0,0,0,0,0
3792.43,681,319,0.1057,602,76,92,33,118,0,0,2,602,248,0,0,0,0,0,0,0
3793.46,682,318,0.1117,602,76,91,33,118,0,0,0,602,248,0,0,0,0,0,0,0
3794.64,682,318,0.1108,602,76,91,33,118,0,0,0,602,248,0,0,0,0,0,0,0
3795.66,682,318,0.1166,602,76,91,33,118,0,0,0,602,248,0,0,0,0,0,2,0
3796.83,682,318,0.1194,602,76,91,33,118,0,0,0,602,248,0,0,0,0,0,0,0
3797.84,682,318,0.1186,602,76,91,33,118,0,0,0,602,248,0,0,0,0,0,0,0
