Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
914.08,105,895,0.0193,1744,231,213,72,379,0,0,0,1744,0,0,0
915.40,105,895,0.0189,1744,231,213,72,379,0,0,0,1744,0,0,0
916.76,105,895,0.0186,1744,231,213,72,379,0,0,0,1744,0,0,0
918.11,105,895,0.0193,1744,231,213,72,379,0,0,0,1744,0,0,0
919.43,105,895,0.0184,1744,231,213,72,379,0,0,0,1744,0,0,0
920.76,106,894,0.0183,1744,231,213,72,378,0,0,0,1744,0,0,0
922.17,106,894,0.0176,1744,231,213,72,378,0,0,0,1744,0,0,0
923.52,106,894,0.0176,1744,231,213,72,378,0,0,0,1744,0,0,0
924.53,106,894,0.0178,1744,231,213,72,378,0,0,0,1744,0,0,0
925.71,106,894,0.0176,1744,231,213,72,378,0,0,0,1744,0,0,0
927.01,106,894,0.0166,1744,231,213,72,378,0,0,0,1744,0,0,0
928.33,106,894,0.0166,1744,231,213,73,377,0,2,0,1744,0,0,0
929.64,106,894,0.0163,1744,231,213,73,377,0,0,0,1744,0,0,0
930.96,106,894,0.0182,1744,231,213,73,377,0,0,0,1744,0,0,0
932.28,106,894,0.0184,1744,231,213,73,377,0,0,0,1744,0,0,0
933.60,106,894,0.0198,1744,231,213,74,376,0,0,0,1744,0,2,0
934.95,106,894,0.0218,1744,231,213,74,376,0,0,0,1744,0,2,0
936.34,106,894,0.0215,1744,231,213,74,376,0,0,0,1744,0,0,0
937.64,107,893,0.0201,1744,231,212,74,376,0,0,0,1744,0,0,0
939.04,107,893,0.0215,1744,231,212,74,376,0,0,0,1744,0,0,0
940.41,107,893,0.0221,1744,231,212,74,376,0,0,0,1744,0,0,0
941.77,107,893,0.0219,1744,231,212,74,376,0,0,0,1744,0,0,0
943.09,107,893,0.0213,1744,231,212,74,376,0,0,0,1744,0,0,0
944.41,107,893,0.0215,1744,231,212,74,376,0,0,0,1744,0,0,0
945.72,108,892,0.0199,1744,231,212,74,375,0,0,0,1744,0,0,0
947.15,108,892,0.0198,1744,231,212,74,375,0,0,0,1744,0,0,0
948.49,108,892,0.0185,1744,231,212,74,375,0,0,0,1744,0,0,0
949.81,108,892,0.0190,1744,231,212,74,375,0,0,0,1744,0,0,0
951.19,108,892,0.0188,1744,231,212,74,375,0,0,0,1744,0,0,0
952.54,108,892,0.0209,1744,231,212,74,375,0,0,0,1744,0,0,0
953.85,108,892,0.0211,1744,231,212,74,375,0,0,0,1744,0,0,0
955.18,108,892,0.0213,1744,231,212,74,375,0,0,0,1744,0,0,0
956.51,108,892,0.0217,1744,231,212,74,375,0,0,0,1744,0,0,0
957.86,108,892,0.0218,1744,231,212,74,375,0,0,0,1744,0,0,0
959.17,108,892,0.0218,1744,231,212,74,375,0,0,0,1744,0,0,0
960.53,109,891,0.0190,1744,230,212,74,375,0,0,0,1744,0,0,0
962.02,109,891,0.0192,1744,230,212,74,375,0,0,0,1744,0,2,0
963.37,109,891,0.0224,1744,230,212,74,375,0,0,0,1744,0,2,0
964.63,109,891,0.0225,1744,230,212,74,375,0,0,0,1744,0,0,0
965.99,110,890,0.0213,1744,230,212,73,375,0,0,0,1744,0,0,0
967.35,110,890,0.0225,1744,230,212,73,375,0,0,0,1744,0,0,0
968.65,110,890,0.0226,1744,230,212,73,375,0,0,0,1744,0,0,0
969.98,110,890,0.0218,1744,230,212,73,375,0,0,0,1744,0,2,0
971.36,110,890,0.0219,1744,230,212,73,375,0,0,0,1744,0,2,0
972.68,110,890,0.0220,1744,230,212,73,375,0,0,0,1744,0,0,0
973.99,110,890,0.0212,1744,230,212,73,375,0,0,0,1744,0,0,2
975.30,110,890,0.0233,1744,230,212,73,375,0,0,0,1744,0,0,2
976.64,110,890,0.0239,1744,230,212,73,375,0,0,0,1744,0,0,2
977.94,110,890,0.0242,1744,230,212,73,375,0,0,0,1744,0,0,2
979.26,110,890,0.0250,1744,230,212,73,375,0,0,0,1744,0,0,2
980.50,110,890,0.0258,1744,230,212,73,375,0,0,0,1744,0,0,0
981.82,111,889,0.0255,1744,229,212,73,375,0,0,0,1744,2,0,0
982.84,111,889,0.0237,1744,229,212,73,375,0,0,0,1744,2,0,0
984.22,111,889,0.0248,1744,229,212,73,375,0,0,0,1744,4,0,0
985.54,111,889,0.0245,1744,229,212,73,375,0,0,0,1744,4,0,0
986.88,111,889,0.0251,1744,229,212,73,375,0,0,0,1744,4,0,0
988.19,111,889,0.0245,1744,229,212,73,375,0,0,0,1744,2,0,0
989.53,111,889,0.0252,1744,229,212,73,375,0,0,0,1744,2,0,0
990.88,111,889,0.0249,1744,229,212,73,375,0,0,0,1744,0,0,0
992.07,111,889,0.0254,1744,229,212,73,375,0,0,0,1744,0,0,0
993.42,111,889,0.0263,1744,229,212,74,374,0,2,0,1744,0,0,0
994.77,111,889,0.0258,1744,229,212,74,374,0,0,0,1744,0,0,0
995.97,112,888,0.0256,1744,229,212,73,374,0,0,0,1744,0,0,0
997.34,112,888,0.0248,1744,229,212,73,374,0,0,0,1744,0,0,0
998.68,113,887,0.0231,1744,229,212,72,374,0,0,0,1744,0,0,0
1000.00,113,887,0.0233,1744,229,212,72,374,0,0,0,1744,0,0,0
1001.39,114,886,0.0215,1744,229,211,72,374,0,0,0,1744,0,0,0
1002.74,115,885,0.0208,1744,229,210,72,374,0,0,0,1744,0,0,0
1004.11,115,885,0.0219,1744,229,210,72,374,0,0,0,1744,0,0,0
1005.48,115,885,0.0219,1744,229,210,72,374,0,0,0,1744,0,0,0
1006.82,115,885,0.0216,1744,229,210,72,374,0,0,0,1744,0,0,0
1008.14,115,885,0.0214,1744,229,210,72,374,0,0,0,1744,0,0,0
1009.43,115,885,0.0227,1744,229,210,72,374,0,0,0,1744,0,0,0
1010.75,115,885,0.0224,1744,229,210,72,374,0,0,0,1744,0,0,0
1012.09,115,885,0.0246,1744,229,210,72,374,0,0,0,1744,0,0,0
1013.38,115,885,0.0242,1744,229,210,72,374,0,0,0,1744,0,0,0
1014.76,116,884,0.0243,1744,229,209,73,373,0,0,0,1744,0,2,0
1016.18,116,884,0.0243,1744,229,209,73,373,0,2,0,1744,0,2,0
1017.50,116,884,0.0239,1744,229,209,73,373,0,0,0,1744,0,0,0
1018.83,116,884,0.0237,1744,229,209,73,373,0,0,0,1744,0,0,0
1020.14,116,884,0.0245,1744,229,209,73,373,0,0,0,1744,0,0,0
1021.48,116,884,0.0235,1744,229,209,73,373,0,0,0,1744,0,0,0
1022.82,116,884,0.0239,1744,229,209,73,373,0,0,0,1744,2,0,0
1024.15,116,884,0.0228,1744,229,209,73,373,0,0,0,1744,2,0,0
1025.52,116,884,0.0234,1744,229,209,73,373,0,0,0,1744,4,0,0
1026.91,116,884,0.0235,1744,229,209,73,373,0,0,0,1744,4,2,0
1028.19,116,884,0.0238,1744,229,209,73,373,0,0,0,1744,4,2,0
1029.50,116,884,0.0240,1744,229,209,73,373,0,0,0,1744,2,0,0
1030.85,117,883,0.0240,1744,228,209,74,372,0,0,0,1744,2,2,0
1032.21,117,883,0.0244,1744,228,209,74,372,0,0,0,1744,0,0,0
1033.58,117,883,0.0244,1744,228,209,74,372,0,0,0,1744,0,0,0
1034.90,117,883,0.0243,1744,228,209,74,372,0,0,0,1744,0,0,0
