Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
2648.05,348,652,0.0339,1780,168,164,55,265,0,0,0,1780,2,0,2
2649.10,348,652,0.0324,1780,168,164,55,265,0,0,0,1780,2,0,2
2650.32,348,652,0.0331,1780,168,164,55,265,0,0,0,1780,2,0,0
2651.38,348,652,0.0353,1780,168,164,55,265,0,0,0,1780,2,0,0
2652.42,348,652,0.0351,1780,168,164,55,265,0,0,0,1780,2,0,0
2653.46,348,652,0.0339,1780,168,164,55,265,0,0,0,1780,0,0,0
2654.50,348,652,0.0339,1780,168,164,55,265,0,0,0,1780,0,0,0
2655.56,348,652,0.0342,1780,168,164,55,265,0,0,0,1780,0,0,0
2656.61,348,652,0.0365,1780,168,164,55,265,0,0,0,1780,0,0,0
2657.65,348,652,0.0380,1780,168,164,55,265,0,0,0,1780,0,0,0
2658.69,348,652,0.0396,1780,168,164,55,265,0,0,0,1780,0,0,0
2659.74,348,652,0.0401,1780,168,164,55,265,0,0,0,1780,0,0,0
2660.82,349,651,0.0369,1780,168,164,55,264,0,0,0,1780,0,0,0
2661.91,349,651,0.0364,1780,168,164,55,264,0,0,0,1780,0,0,0
2662.96,349,651,0.0387,1782,168,164,55,264,0,0,0,1782,0,0,0
2663.99,349,651,0.0386,1782,168,164,55,264,0,0,0,1782,0,0,0
2665.03,350,650,0.0362,1782,168,164,55,263,0,0,0,1782,0,0,0
2666.11,351,649,0.0333,1782,168,163,55,263,0,0,0,1782,0,0,0
2667.22,351,649,0.0315,1782,168,163,55,263,0,0,0,1782,0,0,0
2668.33,351,649,0.0319,1782,168,163,56,262,0,0,0,1782,0,2,0
2669.41,351,649,0.0318,1782,168,163,56,262,0,0,0,1782,0,2,0
2670.46,351,649,0.0319,1782,168,163,56,262,0,0,0,1782,0,0,0
2671.57,351,649,0.0327,1782,168,163,56,262,0,0,0,1782,0,0,0
2672.62,351,649,0.0326,1782,168,163,56,262,0,0,0,1782,0,0,0
2673.71,351,649,0.0345,1782,168,163,56,262,0,0,0,1782,0,2,0
2674.78,351,649,0.0362,1782,168,163,56,262,0,0,0,1782,0,2,0
2675.88,352,648,0.0338,1782,167,163,56,262,0,0,0,1782,0,0,0
2676.92,352,648,0.0363,1782,167,163,56,262,0,0,0,1782,0,0,0
2678.02,352,648,0.0372,1782,167,163,56,262,0,0,0,1782,0,0,0
2679.05,352,648,0.0391,1782,167,163,56,262,0,0,0,1782,0,0,0
2680.09,352,648,0.0380,1782,167,163,56,262,0,0,0,1782,0,0,0
2681.15,352,648,0.0386,1782,167,163,56,262,0,0,0,1782,0,0,0
2682.19,352,648,0.0379,1782,167,163,56,262,0,0,0,1782,0,0,0
2683.23,353,647,0.0360,1782,166,163,56,262,0,0,0,1782,0,0,0
2684.30,353,647,0.0376,1782,166,163,56,262,0,0,0,1782,2,0,0
2685.39,353,647,0.0362,1782,166,163,56,262,0,0,0,1782,2,0,0
2686.52,354,646,0.0340,1782,166,163,56,261,0,0,0,1782,2,0,0
2687.56,354,646,0.0341,1782,166,163,56,261,0,0,0,1782,2,0,0
2688.65,354,646,0.0338,1782,166,163,56,261,0,0,0,1782,2,0,0
2689.69,354,646,0.0362,1782,166,163,56,261,0,0,0,1782,2,0,0
2690.76,354,646,0.0366,1782,166,163,56,261,0,0,0,1782,0,0,0
2691.82,354,646,0.0365,1782,166,163,56,261,0,0,0,1782,0,0,0
2692.86,356,644,0.0380,1782,165,163,56,260,0,0,0,1782,0,0,0
2693.94,356,644,0.0346,1782,165,163,56,260,0,0,0,1782,2,0,0
2695.05,356,644,0.0340,1782,165,163,56,260,0,0,0,1782,2,0,0
2696.08,356,644,0.0337,1782,165,163,56,260,0,0,0,1782,2,0,0
2697.15,356,644,0.0330,1782,165,163,56,260,0,0,0,1782,2,0,0
2698.18,357,643,0.0298,1782,164,163,56,260,0,0,0,1782,2,0,0
2699.25,357,643,0.0303,1782,164,163,56,260,0,0,0,1782,2,0,0
2700.34,358,642,0.0319,1782,164,163,55,260,0,0,0,1782,0,0,0
2701.44,358,642,0.0318,1782,164,163,55,260,0,0,0,1782,0,0,0
2702.47,358,642,0.0333,1782,164,163,55,260,0,0,0,1782,0,0,0
2703.50,360,640,0.0377,1782,164,161,55,260,0,0,0,1782,0,0,0
2704.59,360,640,0.0374,1782,164,161,55,260,0,0,0,1782,0,0,0
2705.63,361,639,0.0377,1782,164,161,54,260,0,0,0,1782,0,0,0
2706.67,361,639,0.0367,1782,164,161,54,260,0,0,0,1782,0,0,0
2707.76,361,639,0.0365,1782,164,161,54,260,0,0,0,1782,0,0,0
2708.80,361,639,0.0397,1782,164,161,54,260,0,0,0,1782,0,0,0
2709.81,361,639,0.0385,1782,164,161,54,260,0,0,0,1782,0,0,0
2710.86,361,639,0.0382,1782,164,161,54,260,0,0,0,1782,0,0,0
2711.92,361,639,0.0384,1782,164,161,54,260,0,0,0,1782,0,0,0
2712.96,362,638,0.0368,1782,164,160,54,260,0,0,0,1782,0,0,0
2713.98,364,636,0.0324,1782,163,159,54,260,0,0,0,1782,0,0,2
2715.06,364,636,0.0332,1782,163,159,54,260,0,0,0,1782,0,0,2
2716.13,364,636,0.0327,1782,163,159,54,260,0,0,0,1782,0,0,2
2717.22,364,636,0.0334,1782,163,159,54,260,0,0,0,1782,0,0,2
2718.27,364,636,0.0323,1782,163,159,54,260,0,0,0,1782,0,0,2
2719.30,364,636,0.0333,1782,163,159,54,260,0,0,0,1782,0,0,2
2720.34,364,636,0.0340,1782,163,159,54,260,0,0,0,1782,0,0,0
2721.40,364,636,0.0361,1782,163,159,54,260,0,0,0,1782,0,0,0
2722.49,364,636,0.0349,1782,163,159,55,259,0,0,0,1782,0,2,2
2723.57,364,636,0.0364,1782,163,159,55,259,0,0,0,1782,0,2,2
2724.63,364,636,0.0370,1782,163,159,55,259,0,0,0,1782,0,0,2
2725.68,365,635,0.0339,1782,163,158,55,259,0,0,0,1782,0,0,2
2726.82,366,634,0.0320,1782,163,157,55,259,0,0,0,1782,0,0,2
2727.88,366,634,0.0299,1782,163,157,55,259,0,0,0,1782,0,0,2
2728.99,366,634,0.0301,1782,163,157,55,259,0,0,0,1782,0,0,0
2730.06,366,634,0.0304,1782,163,157,55,259,0,0,0,1782,0,0,0
2731.14,366,634,0.0305,1782,163,157,55,259,0,0,0,1782,0,0,0
2732.19,366,634,0.0316,1782,163,157,55,259,0,0,0,1782,0,0,0
2733.24,366,634,0.0318,1782,163,157,55,259,0,0,0,1782,0,0,0
2734.29,366,634,0.0310,1782,163,157,55,259,0,0,0,1782,0,0,0
2735.33,367,633,0.0290,1782,162,157,55,259,0,0,0,1782,0,0,0
2736.44,367,633,0.0294,1782,162,157,55,259,0,0,0,1782,0,0,0
2737.52,367,633,0.0283,1782,162,157,55,259,0,0,0,1782,0,0,0
2738.61,367,633,0.0286,1782,162,157,55,259,0,0,0,1782,0,0,0
2739.69,367,633,0.0283,1782,162,157,55,259,0,0,0,1782,0,0,0
2740.75,367,633,0.0289,1782,162,157,55,259,0,0,0,1782,0,0,0
2741.86,367,633,0.0297,1782,162,157,55,259,0,0,0,1782,0,0,0
2742.90,367,633,0.0289,1782,162,157,55,259,0,0,0,1782,0,0,0
2743.94,367,633,0.0290,1782,162,157,55,259,0,0,0,1782,0,0,0
2744.98,367,633,0.0282,1782,162,157,55,259,0,0,0,1782,0,0,0
2746.02,367,633,0.0292,1782,162,157,55,259,0,0,0,1782,0,0,0
2747.11,368,632,0.0329,1782,161,157,55,259,0,0,0,1782,0,0,0
2748.19,368,632,0.0321,1782,161,157,55,259,0,0,0,1782,0,0,0
2749.26,368,632,0.0317,1782,161,157,55,259,0,0,0,1782,0,0,0
2750.35,368,632,0.0313,1782,161,157,55,259,0,0,0,1782,0,0,0
2751.40,368,632,0.0301,1782,161,157,55,259,0,0,0,1782,0,0,0
2752.47,368,632,0.0304,1782,161,157,55,259,0,0,0,1782,0,0,0
2753.52,368,632,0.0320,1782,161,157,55,259,0,0,0,1782,0,0,0
2754.55,368,632,0.0338,1782,161,157,55,259,0,0,0,1782,0,0,0
2755.59,368,632,0.0314,1782,161,157,55,259,0,0,0,1782,0,0,0
2756.67,368,632,0.0313,1782,161,157,55,259,0,0,0,1782,2,0,0
2757.76,368,632,0.0315,1782,161,157,55,259,0,0,0,1782,2,0,0
2758.87,368,632,0.0342,1784,161,157,55,259,0,0,0,1784,2,0,0
2759.90,369,631,0.0297,1784,161,157,54,259,0,0,0,1784,2,0,0
2761.07,369,631,0.0301,1784,161,157,54,259,0,0,0,1784,2,0,0
2762.18,369,631,0.0298,1784,161,157,54,259,0,0,0,1784,2,0,0
2763.23,369,631,0.0287,1784,161,157,54,259,0,0,0,1784,0,0,0
2764.31,369,631,0.0291,1784,161,157,54,259,0,0,0,1784,2,0,0
2765.38,369,631,0.0316,1784,161,157,54,259,0,0,0,1784,2,0,0
2766.44,369,631,0.0330,1784,161,157,54,259,0,0,0,1784,2,0,0
2767.51,369,631,0.0331,1784,161,157,54,259,0,0,0,1784,2,0,0
2768.57,370,630,0.0313,1784,160,157,54,259,0,0,0,1784,2,0,0
2769.68,370,630,0.0296,1784,160,157,54,259,0,0,0,1784,2,0,0
2770.84,370,630,0.0284,1784,160,157,54,259,0,0,0,1784,0,0,0
2771.90,370,630,0.0277,1784,160,157,54,259,0,0,0,1784,0,0,0
2772.92,370,630,0.0299,1784,160,157,54,259,0,0,0,1784,2,0,0
2773.98,370,630,0.0326,1784,160,157,54,259,0,0,0,1784,2,0,0
2775.02,370,630,0.0341,1784,160,157,54,259,0,0,0,1784,2,0,0
2776.06,371,629,0.0328,1784,160,156,54,259,0,0,0,1784,2,0,0
2777.15,371,629,0.0324,1784,160,156,54,259,0,0,0,1784,2,0,0
2778.25,372,628,0.0283,1784,160,156,54,258,0,0,0,1784,2,0,0
2779.30,372,628,0.0292,1784,160,156,54,258,0,0,0,1784,0,0,0
2780.35,372,628,0.0293,1784,160,156,54,258,0,0,0,1784,0,0,0
2781.38,372,628,0.0297,1784,160,156,54,258,0,0,0,1784,0,0,0
2782.49,372,628,0.0294,1784,160,156,54,258,0,0,0,1784,0,0,0
2783.59,373,627,0.0272,1784,160,155,54,258,0,0,0,1784,0,0,0
2784.63,373,627,0.0270,1784,160,155,54,258,0,0,0,1784,0,0,0
2785.68,373,627,0.0261,1784,160,155,54,258,0,0,0,1784,0,0,0
2786.73,373,627,0.0255,1784,160,155,54,258,0,0,0,1784,0,0,0
2788.24,373,627,0.0309,1784,160,155,54,258,0,0,0,1784,2,0,0
2789.27,373,627,0.0343,1784,160,155,54,258,0,0,0,1784,2,0,0
2790.30,373,627,0.0334,1784,160,155,54,258,0,0,0,1784,2,0,0
2791.33,373,627,0.0335,1784,160,155,54,258,0,0,0,1784,2,0,0
2792.38,374,626,0.0326,1784,160,154,54,258,0,0,0,1784,2,0,0
2793.40,374,626,0.0310,1784,160,154,54,258,0,0,0,1784,2,0,0
2794.51,374,626,0.0299,1784,160,154,54,258,0,0,0,1784,0,0,0
2795.54,374,626,0.0326,1784,160,154,54,258,0,0,0,1784,0,0,0
2796.56,374,626,0.0338,1784,160,154,54,258,0,0,0,1784,0,0,0
2797.64,374,626,0.0348,1784,160,154,54,258,0,0,0,1784,0,0,0
2798.70,374,626,0.0346,1784,160,154,54,258,0,0,0,1784,0,0,0
2799.74,374,626,0.0337,1784,160,154,54,258,0,0,0,1784,0,0,0
2800.76,374,626,0.0341,1784,160,154,54,258,0,0,0,1784,0,0,0
2801.81,374,626,0.0345,1784,160,154,54,258,0,0,0,1784,0,0,0
2802.85,374,626,0.0336,1784,160,154,54,258,0,0,0,1784,0,0,0
2803.89,374,626,0.0356,1786,160,154,54,258,0,0,0,1786,0,0,0
2804.98,375,625,0.0371,1786,160,154,54,257,0,0,0,1786,0,0,0
2806.08,375,625,0.0341,1786,160,154,54,257,0,0,0,1786,0,0,0
2807.19,376,624,0.0325,1786,160,153,54,257,0,0,0,1786,0,0,0
2808.30,376,624,0.0322,1786,160,153,54,257,0,0,0,1786,0,0,0
2809.34,377,623,0.0292,1786,160,153,54,256,0,0,0,1786,0,0,0
2810.41,377,623,0.0294,1786,160,153,54,256,0,0,0,1786,0,0,0
2811.45,378,622,0.0270,1786,159,153,54,256,0,0,0,1786,0,0,0
2812.52,378,622,0.0269,1786,159,153,54,256,0,0,0,1786,0,0,0
2813.60,378,622,0.0268,1786,159,153,54,256,0,0,0,1786,0,0,0
2814.65,378,622,0.0273,1786,159,153,54,256,0,0,0,1786,0,0,0
2815.67,378,622,0.0269,1786,159,153,54,256,0,0,0,1786,0,0,0
2816.73,378,622,0.0270,1786,159,153,54,256,0,0,0,1786,0,0,0
2817.77,378,622,0.0292,1786,159,153,54,256,0,0,0,1786,0,0,0
2818.78,378,622,0.0322,1786,159,153,54,256,0,0,0,1786,0,0,0
2819.80,378,622,0.0323,1786,159,153,54,256,0,0,0,1786,0,0,0
2820.82,379,621,0.0297,1786,158,153,54,256,0,0,0,1786,0,0,0
2821.91,379,621,0.0303,1786,158,153,54,256,0,0,0,1786,0,0,0
2822.99,379,621,0.0309,1786,158,153,54,256,0,0,0,1786,0,0,0
2824.01,379,621,0.0303,1786,158,153,54,256,0,0,0,1786,0,0,0
2825.04,379,621,0.0284,1786,158,153,54,256,0,0,0,1786,0,0,0
2826.08,379,621,0.0322,1786,158,153,54,256,0,0,0,1786,0,0,0
2827.18,379,621,0.0305,1786,158,153,54,256,0,0,0,1786,0,0,0
2828.23,379,621,0.0302,1786,158,153,54,256,0,0,0,1786,0,0,0
2829.27,379,621,0.0297,1786,158,153,54,256,0,0,0,1786,0,0,0
2830.29,379,621,0.0294,1788,158,153,54,256,0,0,0,1788,0,0,0
2831.30,380,620,0.0265,1788,158,153,54,255,0,0,0,1788,0,0,0
2832.41,380,620,0.0324,1788,158,153,54,255,0,0,0,1788,0,0,0
2833.45,380,620,0.0312,1788,158,153,54,255,0,0,0,1788,0,0,0
2834.49,380,620,0.0310,1788,158,153,54,255,0,0,0,1788,0,0,0
2835.53,380,620,0.0314,1788,158,153,54,255,0,0,0,1788,0,0,0
2836.59,380,620,0.0333,1788,158,153,55,254,0,2,0,1788,0,0,0
2837.66,380,620,0.0338,1788,158,153,55,254,0,2,0,1788,0,0,0
2838.70,380,620,0.0329,1788,158,153,55,254,0,0,0,1788,0,0,0
2839.71,380,620,0.0338,1788,158,153,55,254,0,0,0,1788,0,0,0
2840.74,380,620,0.0344,1788,158,153,55,254,0,0,0,1788,0,0,0
2841.78,380,620,0.0329,1788,158,153,55,254,0,0,0,1788,0,0,0
2842.84,380,620,0.0321,1788,158,153,55,254,0,0,0,1788,0,0,0
2843.87,380,620,0.0313,1788,158,153,55,254,0,0,0,1788,0,0,0
2844.89,380,620,0.0314,1788,158,153,55,254,0,0,0,1788,0,0,0
2845.91,380,620,0.0319,1788,158,153,55,254,0,0,0,1788,0,0,0
2846.97,380,620,0.0322,1788,158,153,55,254,0,0,0,1788,0,0,0
2848.02,380,620,0.0340,1788,158,153,55,254,0,0,0,1788,0,0,0
2849.12,380,620,0.0335,1788,158,153,55,254,0,0,0,1788,0,0,0
2850.18,380,620,0.0335,1788,158,153,55,254,0,0,0,1788,0,0,0
2851.21,380,620,0.0365,1788,158,153,55,254,0,0,0,1788,0,0,0
2852.27,380,620,0.0359,1788,158,153,55,254,0,0,0,1788,0,0,0
2853.33,380,620,0.0357,1788,158,153,55,254,0,0,0,1788,0,0,0
2854.43,381,619,0.0333,1788,157,153,56,253,0,0,0,1788,0,2,0
2855.53,381,619,0.0336,1788,157,153,56,253,0,0,0,1788,0,2,0
2856.60,381,619,0.0342,1788,157,153,56,253,0,0,0,1788,0,0,0
2857.85,381,619,0.0338,1788,157,153,56,253,0,0,0,1788,0,0,0
2858.88,381,619,0.0342,1788,157,153,56,253,0,0,0,1788,0,0,0
2859.90,381,619,0.0348,1788,157,153,56,253,0,0,0,1788,0,0,0
2860.93,381,619,0.0339,1788,157,153,56,253,0,0,0,1788,0,0,0
2861.99,381,619,0.0335,1788,157,153,56,253,0,0,0,1788,0,0,0
2863.01,381,619,0.0337,1788,157,153,56,253,0,0,0,1788,0,0,0
2864.04,381,619,0.0361,1788,157,153,56,253,0,0,0,1788,0,0,0
2865.06,381,619,0.0386,1788,157,153,57,252,0,0,0,1788,0,2,0
2866.13,381,619,0.0384,1790,157,153,57,252,0,0,0,1790,0,2,0
2867.22,381,619,0.0472,1790,157,153,57,252,0,0,0,1790,0,0,0
2868.26,382,618,0.0446,1790,157,153,57,251,0,0,0,1790,0,0,0
2869.35,382,618,0.0457,1790,157,153,57,251,0,0,0,1790,0,0,0
2870.47,382,618,0.0476,1790,157,153,57,251,0,0,0,1790,0,2,0
2871.54,382,618,0.0489,1790,157,153,57,251,0,0,0,1790,0,2,0
2872.63,382,618,0.0501,1790,157,153,57,251,0,0,0,1790,0,0,0
2873.66,382,618,0.0504,1790,157,153,57,251,0,0,0,1790,0,0,0
2874.68,382,618,0.0506,1790,157,153,57,251,0,0,0,1790,0,0,0
2875.75,383,617,0.0472,1790,157,153,56,251,0,0,0,1790,0,0,0
2876.84,383,617,0.0484,1790,157,153,56,251,0,0,0,1790,0,0,0
2877.90,383,617,0.0473,1790,157,153,56,251,0,0,0,1790,0,0,0
2878.93,384,616,0.0459,1790,156,153,56,251,0,0,0,1790,0,0,0
2880.00,384,616,0.0507,1790,156,153,56,251,0,0,0,1790,0,0,0
2881.06,385,615,0.0466,1790,156,152,56,251,0,0,0,1790,0,0,0
2882.17,386,614,0.0479,1790,155,152,56,251,0,0,0,1790,0,0,0
2883.26,386,614,0.0464,1790,155,152,56,251,0,0,0,1790,0,0,0
2884.28,386,614,0.0436,1790,155,152,56,251,0,0,0,1790,0,0,0
2885.31,387,613,0.0411,1790,155,152,55,251,0,0,0,1790,0,0,0
2886.39,388,612,0.0395,1790,155,152,55,250,0,0,0,1790,0,0,0
2887.43,388,612,0.0401,1790,155,152,55,250,0,0,0,1790,0,0,0
2888.45,388,612,0.0400,1790,155,152,55,250,0,0,0,1790,0,0,0
2889.46,388,612,0.0393,1792,155,152,55,250,0,0,0,1792,0,0,0
2890.49,388,612,0.0393,1792,155,152,55,250,0,0,0,1792,0,0,0
2891.51,388,612,0.0395,1792,155,152,56,249,0,2,0,1792,0,0,0
2892.62,388,612,0.0409,1792,155,152,56,249,0,2,0,1792,0,0,0
2893.66,388,612,0.0400,1790,155,152,56,249,0,0,0,1790,0,0,0
2894.72,388,612,0.0421,1790,155,152,56,249,0,0,0,1790,0,0,0
2895.76,388,612,0.0428,1790,155,152,56,249,0,0,0,1790,0,0,0
2896.82,389,611,0.0420,1790,155,152,55,249,0,0,0,1790,0,0,0
2897.89,389,611,0.0429,1790,155,152,55,249,0,0,0,1790,0,0,0
2898.98,389,611,0.0423,1790,155,152,55,249,0,0,0,1790,0,0,0
2900.04,389,611,0.0432,1790,155,152,55,249,0,0,0,1790,0,0,0
2901.36,389,611,0.0423,1790,155,152,55,249,0,0,0,1790,0,0,0
2902.42,390,610,0.0401,1790,155,152,54,249,0,0,0,1790,0,0,0
2903.43,390,610,0.0396,1790,155,152,54,249,0,0,0,1790,0,0,0
2904.51,390,610,0.0400,1792,155,152,54,249,0,0,0,1792,0,0,0
2905.53,390,610,0.0396,1792,155,152,54,249,0,0,0,1792,0,0,0
2906.58,391,609,0.0374,1792,155,152,54,248,0,0,0,1792,0,0,0
2907.71,391,609,0.0374,1792,155,152,54,248,0,0,0,1792,0,0,0
2908.73,392,608,0.0345,1792,155,152,54,247,0,0,0,1792,0,0,0
2909.78,393,607,0.0333,1792,154,152,54,247,0,0,0,1792,0,0,0
2910.83,393,607,0.0351,1794,154,152,54,247,0,0,0,1794,0,0,0
2911.84,394,606,0.0324,1794,154,152,54,246,0,0,0,1794,0,0,0
2913.01,395,605,0.0308,1794,154,152,55,244,0,2,0,1794,0,0,0
2914.01,395,605,0.0305,1794,154,152,55,244,0,2,0,1794,0,0,0
2915.14,395,605,0.0308,1794,154,152,55,244,0,0,0,1794,0,0,0
2916.18,395,605,0.0299,1794,154,152,55,244,0,0,0,1794,0,0,0
2917.20,395,605,0.0303,1794,154,152,55,244,0,0,0,1794,0,0,0
2918.27,395,605,0.0325,1794,154,152,55,244,0,0,0,1794,0,0,0
2919.58,395,605,0.0330,1794,154,152,55,244,0,0,0,1794,0,0,0
2920.89,395,605,0.0346,1794,154,152,55,244,0,0,0,1794,0,0,0
2921.93,395,605,0.0343,1794,154,152,55,244,0,0,0,1794,0,0,0
2922.98,395,605,0.0362,1794,154,152,55,244,0,0,0,1794,0,0,0
2923.99,395,605,0.0368,1794,154,152,55,244,0,0,0,1794,0,0,0
2925.00,396,604,0.0337,1794,154,151,55,244,0,0,0,1794,0,0,0
2926.08,396,604,0.0340,1794,154,151,55,244,0,0,0,1794,0,2,0
2927.12,396,604,0.0334,1794,154,151,55,244,0,0,0,1794,0,2,0
2928.54,396,604,0.0351,1794,154,151,55,244,0,0,0,1794,0,0,0
2929.86,396,604,0.0398,1794,154,151,55,244,0,0,0,1794,2,0,0
2930.89,396,604,0.0397,1794,154,151,55,244,0,0,0,1794,2,0,0
2931.92,396,604,0.0403,1794,154,151,55,244,0,0,0,1794,2,0,0
2932.98,396,604,0.0402,1794,154,151,55,244,0,0,0,1794,2,0,0
2934.30,396,604,0.0394,1794,154,151,55,244,0,0,0,1794,2,0,0
2935.31,396,604,0.0397,1794,154,151,55,244,0,0,0,1794,2,0,0
2936.33,396,604,0.0389,1796,154,151,55,244,0,0,0,1796,0,0,0
2937.41,396,604,0.0388,1796,154,151,55,244,0,0,0,1796,0,0,0
2938.92,396,604,0.0409,1796,154,151,55,244,0,0,0,1796,0,0,0
2940.29,396,604,0.0391,1794,154,151,55,244,0,0,0,1794,0,0,0
2941.33,396,604,0.0392,1794,154,151,55,244,0,0,0,1794,0,0,0
2942.40,396,604,0.0401,1794,154,151,55,244,0,0,0,1794,0,0,0
2943.48,396,604,0.0401,1794,154,151,55,244,0,0,0,1794,2,0,0
2944.53,397,603,0.0379,1794,153,151,55,244,0,0,0,1794,2,0,0
2945.57,397,603,0.0398,1794,153,151,55,244,0,0,0,1794,2,0,0
2946.67,397,603,0.0383,1794,153,151,56,243,0,2,0,1794,2,2,0
2947.73,397,603,0.0395,1794,153,151,56,243,0,2,0,1794,2,2,0
2948.78,398,602,0.0371,1794,153,150,56,243,0,0,0,1794,2,0,0
2949.80,398,602,0.0382,1794,153,150,56,243,0,0,0,1794,2,0,0
2950.85,398,602,0.0372,1794,153,150,56,243,0,0,0,1794,0,0,0
2951.86,398,602,0.0377,1794,153,150,56,243,0,0,0,1794,0,0,0
2952.91,398,602,0.0381,1794,153,150,56,243,0,0,0,1794,0,0,0
2954.22,398,602,0.0430,1794,153,150,56,243,0,0,0,1794,0,0,0
2955.24,398,602,0.0423,1794,153,150,56,243,0,0,0,1794,0,0,0
2956.58,399,601,0.0396,1794,153,150,56,242,0,0,0,1794,0,0,0
2957.68,400,600,0.0387,1794,153,150,55,242,0,0,0,1794,0,0,0
2958.73,400,600,0.0508,1794,153,150,55,242,0,0,0,1794,0,0,0
2959.84,400,600,0.0471,1794,153,150,55,242,0,0,0,1794,0,0,0
2960.87,400,600,0.0502,1796,153,150,55,242,0,0,0,1796,0,0,0
2962.18,401,599,0.0472,1796,153,150,55,241,0,0,0,1796,0,0,0
2963.29,403,597,0.0424,1796,153,148,56,240,0,2,0,1796,0,0,0
2964.30,403,597,0.0449,1796,153,148,56,240,0,2,0,1796,0,0,0
2965.35,403,597,0.0495,1796,153,148,56,240,0,0,0,1796,0,0,0
2966.38,403,597,0.0480,1796,153,148,56,240,0,0,0,1796,0,0,0
2967.39,403,597,0.0463,1796,153,148,56,240,0,0,0,1796,0,0,0
2968.41,403,597,0.0493,1796,153,148,56,240,0,0,0,1796,0,0,0
2969.74,404,596,0.0450,1796,152,148,56,240,0,0,0,1796,0,0,0
2970.76,404,596,0.0450,1796,152,148,56,240,0,0,0,1796,0,0,0
2972.08,404,596,0.0454,1796,152,148,56,240,0,0,0,1796,0,0,0
2973.14,404,596,0.0460,1796,152,148,56,240,0,0,0,1796,0,0,0
2974.46,405,595,0.0436,1796,152,147,56,240,0,0,0,1796,0,0,0
2975.51,407,593,0.0378,1796,150,147,56,240,0,0,0,1796,0,0,0
2976.56,407,593,0.0387,1796,150,147,56,240,0,0,0,1796,0,0,0
2977.80,408,592,0.0386,1796,150,147,55,240,0,0,0,1796,0,0,0
2978.82,408,592,0.0359,1796,150,147,55,240,0,0,0,1796,0,0,0
2979.87,408,592,0.0378,1796,150,147,55,240,0,0,0,1796,0,0,2
2980.94,408,592,0.0369,1796,150,147,55,240,0,0,0,1796,0,2,2
2981.98,408,592,0.0389,1796,150,147,55,240,0,0,0,1796,0,2,2
2983.02,408,592,0.0368,1796,150,147,55,240,0,0,0,1796,0,0,2
2984.32,408,592,0.0381,1796,150,147,55,240,0,0,0,1796,0,0,2
2985.61,408,592,0.0382,1796,150,147,55,240,0,0,0,1796,0,0,0
2986.93,408,592,0.0387,1796,150,147,55,240,0,0,0,1796,0,0,0
2987.97,408,592,0.0381,1796,150,147,55,240,0,0,0,1796,0,0,0
2989.27,408,592,0.0378,1796,150,147,55,240,0,0,0,1796,0,0,0
2990.58,408,592,0.0384,1796,150,147,55,240,0,0,0,1796,0,0,0
2991.59,408,592,0.0384,1796,150,147,55,240,0,0,0,1796,0,0,0
2992.65,408,592,0.0388,1796,150,147,56,239,0,0,0,1796,0,2,0
2993.96,408,592,0.0395,1796,150,147,57,238,0,0,0,1796,0,2,0
2995.05,408,592,0.0423,1796,150,147,58,237,0,0,0,1796,0,4,0
2996.05,408,592,0.0413,1796,150,147,58,237,0,0,0,1796,0,2,0
2997.09,408,592,0.0411,1796,150,147,58,237,0,0,0,1796,0,2,0
2998.14,408,592,0.0405,1796,150,147,58,237,0,0,0,1796,0,2,0
2999.15,408,592,0.0425,1796,150,147,58,237,0,0,0,1796,0,0,0
3000.17,409,591,0.0370,1796,149,147,58,237,0,0,0,1796,0,0,0
3001.19,409,591,0.0378,1796,149,147,58,237,0,0,0,1796,0,0,0
3002.22,409,591,0.0395,1796,149,147,58,237,0,0,0,1796,2,0,0
3003.29,409,591,0.0394,1796,149,147,58,237,0,0,0,1796,2,0,0
3004.30,409,591,0.0409,1796,149,147,58,237,0,0,0,1796,2,0,0
3005.61,409,591,0.0408,1796,149,147,58,237,0,0,0,1796,2,0,0
3006.90,409,591,0.0468,1796,149,147,58,237,0,0,0,1796,2,0,0
3007.95,409,591,0.0478,1796,149,147,58,237,0,0,0,1796,0,0,0
3008.98,410,590,0.0441,1796,149,146,58,237,0,0,0,1796,0,0,0
3010.35,410,590,0.0437,1796,149,146,58,237,0,0,0,1796,0,0,0
3011.35,410,590,0.0425,1796,149,146,58,237,0,0,0,1796,0,0,0
3012.67,411,589,0.0431,1796,149,146,57,237,0,0,0,1796,0,0,0
3013.70,411,589,0.0419,1796,149,146,57,237,0,0,0,1796,0,0,0
3014.73,411,589,0.0408,1796,149,146,57,237,0,0,0,1796,0,0,0
3016.05,411,589,0.0420,1796,149,146,57,237,0,0,0,1796,0,0,0
3017.34,411,589,0.0410,1796,149,146,57,237,0,0,0,1796,0,0,0
3018.37,411,589,0.0406,1796,149,146,57,237,0,0,0,1796,0,0,0
