Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (1),Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (11),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor stair (8)
3841.46,630,370,0.0635,1338,95,89,33,153,0,0,1338,0,0,0,0,552,0,2,0,0
3842.66,630,370,0.0669,1338,95,89,33,153,0,0,1338,0,0,0,0,552,0,2,0,0
3843.82,630,370,0.0665,1338,95,89,33,153,0,0,1338,0,0,0,0,552,0,0,0,0
3844.95,630,370,0.0682,1338,95,89,33,153,0,0,1338,0,0,0,0,552,0,0,0,0
3846.14,631,369,0.0708,1338,95,88,33,153,0,0,1338,0,0,0,0,552,0,0,0,0
3847.30,631,369,0.0686,1338,95,88,33,153,0,0,1338,0,0,0,0,552,0,0,0,0
3848.45,631,369,0.0760,1338,95,88,33,153,0,0,1338,0,0,0,0,552,0,0,0,0
3849.58,631,369,0.0813,1338,95,88,33,153,0,0,1338,0,0,0,0,552,0,0,0,0
3850.77,631,369,0.0789,1338,95,88,33,153,0,0,1338,0,0,0,0,552,0,0,0,0
3852.00,631,369,0.0817,1338,94,88,33,153,0,0,1338,0,0,0,0,554,0,0,0,0
3853.16,631,369,0.0804,1338,94,88,33,153,0,0,1338,0,0,0,0,554,2,0,0,0
3854.36,632,368,0.0766,1338,94,88,33,153,0,0,1338,0,0,0,0,554,2,0,0,0
3855.50,632,368,0.0758,1338,94,88,33,153,0,0,1338,0,0,0,0,554,2,0,0,0
3856.52,633,367,0.0745,1338,94,88,34,151,0,0,1338,0,0,0,2,554,2,0,0,0
3857.75,633,367,0.0721,1338,94,88,34,151,0,0,1338,0,0,0,0,554,2,0,0,0
3858.87,633,367,0.0757,1338,94,88,34,151,0,0,1338,0,0,0,0,554,0,0,0,0
3859.99,633,367,0.0813,1338,94,88,34,151,0,0,1338,0,0,0,0,554,0,0,0,0
3861.11,633,367,0.0903,1338,94,88,34,151,0,0,1338,0,0,0,0,554,0,0,0,0
3862.25,633,367,0.0985,1338,94,88,34,151,0,0,1338,0,0,0,0,554,0,0,0,0
3863.76,633,367,0.1047,1338,94,88,34,151,0,0,1338,0,0,0,0,554,0,0,2,0
3864.88,633,367,0.0971,1338,94,88,34,151,0,0,1338,0,0,0,0,554,0,0,2,0
3866.01,633,367,0.0971,1338,94,88,34,151,0,0,1338,0,0,0,0,554,0,0,2,0
3867.16,634,366,0.0948,1338,94,88,33,151,0,0,1338,0,0,0,0,554,0,0,2,0
3868.36,634,366,0.0939,1338,94,88,33,151,0,0,1338,0,0,0,0,554,0,0,2,0
3869.60,634,366,0.0915,1338,94,88,34,150,0,0,1338,0,0,0,2,554,0,0,0,0
3870.64,634,366,0.0917,1338,94,88,34,150,0,0,1338,0,0,0,2,554,0,0,0,0
3871.80,635,365,0.0901,1338,94,87,34,150,0,0,1338,0,0,0,0,554,0,0,0,0
3873.04,636,364,0.0901,1338,94,87,33,150,0,0,1338,0,0,0,0,554,0,0,0,2
3874.22,636,364,0.0895,1338,93,87,33,150,0,0,1338,0,0,0,0,556,0,0,0,0
3875.40,637,363,0.0871,1338,93,87,33,150,0,0,1338,0,0,0,0,556,0,0,0,0
3876.58,638,362,0.0847,1338,93,86,34,149,0,0,1338,0,0,0,2,556,0,0,0,0
3877.59,638,362,0.0864,1338,93,86,34,149,0,0,1338,0,0,0,2,556,0,0,0,0
3878.77,638,362,0.0898,1338,93,86,34,149,0,0,1338,0,0,0,0,556,0,0,0,0
3879.93,638,362,0.0948,1338,92,86,34,149,0,0,1338,0,0,0,0,558,0,0,0,0
3881.06,640,360,0.0802,1338,91,86,34,148,0,0,1338,0,0,0,0,560,0,0,0,0
3882.13,642,358,0.0807,1338,91,85,34,148,0,0,1338,0,0,0,0,560,0,0,0,0
3883.28,642,358,0.0790,1338,91,85,34,148,0,0,1338,0,0,0,0,560,0,0,0,0
3884.46,642,358,0.0803,1338,91,85,34,148,0,0,1338,0,0,0,0,560,0,2,0,0
3885.58,642,358,0.0816,1338,91,85,34,148,0,0,1338,0,0,0,0,560,0,2,0,0
3886.73,643,357,0.0742,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,0,0,2
3887.92,643,357,0.0753,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,0,0,0
3889.06,643,357,0.0873,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,2,0,0
3890.18,643,357,0.0846,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,0,0,0
3891.28,643,357,0.0860,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,0,0,0
3892.39,643,357,0.0863,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,0,0,0
3893.53,643,357,0.0865,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,0,0,2
3894.66,643,357,0.0874,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,0,0,0
3895.76,643,357,0.0893,1338,91,85,34,147,0,0,1338,0,0,0,0,560,0,0,0,0
3896.88,643,357,0.0877,1340,91,85,34,147,0,0,1340,0,0,0,0,560,0,0,0,0
3898.02,644,356,0.0839,1340,91,85,34,146,0,0,1340,0,0,0,0,560,0,0,0,0
3899.11,644,356,0.0859,1340,91,85,34,146,0,0,1340,0,0,0,0,560,0,0,0,0
3900.33,644,356,0.0852,1340,91,85,34,146,0,0,1340,0,0,0,0,560,0,0,0,0
3901.45,644,356,0.0843,1340,91,85,34,146,0,0,1340,0,0,0,0,560,0,0,0,0
3902.65,644,356,0.0892,1340,91,85,34,146,0,0,1340,0,0,0,0,560,0,2,0,0
3903.87,644,356,0.0857,1340,91,85,35,145,0,0,1340,0,0,0,2,560,0,2,0,0
3904.87,644,356,0.0898,1340,90,85,36,144,0,0,1340,0,0,0,2,562,0,2,0,0
3906.03,645,355,0.0861,1340,90,85,36,144,0,0,1340,0,0,0,0,562,0,2,0,0
3907.23,646,354,0.0894,1340,89,85,36,143,0,0,1340,0,0,0,0,564,0,0,0,0
3908.39,646,354,0.0883,1340,89,85,36,143,0,0,1340,0,0,0,0,564,0,0,0,0
3909.58,648,352,0.0800,1340,88,85,36,143,0,0,1340,0,0,0,0,564,0,2,0,0
3910.69,648,352,0.0789,1340,88,85,36,143,0,0,1340,0,0,0,0,564,0,0,0,0
3911.81,648,352,0.0787,1340,88,85,36,143,0,0,1340,0,0,0,0,564,2,0,0,0
3913.04,649,351,0.0738,1340,88,85,36,142,0,0,1340,0,0,0,0,564,2,2,0,0
3914.15,649,351,0.0728,1340,88,85,36,142,0,0,1340,0,0,0,0,564,2,2,0,0
3915.27,649,351,0.0803,1340,88,85,36,142,0,0,1340,0,0,0,0,564,2,0,0,0
3916.38,649,351,0.0827,1340,88,85,36,142,0,0,1340,0,0,0,0,564,2,0,0,0
3917.50,649,351,0.0862,1340,88,85,36,142,0,0,1340,0,0,0,0,564,2,0,0,0
3918.61,649,351,0.0863,1340,88,85,36,142,0,0,1340,0,0,0,0,564,0,0,0,0
3919.73,650,350,0.0855,1340,88,85,35,142,0,0,1340,0,0,0,0,564,0,0,0,2
3920.87,650,350,0.0820,1340,88,85,35,142,0,0,1340,0,0,0,0,564,0,0,0,2
3922.04,650,350,0.0823,1340,88,85,35,142,0,0,1340,0,0,0,0,564,0,0,0,0
3923.16,650,350,0.0820,1340,88,85,35,142,0,0,1340,0,0,0,0,564,0,0,0,0
3924.28,650,350,0.0817,1340,88,85,35,142,0,0,1340,0,0,0,0,564,0,0,0,0
3925.36,650,350,0.0794,1340,88,85,35,142,0,0,1340,0,0,0,0,564,0,0,0,0
3926.45,651,349,0.0798,1340,88,85,35,141,0,0,1340,0,0,0,0,564,0,0,0,0
3927.62,651,349,0.0823,1340,88,85,35,141,0,0,1340,0,0,0,0,564,0,0,0,0
3928.71,651,349,0.0841,1340,88,85,35,141,0,0,1340,0,0,0,0,564,0,0,0,0
3929.81,651,349,0.0851,1340,88,85,35,141,0,0,1340,0,0,0,0,564,0,0,0,0
3930.90,652,348,0.0821,1340,88,84,35,141,0,0,1340,0,0,0,0,564,0,0,0,0
3932.07,652,348,0.0817,1340,88,84,35,141,0,0,1340,0,0,0,0,564,0,0,0,0
3933.18,652,348,0.0823,1340,88,84,35,141,0,0,1340,0,0,0,0,564,0,0,0,0
3934.26,652,348,0.0811,1340,88,84,35,141,0,0,1340,0,0,0,0,564,0,0,0,0
3935.35,653,347,0.0766,1340,88,84,34,141,0,0,1340,0,0,0,0,564,0,0,0,0
3936.36,654,346,0.0706,1340,88,85,33,140,0,2,1340,0,0,0,0,564,0,2,0,0
3937.48,654,346,0.0788,1342,88,85,33,140,0,2,1342,0,0,0,0,564,0,2,0,0
3938.63,654,346,0.0814,1342,88,84,34,140,0,0,1342,0,0,2,0,564,0,0,0,0
3939.76,655,345,0.0798,1342,88,84,34,139,0,0,1342,0,0,0,0,564,0,0,0,0
3940.88,656,344,0.0754,1342,88,84,34,138,0,0,1342,0,0,0,0,564,0,2,0,0
3942.06,656,344,0.0733,1342,88,84,35,137,0,0,1342,0,0,0,0,564,0,2,0,2
3943.19,656,344,0.0790,1342,88,84,36,136,0,0,1342,0,0,0,0,564,0,2,0,0
3944.35,657,343,0.0751,1342,88,84,35,136,0,0,1342,0,0,0,0,564,0,2,0,0
3945.46,657,343,0.0774,1342,88,84,35,136,0,0,1342,0,0,0,0,564,0,0,0,0
3946.59,657,343,0.0847,1342,88,84,35,136,0,0,1342,0,0,0,0,564,0,0,0,0
3947.70,657,343,0.0981,1342,88,84,35,136,0,0,1342,0,0,0,0,564,0,0,0,0
3948.78,657,343,0.0897,1342,88,84,35,136,0,0,1342,0,0,0,0,564,0,0,0,0
3949.88,657,343,0.0950,1342,88,84,35,136,0,0,1342,0,0,0,0,564,0,0,2,0
3950.96,657,343,0.1017,1342,88,84,35,136,0,0,1342,0,0,0,0,564,0,0,2,0
3952.05,657,343,0.1048,1342,88,84,35,136,0,0,1342,0,0,0,0,564,0,0,2,0
3953.15,657,343,0.1097,1342,88,84,36,135,0,0,1342,0,0,0,0,564,0,2,2,0
3954.26,657,343,0.1109,1342,88,84,36,135,0,0,1342,0,0,0,0,564,0,2,2,0
3955.51,657,343,0.1120,1342,88,84,36,135,0,0,1342,0,0,0,2,564,0,0,2,0
3956.60,657,343,0.1159,1342,88,84,36,135,0,0,1342,0,0,0,0,564,0,0,0,0
3957.69,658,342,0.1185,1342,88,84,36,134,0,0,1342,0,0,0,0,564,0,0,0,0
3958.87,658,342,0.1169,1342,88,84,36,134,0,0,1342,0,0,0,0,564,0,4,0,0
3959.97,658,342,0.1187,1342,88,84,36,134,0,0,1342,0,0,0,0,564,0,2,0,0
3961.07,659,341,0.1151,1342,88,83,36,134,0,0,1342,0,0,0,0,564,0,0,0,0
3962.21,659,341,0.1162,1342,88,83,36,134,0,0,1342,0,0,0,0,564,0,0,0,0
3963.33,659,341,0.1138,1342,88,83,36,134,0,0,1342,0,0,0,0,564,0,0,0,0
3964.40,659,341,0.1148,1342,88,83,36,134,0,0,1342,0,0,0,0,564,0,0,0,0
3965.50,659,341,0.1134,1342,88,83,36,134,0,0,1342,0,0,0,0,564,0,0,0,0
3966.61,659,341,0.1140,1342,88,83,36,134,0,0,1342,0,0,0,0,564,0,0,0,0
3967.70,659,341,0.1167,1342,88,83,36,134,0,0,1342,0,0,0,0,564,0,0,0,0
3968.80,659,341,0.1203,1342,87,83,36,134,0,0,1342,0,0,0,0,566,0,0,0,0
3969.88,660,340,0.1170,1342,87,83,36,134,0,0,1342,0,0,0,0,566,0,0,0,0
3971.05,660,340,0.1135,1342,87,83,36,134,0,0,1342,0,0,0,0,566,0,0,0,2
3972.16,662,338,0.1084,1342,87,83,36,132,0,0,1342,0,0,0,0,566,0,2,0,2
3973.32,664,336,0.0983,1342,86,83,35,132,0,0,1342,0,0,0,0,566,0,0,0,0
3974.46,665,335,0.0933,1342,86,83,34,132,0,0,1342,0,0,0,0,566,0,0,0,0
3975.57,665,335,0.0937,1342,86,83,34,132,0,0,1342,0,0,0,0,566,0,0,0,0
3976.66,665,335,0.0973,1342,86,83,34,132,0,0,1342,0,0,0,0,566,0,0,2,0
3977.74,665,335,0.0943,1342,86,83,34,132,0,0,1342,0,0,0,0,566,0,0,2,0
3978.84,665,335,0.1020,1342,86,83,35,131,0,0,1342,0,0,0,0,566,0,0,2,2
3979.91,665,335,0.1005,1342,86,83,35,131,0,0,1342,0,0,0,0,566,0,0,2,2
3980.98,666,334,0.1038,1342,86,82,35,131,0,0,1342,0,0,0,0,566,0,0,2,0
3982.09,666,334,0.1055,1342,86,82,35,131,0,0,1342,0,0,0,0,566,0,0,0,0
3983.18,666,334,0.1056,1342,86,82,35,131,0,0,1342,0,0,0,0,566,0,0,0,0
3984.26,667,333,0.1009,1342,86,82,34,131,0,0,1342,0,0,0,0,566,0,0,0,0
3985.40,667,333,0.0987,1342,86,82,34,131,0,0,1342,0,0,0,0,566,0,2,0,0
3986.48,668,332,0.0936,1342,86,82,33,131,0,0,1342,0,0,0,0,566,0,2,0,0
3987.61,668,332,0.0991,1342,86,82,33,131,0,0,1342,0,0,0,0,566,0,2,0,0
3988.79,668,332,0.1038,1342,86,82,33,131,0,0,1342,0,0,0,0,566,0,2,0,0
3989.88,668,332,0.1039,1342,86,82,33,131,0,0,1342,0,0,0,0,566,0,0,0,0
3990.96,668,332,0.1048,1342,86,82,33,131,0,0,1342,0,0,0,0,566,0,0,0,0
3992.00,668,332,0.1072,1342,86,82,33,131,0,0,1342,0,0,0,0,566,0,0,0,0
3993.11,668,332,0.1020,1342,86,82,34,130,0,0,1342,0,0,0,0,566,0,0,0,2
3994.18,668,332,0.1077,1342,86,82,34,130,0,0,1342,0,0,0,0,566,0,0,0,0
3995.26,669,331,0.1055,1342,86,82,33,130,0,0,1342,0,0,0,0,566,0,2,0,0
3996.42,669,331,0.1112,1342,86,82,33,130,0,0,1342,0,0,0,0,566,0,2,0,0
3997.51,669,331,0.1119,1342,86,82,33,130,0,0,1342,0,0,0,0,566,0,0,0,0
3998.63,669,331,0.1109,1342,85,82,33,130,0,0,1342,0,0,0,0,568,2,0,0,0
3999.89,670,330,0.1121,1342,85,82,33,130,0,0,1342,0,0,0,2,568,2,0,0,0
4001.07,671,329,0.1106,1342,85,82,33,129,0,0,1342,0,0,0,0,568,2,0,0,0
4002.14,671,329,0.1153,1342,85,82,33,129,0,0,1342,0,0,0,0,568,2,0,0,0
4003.28,672,328,0.1250,1342,85,82,32,129,0,0,1342,0,0,0,0,568,2,0,0,0
4004.31,672,328,0.1224,1342,85,82,32,129,0,0,1342,0,0,0,0,568,2,0,0,0
4005.39,672,328,0.1189,1342,85,82,32,129,0,0,1342,0,0,0,0,568,0,0,0,0
4006.44,672,328,0.1207,1342,85,82,32,129,0,0,1342,0,0,0,0,568,0,0,0,0
4007.50,672,328,0.1208,1342,85,82,32,129,0,0,1342,0,0,0,0,568,0,0,0,0
4008.58,672,328,0.1196,1342,85,82,32,129,0,0,1342,0,0,0,0,568,0,0,0,0
4009.68,672,328,0.1235,1342,85,82,32,129,0,0,1342,0,0,0,0,568,0,2,0,0
4010.76,672,328,0.1266,1342,85,82,32,129,0,0,1342,0,0,0,0,568,0,0,0,0
4011.85,672,328,0.1270,1342,85,82,32,129,0,0,1342,0,0,0,0,568,0,0,0,0
4012.91,673,327,0.1217,1342,85,82,31,129,0,0,1342,0,0,0,0,568,0,0,0,0
4014.01,673,327,0.1195,1342,85,82,31,129,0,0,1342,0,0,0,0,568,2,0,0,0
4015.12,673,327,0.1210,1342,85,82,31,129,0,0,1342,0,0,0,0,568,4,0,0,2
4016.26,673,327,0.1194,1342,84,83,31,129,0,0,1342,0,2,0,0,568,4,0,0,2
4017.33,674,326,0.1147,1344,84,82,31,129,0,0,1344,0,2,0,0,568,4,0,0,0
4018.46,675,325,0.1200,1344,84,82,31,128,0,0,1344,0,0,0,0,568,4,0,0,0
4019.51,675,325,0.1166,1344,84,82,31,128,0,0,1344,0,0,0,0,568,4,0,0,0
4020.60,675,325,0.1182,1344,84,82,31,128,0,0,1344,0,0,0,0,568,0,0,0,0
4021.66,675,325,0.1193,1344,84,82,31,128,0,0,1344,0,0,0,0,568,0,0,0,0
4022.71,675,325,0.1176,1344,84,82,31,128,0,0,1344,0,0,0,0,568,0,0,0,0
4023.77,675,325,0.1144,1344,84,82,31,128,0,0,1344,0,0,0,0,568,0,0,0,0
4024.82,675,325,0.1133,1344,84,82,31,128,0,0,1344,0,0,0,0,568,0,0,0,0
4025.88,675,325,0.1160,1344,84,82,31,128,0,0,1344,0,0,0,0,568,2,0,0,0
4026.95,676,324,0.1109,1344,84,82,30,128,0,0,1344,0,0,0,0,568,2,0,0,0
4028.05,676,324,0.1188,1344,83,82,30,128,0,0,1344,0,0,0,0,570,2,0,0,0
4029.16,676,324,0.1175,1344,83,82,30,128,0,0,1344,0,0,0,0,570,2,0,0,0
4030.21,677,323,0.1135,1344,83,82,30,128,0,0,1344,0,0,0,0,570,2,0,0,0
4031.31,677,323,0.1109,1344,83,82,30,128,0,0,1344,0,0,0,0,570,0,0,0,0
4032.52,679,321,0.1181,1344,82,81,31,127,2,0,1344,0,0,0,0,570,0,4,0,0
4033.66,680,320,0.1083,1346,82,80,31,127,2,0,1346,0,0,0,0,570,0,2,0,0
4034.78,680,320,0.1109,1346,81,80,31,127,0,0,1346,0,0,0,0,572,0,0,0,0
4035.82,681,319,0.1044,1346,81,80,31,127,0,0,1346,0,0,0,0,572,0,0,0,0
4036.93,681,319,0.1068,1346,81,80,31,127,0,0,1346,0,0,0,0,572,0,0,0,0
4038.00,681,319,0.1042,1346,81,80,31,127,0,0,1346,0,0,0,0,572,0,0,0,0
4039.31,682,318,0.1086,1346,81,79,31,127,0,0,1346,0,0,0,0,572,0,0,0,0
4040.38,683,317,0.0975,1346,81,79,30,127,0,0,1346,0,0,0,0,572,0,0,0,0
4041.47,683,317,0.1001,1346,81,79,30,127,0,0,1346,0,0,0,0,572,0,0,0,0
4042.50,683,317,0.1009,1346,81,79,30,127,0,0,1346,0,0,0,0,572,0,0,0,0
4043.54,683,317,0.1055,1346,81,79,30,127,0,0,1346,0,0,0,0,572,0,0,0,0
4044.60,684,316,0.0992,1346,81,78,30,127,0,0,1346,0,0,0,0,572,0,0,0,0
4045.66,684,316,0.1007,1346,81,78,30,127,0,0,1346,0,0,0,0,572,0,0,0,0
4046.71,684,316,0.0979,1346,81,78,30,127,0,0,1346,0,0,0,0,572,0,0,0,0
4047.85,686,314,0.0907,1346,79,78,29,127,0,0,1346,0,0,0,0,574,2,0,0,0
4048.93,687,313,0.0809,1346,79,78,29,127,0,2,1346,0,0,0,0,574,2,0,0,0
4050.04,687,313,0.0926,1346,78,78,29,127,0,2,1346,0,0,0,0,576,2,0,0,0
4051.06,688,312,0.0850,1346,78,78,29,127,0,0,1346,0,0,0,0,576,2,0,0,0
4052.11,688,312,0.0941,1346,78,78,29,127,0,0,1346,0,0,0,0,576,2,0,0,0
4053.24,688,312,0.0902,1346,78,78,29,127,0,0,1346,0,0,0,0,576,0,0,0,0
4054.31,688,312,0.0876,1346,78,78,29,127,0,0,1346,0,0,0,0,576,0,0,0,0
4055.36,688,312,0.0880,1346,78,78,29,127,0,0,1346,0,0,0,0,576,0,0,0,0
4056.40,688,312,0.0871,1346,78,78,30,126,0,0,1346,0,0,0,0,576,0,0,0,2
4057.42,688,312,0.0853,1346,78,78,30,126,0,0,1346,0,0,0,0,576,0,0,0,2
4058.50,688,312,0.0857,1346,78,78,30,126,0,0,1346,0,0,0,0,576,0,0,0,0
4059.58,689,311,0.0982,1346,78,78,30,125,0,0,1346,0,0,0,0,576,0,2,0,0
4060.60,689,311,0.0969,1346,78,78,30,125,0,0,1346,0,0,0,0,576,0,2,0,0
4061.68,689,311,0.0936,1346,78,78,30,125,0,0,1346,0,0,0,0,576,0,0,0,0
4062.69,689,311,0.0951,1346,78,78,30,125,0,0,1346,0,0,0,0,576,0,0,0,0
4063.73,690,310,0.0910,1346,78,78,29,125,0,0,1346,0,0,0,0,576,0,0,0,0
4064.81,690,310,0.0940,1346,78,78,29,125,0,0,1346,0,0,0,0,576,0,0,0,0
4065.87,691,309,0.0874,1346,78,77,29,125,0,0,1346,0,0,0,0,576,0,0,0,0
4066.89,691,309,0.0867,1346,78,77,29,125,0,0,1346,0,0,0,0,576,0,0,0,0
4068.05,691,309,0.0893,1346,78,77,30,124,0,0,1346,0,0,0,0,576,0,0,0,2
4069.11,691,309,0.0968,1346,78,77,30,124,0,0,1346,0,0,0,0,576,0,0,0,2
4070.12,691,309,0.0965,1346,78,77,30,124,0,0,1346,0,0,0,0,576,0,0,0,0
4071.16,691,309,0.1010,1346,78,77,30,124,0,0,1346,0,0,0,0,576,0,0,0,0
4072.19,693,307,0.0870,1346,78,76,30,123,0,0,1346,0,0,0,0,576,0,0,0,0
4073.33,694,306,0.0837,1346,78,76,30,122,0,0,1346,0,0,0,0,576,0,2,0,0
4074.44,694,306,0.0872,1348,78,76,30,122,0,0,1348,0,0,0,0,576,0,0,0,0
4075.52,695,305,0.0907,1348,78,76,30,121,0,0,1348,0,0,0,0,576,0,0,0,0
4076.56,695,305,0.0866,1348,78,76,30,121,0,0,1348,0,0,0,0,576,0,0,0,0
4077.62,695,305,0.0896,1348,78,76,30,121,0,0,1348,0,0,0,0,576,0,0,0,0
4078.69,695,305,0.0893,1348,78,76,30,121,0,0,1348,0,0,0,0,576,0,0,0,0
4079.88,695,305,0.0854,1348,78,76,30,121,0,0,1348,0,0,0,0,576,0,0,0,0
4080.89,695,305,0.0902,1348,78,76,30,121,0,0,1348,0,0,0,0,576,0,0,0,0
4081.94,695,305,0.0898,1348,78,76,30,121,0,0,1348,0,0,0,0,576,2,0,0,0
4083.14,695,305,0.0934,1348,78,76,30,121,0,0,1348,0,0,0,0,576,2,0,0,0
4084.21,695,305,0.0911,1348,77,76,30,121,0,0,1348,0,0,0,0,578,2,2,0,0
4085.21,695,305,0.0921,1348,77,76,30,121,0,0,1348,0,0,0,0,578,2,2,0,0
4086.28,696,304,0.0858,1348,77,76,30,121,0,0,1348,0,0,0,0,578,2,0,0,0
4087.34,696,304,0.0928,1348,77,76,30,121,0,0,1348,0,0,0,0,578,2,0,0,0
4088.38,696,304,0.0937,1348,77,76,30,121,0,0,1348,0,0,0,0,578,0,0,0,0
4089.58,696,304,0.0954,1348,77,76,30,121,0,0,1348,0,0,0,0,578,0,0,0,0
4090.58,697,303,0.0876,1348,77,76,29,121,0,0,1348,0,0,0,0,578,0,0,0,0
4091.59,697,303,0.0858,1350,77,76,29,121,0,0,1350,0,0,0,0,578,0,0,0,0
4092.67,698,302,0.0821,1350,77,76,29,120,0,0,1350,0,0,0,0,578,2,0,0,0
4093.74,698,302,0.0856,1350,77,76,29,120,0,0,1350,0,0,0,0,578,2,0,0,0
4094.80,698,302,0.0829,1350,77,76,29,120,0,0,1350,0,0,0,0,578,2,0,0,0
4095.80,698,302,0.0899,1350,77,76,29,120,0,0,1350,0,0,0,0,578,2,0,0,0
4096.84,698,302,0.0886,1350,77,76,29,120,0,0,1350,0,0,0,0,578,2,0,0,0
4097.91,698,302,0.0908,1350,76,76,29,120,0,0,1350,0,0,0,0,580,0,0,0,0
4098.95,698,302,0.0884,1350,76,76,29,120,0,0,1350,0,0,0,0,580,0,0,0,0
4100.00,700,300,0.0774,1350,76,75,29,120,0,0,1350,0,0,0,0,580,0,0,0,0
4101.02,700,300,0.0773,1350,76,75,29,120,0,0,1350,0,0,0,0,580,0,0,0,0
4102.06,700,300,0.0838,1350,76,75,29,120,0,0,1350,0,0,0,0,580,0,0,0,0
4103.10,700,300,0.0840,1350,76,75,29,120,0,0,1350,0,0,0,0,580,0,0,0,0
4104.12,700,300,0.0850,1350,76,75,29,120,0,0,1350,0,0,0,0,580,0,0,0,0
4105.31,700,300,0.0852,1350,76,75,30,119,0,0,1350,0,0,0,0,580,0,0,0,2
4106.38,700,300,0.0830,1350,76,75,30,119,0,0,1350,0,0,0,0,580,0,0,0,2
4107.39,700,300,0.0879,1350,76,75,30,119,0,0,1350,0,0,0,0,580,0,0,0,0
4108.41,700,300,0.0878,1350,76,75,30,119,0,0,1350,0,0,0,0,580,0,0,0,0
4109.42,702,298,0.0845,1350,76,74,29,119,0,0,1350,0,0,0,0,580,0,0,0,0
4110.47,703,297,0.0790,1350,76,73,29,119,0,0,1350,0,0,0,0,580,0,0,0,0
4111.49,703,297,0.0773,1350,76,73,29,119,0,0,1350,0,0,0,0,580,0,0,0,0
4112.69,703,297,0.0776,1350,76,73,29,119,0,0,1350,0,0,0,0,580,0,0,0,0
4113.72,703,297,0.0803,1350,76,73,29,119,0,0,1350,0,0,0,0,580,0,0,0,0
4114.90,703,297,0.0783,1350,76,73,29,119,0,0,1350,0,0,0,0,580,0,0,0,0
4115.90,704,296,0.0753,1350,76,73,28,119,0,0,1350,0,0,0,0,580,0,0,0,0
4116.94,704,296,0.0770,1350,76,73,28,119,0,0,1350,0,0,0,0,580,0,0,0,0
4117.95,704,296,0.0747,1350,76,73,28,119,0,0,1350,0,0,0,0,580,0,0,0,0
4118.99,704,296,0.0770,1350,76,73,28,119,0,0,1350,0,0,0,0,580,0,0,0,0
4120.03,704,296,0.0786,1350,76,73,29,118,0,0,1350,0,0,0,2,580,0,0,0,0
4121.04,704,296,0.0872,1350,76,73,29,118,0,0,1350,0,0,0,2,580,0,0,0,0
4122.05,704,296,0.0883,1350,76,73,29,118,0,0,1350,0,0,0,0,580,0,2,0,0
4123.41,704,296,0.1016,1350,76,73,29,118,0,0,1350,0,0,0,0,580,0,0,0,0
4124.43,704,296,0.1066,1350,76,73,30,117,0,0,1350,0,0,0,2,580,0,0,0,0
4125.44,704,296,0.1070,1350,76,73,31,116,0,0,1350,0,0,0,2,580,0,0,0,0
4126.62,704,296,0.1055,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4127.67,704,296,0.1057,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4128.68,704,296,0.1063,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4129.86,704,296,0.1052,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4131.05,704,296,0.1061,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4132.57,704,296,0.1201,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4133.58,704,296,0.1116,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4134.76,704,296,0.1198,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4135.94,704,296,0.1228,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,2
4136.98,704,296,0.1223,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,2
4137.99,704,296,0.1239,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4138.99,704,296,0.1227,1350,76,73,31,116,0,0,1350,0,0,0,0,580,0,0,0,0
4140.22,705,295,0.1182,1350,76,73,31,115,0,0,1350,0,0,0,0,580,0,2,0,2
4141.34,706,294,0.1223,1350,76,72,31,115,0,0,1350,0,0,0,0,580,0,2,0,4
4142.41,706,294,0.1138,1350,76,72,31,115,0,0,1350,0,0,0,0,580,0,0,0,2
4143.44,706,294,0.1178,1350,76,72,31,115,0,0,1350,0,0,0,0,580,0,0,0,0
