Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor stair (9),Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
3526.67,612,388,0.0907,428,92,111,37,148,0,0,428,0,0,0,0
3527.82,613,387,0.0907,428,91,111,37,148,0,0,428,0,0,0,2
3528.84,613,387,0.0950,428,91,111,37,148,0,0,428,0,0,0,2
3530.03,613,387,0.0904,428,91,111,38,147,0,2,428,0,2,0,2
3531.21,614,386,0.0871,428,91,110,38,147,0,0,428,0,2,0,2
3532.31,614,386,0.0895,428,91,110,38,147,0,0,428,0,4,0,2
3533.42,615,385,0.0832,428,91,110,38,146,0,0,428,0,4,0,0
3534.58,616,384,0.0795,428,91,110,37,146,0,0,428,0,4,0,0
3535.75,616,384,0.0803,428,91,110,37,146,0,0,428,0,2,0,0
3536.88,616,384,0.0812,428,91,110,37,146,0,0,428,0,2,2,0
3537.99,616,384,0.0802,428,91,110,37,146,0,0,428,0,2,2,0
3539.10,616,384,0.0862,428,91,110,37,146,0,0,428,0,2,0,0
3540.20,617,383,0.0912,428,91,110,36,146,0,0,428,0,2,0,0
3541.33,617,383,0.0913,428,91,110,36,146,0,0,428,0,2,0,0
3542.49,617,383,0.0900,428,91,110,36,146,0,0,428,0,2,0,0
3543.59,617,383,0.0898,428,91,110,36,146,0,0,428,0,0,0,0
3544.79,617,383,0.0911,428,91,110,36,146,0,0,428,0,0,0,0
3545.92,617,383,0.0901,428,91,110,36,146,0,0,428,0,0,0,0
3547.04,617,383,0.0942,428,91,110,36,146,0,0,428,0,0,0,0
3548.15,619,381,0.0912,428,91,109,35,146,0,0,428,0,0,0,0
3549.28,620,380,0.0876,428,91,109,34,146,0,0,428,0,0,0,0
3550.42,622,378,0.0820,428,91,108,34,145,0,0,428,0,0,0,0
3551.57,622,378,0.0777,428,91,108,34,145,0,0,428,0,0,0,0
3552.66,622,378,0.0768,428,91,108,34,145,0,0,428,0,0,0,0
3553.75,622,378,0.0791,428,91,108,34,145,0,0,428,0,0,0,0
3554.84,622,378,0.0777,428,91,108,34,145,0,0,428,0,0,0,0
3555.97,623,377,0.0741,428,91,107,34,145,0,0,428,0,0,0,0
3557.09,623,377,0.0846,428,91,107,34,145,0,0,428,0,0,0,0
3558.18,623,377,0.0909,428,91,107,34,145,0,0,428,0,0,0,0
3559.26,624,376,0.0865,428,91,107,34,144,0,0,428,0,0,0,0
3560.34,624,376,0.0884,428,91,107,34,144,0,0,428,0,0,0,0
3561.49,624,376,0.0884,428,91,107,34,144,0,0,428,0,0,0,0
3562.58,624,376,0.0937,428,91,107,34,144,0,0,428,0,0,2,0
3563.68,624,376,0.0881,428,91,107,34,144,0,0,428,0,0,2,0
3564.77,624,376,0.0839,428,91,107,34,144,0,0,428,0,0,0,0
3565.84,625,375,0.0940,428,91,107,33,144,0,0,428,0,0,0,2
3567.06,625,375,0.0882,428,91,107,33,144,0,0,428,0,0,0,2
3568.17,626,374,0.0831,428,91,107,33,143,0,0,428,0,0,0,2
3569.30,626,374,0.0841,428,91,107,33,143,0,0,428,0,0,0,2
3570.38,626,374,0.0840,428,91,107,33,143,0,0,428,0,0,0,2
3571.49,626,374,0.0885,428,91,107,33,143,0,0,428,0,0,0,0
3572.58,626,374,0.0888,428,91,107,33,143,0,0,428,0,0,0,0
3573.65,626,374,0.0925,428,91,107,33,143,0,0,428,0,0,0,0
3574.72,626,374,0.0949,428,91,107,33,143,0,0,428,0,0,0,0
3575.82,627,373,0.0925,428,91,107,33,142,0,0,428,0,0,0,0
3576.98,627,373,0.0964,428,91,107,33,142,0,0,428,0,2,0,0
3578.07,627,373,0.0928,428,91,107,33,142,0,0,428,0,2,0,0
3579.21,628,372,0.0897,428,91,107,33,141,0,0,428,0,2,0,0
3580.30,628,372,0.0866,428,91,107,33,141,0,0,428,0,2,0,0
3581.40,628,372,0.0875,428,91,107,33,141,0,0,428,0,2,0,0
3582.47,628,372,0.0879,428,91,107,33,141,0,0,428,0,0,0,0
3583.55,629,371,0.0908,428,90,107,33,141,0,0,428,0,0,0,0
3584.92,630,370,0.0897,428,89,107,33,141,0,0,428,0,0,0,0
3586.06,630,370,0.0881,428,89,107,34,140,0,0,428,0,0,2,0
3587.17,630,370,0.0855,428,89,107,34,140,0,0,428,0,0,0,0
3588.24,631,369,0.0850,428,88,107,34,140,0,0,428,0,0,0,0
3589.39,631,369,0.0846,428,88,107,34,140,0,0,428,0,0,0,0
3590.51,631,369,0.0850,428,88,107,34,140,0,0,428,0,2,0,0
3591.65,631,369,0.0858,428,88,107,34,140,0,0,428,0,2,0,0
3592.72,631,369,0.0840,428,88,107,34,140,0,0,428,0,2,0,0
3593.79,632,368,0.0840,428,88,107,33,140,0,0,428,0,2,0,0
3594.89,633,367,0.0849,428,87,107,33,140,0,0,428,0,2,0,0
3595.99,635,365,0.0756,428,87,105,33,140,0,0,428,0,0,0,0
3597.11,635,365,0.0774,428,87,105,33,140,0,0,428,0,0,0,0
3598.17,635,365,0.0788,428,87,105,33,140,0,0,428,0,0,0,0
3599.35,635,365,0.0814,428,87,105,33,140,0,0,428,0,0,0,0
3600.40,636,364,0.0737,428,86,105,33,140,0,0,428,0,0,0,0
3601.54,637,363,0.0675,428,85,105,33,140,0,0,428,0,0,0,0
3602.62,637,363,0.0683,428,85,105,33,140,0,0,428,0,0,0,0
3603.66,637,363,0.0704,428,85,105,33,140,0,0,428,0,0,0,0
3604.72,637,363,0.0698,428,85,105,33,140,0,0,428,0,0,0,0
3605.77,637,363,0.0698,428,85,105,33,140,0,0,428,0,0,0,0
3606.87,637,363,0.0744,428,85,105,33,140,0,0,428,0,0,0,0
3607.93,637,363,0.0751,428,85,105,33,140,0,0,428,0,0,0,0
3608.98,638,362,0.0712,428,85,104,33,140,0,0,428,0,0,0,0
3610.06,638,362,0.0731,428,85,104,33,140,0,0,428,0,0,0,0
3611.16,638,362,0.0764,428,85,104,33,140,0,0,428,0,0,0,0
3612.26,638,362,0.0782,428,85,104,33,140,0,0,428,0,0,0,0
3613.33,638,362,0.0800,430,85,104,33,140,0,0,430,0,0,0,0
3614.37,639,361,0.0767,430,85,104,33,139,0,0,430,0,2,0,0
3615.47,639,361,0.0757,430,85,104,33,139,0,0,430,0,2,0,0
3616.59,640,360,0.0746,430,85,104,33,138,0,0,430,0,2,2,0
3617.72,641,359,0.0718,430,85,104,33,137,0,0,430,0,2,2,0
3618.80,642,358,0.0666,430,84,104,33,137,0,0,430,0,2,0,0
3619.87,643,357,0.0639,430,84,103,33,137,0,0,430,0,2,0,0
3620.99,643,357,0.0629,430,84,103,33,137,0,0,430,0,0,0,0
3622.03,643,357,0.0704,430,84,103,33,137,0,0,430,0,0,0,0
3623.07,643,357,0.0692,430,84,103,33,137,0,0,430,0,0,0,0
3624.10,643,357,0.0663,430,84,103,33,137,0,0,430,0,0,0,0
3625.15,643,357,0.0661,430,84,103,33,137,0,0,430,0,0,0,0
3626.21,643,357,0.0713,430,84,103,33,137,0,0,430,0,0,0,0
3627.27,643,357,0.0702,430,84,103,33,137,0,0,430,0,0,0,0
3628.30,643,357,0.0731,430,84,103,33,137,0,0,430,0,0,0,0
3629.33,643,357,0.0718,430,84,103,33,137,0,0,430,0,0,0,0
3630.37,643,357,0.0744,430,84,103,33,137,0,0,430,0,0,0,0
3631.42,643,357,0.0734,430,84,103,33,137,0,0,430,0,0,0,0
3632.47,643,357,0.0737,430,84,103,33,137,0,0,430,0,0,0,0
3633.59,644,356,0.0696,430,84,102,33,137,0,0,430,0,0,0,0
3634.66,644,356,0.0718,430,84,102,33,137,0,0,430,0,0,2,0
3635.71,644,356,0.0804,430,84,102,34,136,0,0,430,0,0,4,0
3636.78,644,356,0.0761,430,84,102,34,136,0,0,430,0,0,0,0
3637.90,644,356,0.0802,430,84,102,34,136,0,0,430,0,0,0,0
3638.97,644,356,0.0821,430,84,102,34,136,0,0,430,0,0,0,0
3640.05,644,356,0.0837,430,84,102,35,135,0,0,430,0,0,2,0
3641.15,644,356,0.0811,430,84,102,35,135,0,0,430,0,0,0,0
3642.26,644,356,0.0960,430,84,102,35,135,0,0,430,0,0,0,0
3643.31,644,356,0.0938,430,84,102,35,135,0,0,430,0,0,0,0
3644.38,644,356,0.0935,430,84,102,35,135,0,0,430,0,0,0,0
3645.43,644,356,0.0921,430,84,102,35,135,0,0,430,0,0,0,0
3646.46,644,356,0.0939,430,84,102,35,135,0,0,430,0,0,0,0
3647.54,645,355,0.0875,430,84,102,34,135,0,0,430,0,0,0,0
3648.72,645,355,0.0888,430,84,102,34,135,0,0,430,0,0,0,0
3649.86,645,355,0.0883,430,84,102,34,135,0,0,430,0,0,0,0
3650.90,645,355,0.0928,430,84,102,34,135,0,0,430,0,0,0,0
3651.96,645,355,0.0896,430,84,102,34,135,0,0,430,0,0,0,0
3653.01,645,355,0.0915,430,84,102,34,135,0,0,430,0,0,0,0
3654.09,645,355,0.0928,430,84,102,34,135,2,0,430,0,0,0,0
3655.17,645,355,0.0917,430,84,102,34,135,2,0,430,0,0,0,0
3656.26,645,355,0.0926,430,84,102,34,135,0,0,430,0,0,0,0
3657.32,645,355,0.0938,430,84,102,34,135,0,0,430,0,0,0,0
3658.38,645,355,0.0917,430,84,102,34,135,0,0,430,0,0,0,0
3659.40,645,355,0.0956,430,84,102,34,135,0,0,430,0,2,0,0
3660.42,645,355,0.1012,430,84,102,34,135,0,0,430,0,2,0,0
3661.46,645,355,0.1017,430,84,102,34,135,0,0,430,0,2,0,0
3662.59,646,354,0.0965,430,84,102,33,135,0,0,430,0,2,0,0
3663.63,646,354,0.0980,430,84,102,33,135,0,0,430,0,2,0,0
3664.72,647,353,0.0946,430,84,101,33,135,0,0,430,0,0,0,0
3665.81,647,353,0.0940,430,84,101,33,135,0,0,430,0,0,0,0
3666.85,648,352,0.0892,430,84,101,32,135,0,0,430,0,0,0,0
3667.95,648,352,0.0888,430,84,101,32,135,0,0,430,0,0,0,0
3669.02,648,352,0.0965,430,84,101,33,134,0,0,430,0,0,2,0
3670.04,648,352,0.1064,430,84,101,33,134,0,0,430,0,0,0,0
3671.11,650,350,0.1032,430,83,101,33,133,0,0,430,0,0,2,0
3672.19,651,349,0.0982,430,82,101,33,133,0,0,430,0,0,0,0
3673.25,651,349,0.0997,430,82,101,33,133,0,0,430,0,0,0,0
3674.27,652,348,0.0993,430,82,100,33,133,0,0,430,0,0,0,0
3675.33,652,348,0.1058,430,82,100,33,133,0,0,430,0,0,0,0
3676.38,653,347,0.1128,430,82,99,33,133,0,0,430,0,0,0,0
3677.50,654,346,0.1074,430,82,98,33,133,0,0,430,0,0,0,0
3678.60,655,345,0.1033,430,82,97,33,133,0,0,430,0,0,0,0
3679.61,655,345,0.1030,430,82,97,33,133,0,0,430,0,0,0,0
3680.68,655,345,0.1062,432,82,97,33,133,0,0,432,0,0,0,0
3681.76,656,344,0.1026,432,82,97,33,132,0,0,432,0,0,0,0
3682.83,656,344,0.1002,432,82,97,33,132,0,0,432,0,0,0,0
3683.83,656,344,0.0969,432,82,97,33,132,0,0,432,0,0,0,0
3684.86,656,344,0.0946,432,82,97,33,132,0,0,432,0,0,0,0
3685.87,656,344,0.0976,432,82,97,33,132,0,0,432,0,0,0,0
3686.88,656,344,0.0974,432,82,97,33,132,0,0,432,0,0,0,0
3687.93,656,344,0.0957,432,82,97,33,132,0,0,432,0,0,0,0
3688.94,656,344,0.0953,432,82,97,33,132,0,0,432,0,0,0,0
3689.98,656,344,0.0944,432,82,97,33,132,0,0,432,0,0,0,0
3691.13,656,344,0.0972,432,82,97,33,132,0,0,432,0,0,0,0
3692.16,656,344,0.0933,432,82,97,33,132,0,0,432,0,0,0,0
3693.21,656,344,0.0950,432,82,97,33,132,0,0,432,0,0,0,0
3694.24,656,344,0.1003,432,82,97,33,132,0,0,432,0,0,0,0
3695.27,656,344,0.1018,432,82,97,33,132,0,0,432,0,0,0,0
3696.28,656,344,0.1017,432,82,97,33,132,0,0,432,0,0,0,0
3697.33,656,344,0.0974,432,82,97,33,132,0,0,432,0,0,0,0
3698.38,656,344,0.0981,432,82,97,33,132,0,0,432,0,0,0,0
3699.43,658,342,0.0928,432,82,96,32,132,0,0,432,0,0,0,0
3700.47,658,342,0.0956,432,82,96,32,132,0,0,432,0,0,0,0
3701.54,659,341,0.0923,432,82,96,31,132,0,0,432,0,0,0,0
3702.58,659,341,0.0922,432,82,96,31,132,0,0,432,0,0,0,0
3703.66,659,341,0.0903,432,82,96,31,132,0,0,432,0,0,0,0
3704.71,660,340,0.0927,432,82,96,31,131,0,0,432,0,0,0,0
3705.71,660,340,0.0896,432,82,96,31,131,0,0,432,0,0,0,0
3706.74,660,340,0.0917,432,82,96,31,131,0,0,432,0,0,0,0
3707.85,660,340,0.0908,432,82,96,31,131,0,0,432,0,0,0,0
3709.04,660,340,0.0929,432,82,96,31,131,0,0,432,0,0,0,0
3710.05,660,340,0.0962,432,82,96,31,131,0,0,432,0,0,0,0
3711.07,660,340,0.0939,432,82,96,31,131,0,0,432,0,0,0,0
3712.10,660,340,0.0960,432,82,96,31,131,0,0,432,0,0,0,0
3713.14,660,340,0.0982,432,82,96,31,131,0,0,432,0,0,0,0
3714.15,660,340,0.0969,432,82,96,31,131,0,0,432,0,0,0,0
3715.17,660,340,0.1113,432,82,96,32,130,0,0,432,0,0,2,0
3716.22,660,340,0.1092,432,82,96,32,130,0,0,432,0,0,0,0
3717.25,660,340,0.1097,432,82,96,33,129,0,0,432,0,0,2,0
3718.30,661,339,0.1080,432,82,95,33,129,0,0,432,0,0,0,0
3719.37,661,339,0.1074,434,82,95,33,129,0,0,434,0,0,0,0
3720.40,662,338,0.1079,436,82,95,33,128,0,0,436,0,0,0,0
3721.52,663,337,0.1011,436,82,95,33,127,0,0,436,0,0,0,0
3722.58,664,336,0.1018,436,81,95,33,127,0,0,436,0,0,0,0
3723.62,665,335,0.1012,436,80,95,33,127,0,0,436,0,0,0,0
3724.67,665,335,0.1005,436,80,95,33,127,0,0,436,0,0,0,0
3725.68,665,335,0.1009,436,80,95,33,127,0,0,436,0,0,0,0
3726.68,666,334,0.0972,436,79,95,33,127,0,0,436,0,0,0,0
3727.76,666,334,0.0991,436,79,95,33,127,0,0,436,0,0,0,0
3728.76,666,334,0.1008,436,79,95,33,127,0,0,436,0,0,0,0
3729.95,666,334,0.1135,436,79,95,33,127,0,0,436,0,0,0,0
3731.14,666,334,0.1144,436,79,95,33,127,0,0,436,0,0,0,0
3732.14,666,334,0.1158,436,79,95,33,127,0,0,436,0,0,0,0
3733.15,666,334,0.1159,436,79,95,33,127,0,0,436,0,0,0,0
3734.16,666,334,0.1159,436,79,95,33,127,0,0,436,0,0,0,0
3735.35,666,334,0.1166,436,79,95,33,127,0,0,436,0,0,0,0
3736.35,667,333,0.1162,436,78,95,33,127,0,0,436,0,0,0,0
3737.40,668,332,0.1151,436,77,95,33,127,0,0,436,0,0,0,0
3738.43,668,332,0.1167,436,77,95,33,127,0,0,436,0,0,0,0
3739.47,668,332,0.1177,436,77,95,33,127,0,0,436,0,0,0,0
3740.66,668,332,0.1187,436,77,95,33,127,0,0,436,0,0,0,0
3741.84,669,331,0.1119,436,77,95,33,126,0,0,436,0,0,0,0
3742.91,669,331,0.1113,436,77,95,33,126,0,0,436,0,0,0,0
3743.97,669,331,0.1109,436,77,95,33,126,0,0,436,0,0,0,0
3745.16,669,331,0.1134,436,77,95,33,126,0,0,436,0,2,0,0
3746.17,671,329,0.1073,436,77,95,32,125,0,0,436,0,2,0,0
3747.55,671,329,0.1121,436,77,95,32,125,0,0,436,0,2,0,0
3748.58,672,328,0.1077,436,77,95,31,125,0,0,436,0,2,0,0
3749.78,672,328,0.1087,436,77,95,31,125,0,0,436,0,2,0,0
3750.98,672,328,0.1078,436,77,95,31,125,0,0,436,0,0,0,0
3752.20,672,328,0.1087,436,77,95,31,125,0,0,436,0,2,0,0
3753.23,672,328,0.1050,436,77,95,33,123,0,4,436,0,2,0,0
3754.25,672,328,0.1156,436,77,95,33,123,0,2,436,0,2,0,0
3755.43,672,328,0.1242,436,77,95,33,123,0,0,436,0,2,0,0
3756.60,672,328,0.1225,436,77,95,33,123,0,0,436,0,2,0,0
3757.63,672,328,0.1229,436,77,95,33,123,0,0,436,0,0,0,0
3758.80,672,328,0.1217,436,77,95,33,123,0,0,436,0,0,0,0
3759.97,672,328,0.1174,436,77,95,33,123,0,0,436,0,0,0,0
3761.15,672,328,0.1216,436,77,95,33,123,0,0,436,0,0,0,0
3762.33,672,328,0.1223,436,77,95,33,123,0,0,436,0,0,0,0
3763.34,674,326,0.1137,438,77,94,33,122,0,0,438,0,0,0,0
3764.37,674,326,0.1188,438,77,94,33,122,0,0,438,0,0,0,0
3765.45,675,325,0.1150,438,77,94,33,121,0,0,438,0,0,0,0
3766.52,675,325,0.1278,438,77,94,34,120,0,0,438,0,0,2,0
3767.55,676,324,0.1214,438,76,94,34,120,0,0,438,0,0,0,0
3768.58,676,324,0.1242,438,76,94,34,120,0,0,438,0,0,0,0
3769.77,676,324,0.1325,438,76,94,34,120,0,0,438,0,0,0,0
3770.96,677,323,0.1254,438,76,93,34,120,0,0,438,0,0,0,0
3771.98,677,323,0.1294,438,76,93,34,120,0,0,438,0,0,0,0
3773.16,677,323,0.1274,438,76,93,34,120,0,0,438,0,0,0,0
3774.35,677,323,0.1300,438,76,93,34,120,0,0,438,0,0,0,0
3775.53,679,321,0.1188,438,76,93,33,119,0,0,438,0,0,0,0
3776.68,679,321,0.1224,438,76,93,33,119,0,0,438,0,0,0,0
3777.72,679,321,0.1243,438,76,93,34,118,0,2,438,0,0,0,0
3778.91,679,321,0.1266,438,76,93,34,118,0,0,438,0,0,0,0
3780.11,679,321,0.1296,440,76,93,34,118,0,0,440,0,0,0,0
3781.28,680,320,0.1224,440,76,93,35,116,0,0,440,0,0,2,0
3782.31,680,320,0.1223,440,76,93,35,116,0,0,440,0,0,2,0
3783.33,680,320,0.1241,440,76,93,35,116,0,0,440,0,0,0,0
3784.51,680,320,0.1255,440,76,93,35,116,0,0,440,0,0,0,0
3785.69,680,320,0.1248,440,76,93,35,116,0,0,440,0,0,2,0
3786.73,680,320,0.1335,440,76,93,35,116,0,0,440,0,0,4,0
3787.76,681,319,0.1369,440,76,92,36,115,0,0,440,0,0,6,0
3788.82,681,319,0.1392,440,76,92,37,114,0,0,440,0,0,6,0
3789.82,681,319,0.1464,440,76,92,37,114,0,0,440,0,0,2,0
3791.01,681,319,0.1568,440,76,92,37,114,0,0,440,0,0,0,2
3792.17,681,319,0.1496,440,76,92,37,114,0,0,440,0,0,0,2
3793.37,681,319,0.1466,440,76,92,37,114,0,0,440,0,2,0,2
3794.56,681,319,0.1510,440,76,92,37,114,0,0,440,0,2,0,2
3795.73,681,319,0.1485,440,76,92,37,114,0,0,440,0,2,0,2
3796.88,681,319,0.1511,440,76,92,37,114,0,0,440,0,2,0,0
3797.89,681,319,0.1534,440,76,92,38,113,0,2,440,0,2,0,0
3799.06,682,318,0.1423,440,76,92,37,113,0,0,440,0,0,0,0
3800.06,682,318,0.1440,440,76,92,37,113,0,0,440,0,0,0,0
3801.25,683,317,0.1387,440,76,91,37,113,0,0,440,0,0,0,0
3802.30,683,317,0.1432,440,76,91,37,113,0,0,440,0,0,0,0
3803.49,683,317,0.1440,440,76,91,37,113,0,0,440,0,0,0,0
3804.63,683,317,0.1453,440,76,91,37,113,0,0,440,0,0,0,0
3805.79,684,316,0.1421,440,76,90,37,113,0,0,440,0,0,0,0
3806.98,684,316,0.1456,440,76,90,37,113,0,0,440,0,0,0,0
3808.17,684,316,0.1449,440,76,90,37,113,0,0,440,0,0,0,0
3809.21,684,316,0.1459,440,76,90,37,113,0,0,440,0,2,0,0
3810.38,685,315,0.1393,440,76,89,37,113,0,0,440,0,2,2,0
3811.59,686,314,0.1385,440,76,88,37,113,0,0,440,0,2,0,0
3812.76,687,313,0.1380,440,76,88,36,113,0,0,440,0,2,0,0
3813.77,687,313,0.1436,440,76,88,37,112,0,2,440,0,2,0,0
3814.95,688,312,0.1363,440,76,88,36,112,0,0,440,0,0,0,0
3815.97,688,312,0.1381,440,76,88,36,112,0,0,440,0,2,0,0
3817.02,690,310,0.1264,440,75,88,35,112,0,0,440,0,4,0,0
3818.09,691,309,0.1240,440,75,88,36,110,0,0,440,0,4,2,0
3819.24,693,307,0.1296,440,75,88,34,110,0,0,440,0,4,0,0
3820.43,695,305,0.1399,440,74,87,34,110,0,0,440,0,4,0,0
3821.60,696,304,0.1346,440,74,87,33,110,0,0,440,0,0,0,0
3822.80,696,304,0.1310,440,74,87,33,110,0,0,440,0,0,0,0
3823.94,696,304,0.1416,440,74,87,33,110,0,0,440,0,0,0,0
3825.08,696,304,0.1450,440,74,87,33,110,0,0,440,0,0,0,0
3826.21,697,303,0.1373,440,73,87,33,110,0,0,440,0,0,0,0
3827.39,699,301,0.1273,440,72,86,33,110,0,0,440,0,0,0,0
3828.56,699,301,0.1280,440,72,86,33,110,0,0,440,0,0,0,0
3829.68,699,301,0.1276,440,72,86,33,110,0,0,440,0,0,0,0
3830.85,699,301,0.1298,440,72,86,33,110,0,0,440,0,0,2,0
3832.01,699,301,0.1434,442,72,86,33,110,0,0,442,0,0,0,0
3833.14,700,300,0.1358,442,72,85,33,110,0,0,442,0,0,0,0
3834.28,702,298,0.1349,442,72,84,33,109,0,0,442,0,0,0,0
3835.46,704,296,0.1292,442,72,83,33,108,0,0,442,0,0,0,0
3836.62,704,296,0.1338,442,72,83,33,108,0,0,442,0,0,0,0
3837.76,704,296,0.1359,442,72,83,33,108,0,0,442,0,0,0,0
3838.88,705,295,0.1307,444,71,83,33,108,0,0,444,0,2,0,0
3840.06,706,294,0.1243,444,71,83,33,107,0,0,444,0,2,0,0
3841.23,707,293,0.1277,444,71,83,32,107,0,0,444,0,2,0,0
3842.34,707,293,0.1249,444,71,83,32,107,0,0,444,0,2,0,0
3843.48,707,293,0.1292,444,71,83,32,107,0,0,444,0,2,0,0
3844.57,707,293,0.1254,444,71,83,32,107,0,0,444,0,2,0,0
3845.66,707,293,0.1304,444,71,83,32,107,0,0,444,0,0,2,0
3846.79,707,293,0.1290,444,71,83,32,107,0,0,444,0,0,2,0
3847.93,707,293,0.1335,444,71,83,32,107,0,0,444,0,0,0,0
3849.10,708,292,0.1290,444,71,83,31,107,0,0,444,0,2,0,0
3850.19,708,292,0.1353,444,71,83,31,107,0,0,444,0,2,0,0
3851.29,708,292,0.1319,444,71,83,31,107,0,0,444,0,2,0,0
3852.41,708,292,0.1392,444,71,83,31,107,0,0,444,0,2,0,0
3853.86,708,292,0.1407,444,71,83,31,107,0,0,444,0,2,0,0
3854.94,708,292,0.1387,444,71,83,31,107,0,0,444,0,0,0,0
3856.07,708,292,0.1385,444,71,83,32,106,0,0,444,0,0,2,0
3857.20,708,292,0.1444,444,71,83,32,106,0,0,444,0,0,0,0
3858.39,709,291,0.1440,444,71,82,32,106,0,0,444,0,0,0,0
3859.49,711,289,0.1396,444,70,82,32,105,0,0,444,0,0,0,0
3860.59,711,289,0.1404,444,70,82,32,105,0,0,444,0,0,0,0
3861.73,712,288,0.1405,446,70,82,31,105,0,0,446,0,0,0,0
3862.88,713,287,0.1351,446,70,82,31,104,0,0,446,0,0,0,0
3863.98,713,287,0.1361,446,70,82,31,104,0,0,446,0,0,0,0
3865.08,713,287,0.1429,446,70,82,31,104,0,0,446,0,0,0,0
3866.19,713,287,0.1471,446,70,82,31,104,0,0,446,0,0,2,0
3867.29,714,286,0.1466,446,70,81,31,104,0,0,446,0,0,2,0
3868.46,715,285,0.1479,446,70,80,32,103,0,0,446,0,0,2,0
3869.55,715,285,0.1557,446,70,80,32,103,0,0,446,0,0,2,0
3870.69,715,285,0.1522,448,70,80,32,103,0,0,448,0,2,0,0
3871.78,716,284,0.1534,448,70,80,32,102,0,0,448,0,2,0,0
3872.94,717,283,0.1664,448,70,80,32,101,0,0,448,0,2,0,0
3874.02,717,283,0.1720,448,70,80,32,101,0,0,448,0,2,0,0
3875.20,717,283,0.1681,448,70,80,32,101,0,0,448,0,2,0,0
3876.29,717,283,0.1700,448,70,80,32,101,0,2,448,0,0,0,0
3877.38,718,282,0.1696,448,70,80,31,101,0,2,448,0,0,0,0
3878.55,718,282,0.1657,448,70,80,31,101,0,0,448,0,0,0,0
3879.61,718,282,0.1655,448,70,80,31,101,0,0,448,0,0,0,0
3880.69,718,282,0.1643,448,70,80,31,101,0,0,448,0,0,0,0
3881.79,719,281,0.1633,448,69,80,32,100,0,0,448,0,0,2,0
3882.96,719,281,0.1594,448,69,80,33,99,0,2,448,0,0,2,0
3884.06,719,281,0.1713,448,69,80,33,99,0,2,448,0,0,2,0
3885.16,719,281,0.1699,448,69,80,33,99,0,0,448,0,0,0,0
3886.23,719,281,0.1687,448,69,80,33,99,0,0,448,0,0,0,0
3887.35,720,280,0.1673,448,69,79,33,99,0,0,448,0,0,0,0
3888.47,722,278,0.1665,448,69,78,32,99,0,0,448,0,2,0,0
3889.61,722,278,0.1795,448,69,78,32,99,0,0,448,0,2,0,0
3890.74,722,278,0.1727,448,69,78,32,99,0,0,448,0,2,0,0
3891.81,722,278,0.1743,448,69,78,32,99,0,0,448,0,2,0,0
3892.91,723,277,0.1703,448,69,78,32,98,0,0,448,0,2,0,0
3894.03,724,276,0.1650,448,69,78,31,98,0,0,448,0,0,0,0
3895.09,724,276,0.1686,448,69,78,31,98,0,0,448,0,0,0,0
3896.23,724,276,0.1644,448,69,78,31,98,0,0,448,0,0,0,0
3897.34,724,276,0.1711,448,69,78,31,98,0,0,448,0,0,0,0
3898.43,724,276,0.1709,448,69,78,31,98,0,0,448,0,0,0,2
3899.51,725,275,0.1644,448,69,77,31,98,0,0,448,0,0,0,2
3900.66,726,274,0.1626,448,69,77,31,97,0,2,448,0,2,0,2
3901.74,726,274,0.1649,448,69,77,31,97,0,2,448,0,2,0,2
3902.84,726,274,0.1648,448,69,77,31,97,0,0,448,0,4,0,2
3903.93,726,274,0.1743,448,69,77,32,96,0,0,448,0,4,4,0
3905.00,726,274,0.1726,448,69,77,32,96,0,0,448,0,4,4,0
3906.09,727,273,0.1673,448,69,76,33,95,0,0,448,0,2,4,0
3907.21,727,273,0.1723,448,69,76,33,95,0,0,448,0,2,2,0
3908.32,728,272,0.1703,448,69,76,32,95,0,0,448,0,0,0,0
3909.43,728,272,0.1669,448,69,76,33,94,0,0,448,0,0,4,0
3910.53,728,272,0.1701,448,69,76,33,94,0,0,448,0,0,2,0
3911.58,728,272,0.1713,448,69,76,33,94,0,0,448,0,0,0,0
3912.66,730,270,0.1597,450,68,76,32,94,0,0,450,0,0,0,0
3913.78,730,270,0.1652,450,68,76,32,94,0,0,450,0,0,0,0
3914.88,732,268,0.1563,450,67,76,32,93,0,0,450,0,0,0,0
3915.97,733,267,0.1506,450,67,76,31,93,0,0,450,0,2,2,0
3917.05,733,267,0.1510,450,67,76,31,93,0,0,450,0,2,2,0
3918.19,733,267,0.1487,450,67,76,31,93,0,0,450,0,2,0,0
3919.26,734,266,0.1489,450,67,75,31,93,0,0,450,0,2,0,0
3920.35,734,266,0.1506,450,67,75,31,93,0,0,450,0,2,0,0
3921.46,735,265,0.1523,450,67,74,31,93,0,0,450,0,0,0,0
3922.49,735,265,0.1439,450,67,74,31,93,0,0,450,0,0,0,0
3923.55,735,265,0.1443,450,67,74,31,93,0,0,450,0,0,0,0
