Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor (1),Zone_ZoneSensor stair (4)_noSmartSign
125.58,5,995,0.0192,650,245,237,83,430,650,2
126.93,6,994,0.0191,650,245,237,82,430,650,2
128.33,6,994,0.0188,650,245,237,82,430,650,2
129.73,6,994,0.0203,650,245,237,82,430,650,0
131.10,6,994,0.0205,650,245,237,82,430,650,0
132.47,6,994,0.0203,650,245,237,82,430,650,0
133.82,6,994,0.0206,650,245,237,82,430,650,0
135.18,6,994,0.0204,650,245,237,82,430,650,0
136.54,6,994,0.0209,650,245,237,82,430,650,0
137.95,7,993,0.0186,650,244,237,82,430,650,0
139.32,7,993,0.0189,650,244,237,82,430,650,0
141.06,8,992,0.0176,650,244,236,82,430,650,0
142.43,8,992,0.0181,650,244,236,82,430,650,0
143.89,8,992,0.0174,650,244,236,82,430,650,0
145.26,8,992,0.0182,650,244,236,82,430,650,0
146.61,8,992,0.0177,650,244,236,82,430,650,0
148.02,8,992,0.0173,650,244,236,82,430,650,0
149.37,8,992,0.0196,650,244,236,82,430,650,0
150.77,9,991,0.0172,652,244,236,81,430,652,0
152.14,10,990,0.0160,652,244,236,81,429,652,0
153.14,10,990,0.0158,652,244,236,81,429,652,0
154.49,10,990,0.0179,652,244,236,81,429,652,0
155.83,10,990,0.0186,652,244,236,81,429,652,0
157.17,10,990,0.0181,652,244,236,81,429,652,0
158.58,10,990,0.0191,652,244,236,81,429,652,0
159.94,10,990,0.0203,652,244,236,81,429,652,0
161.29,11,989,0.0206,652,243,236,81,429,652,0
162.74,11,989,0.0207,652,243,236,81,429,652,0
164.12,11,989,0.0223,652,243,236,81,429,652,0
165.46,11,989,0.0228,652,243,236,81,429,652,0
166.82,11,989,0.0214,652,243,236,81,429,652,0
168.19,11,989,0.0211,652,243,236,81,429,652,0
169.53,12,988,0.0197,652,243,235,81,429,652,0
170.92,12,988,0.0221,652,243,235,81,429,652,0
172.25,12,988,0.0212,652,243,235,81,429,652,0
173.62,12,988,0.0208,652,243,235,81,429,652,0
175.00,13,987,0.0213,652,243,235,80,429,652,0
176.37,13,987,0.0210,652,243,235,80,429,652,0
177.72,13,987,0.0207,652,243,235,80,429,652,0
179.14,14,986,0.0201,652,242,235,80,429,652,0
180.68,15,985,0.0188,652,242,235,80,428,652,0
182.11,15,985,0.0218,652,242,235,80,428,652,0
183.52,15,985,0.0195,652,242,235,80,428,652,0
184.89,15,985,0.0203,652,242,235,80,428,652,0
186.32,15,985,0.0217,652,242,235,80,428,652,0
187.66,15,985,0.0214,652,242,235,80,428,652,0
189.02,16,984,0.0203,652,242,235,80,427,652,0
190.37,16,984,0.0193,652,242,235,80,427,652,2
191.76,16,984,0.0189,652,242,235,80,427,652,2
193.14,17,983,0.0182,652,242,234,80,427,652,2
194.43,17,983,0.0199,652,242,234,80,427,652,2
195.79,17,983,0.0205,652,242,234,80,427,652,2
197.13,17,983,0.0190,652,242,234,80,427,652,0
198.47,17,983,0.0181,652,242,234,80,427,652,0
199.81,17,983,0.0182,652,242,234,80,427,652,0
201.15,17,983,0.0220,652,242,234,80,427,652,0
202.48,17,983,0.0192,652,242,234,80,427,652,0
203.85,17,983,0.0208,652,242,234,80,427,652,0
205.22,17,983,0.0223,652,242,234,80,427,652,0
206.59,18,982,0.0209,652,241,234,80,427,652,0
207.98,19,981,0.0210,652,240,234,80,427,652,0
209.38,19,981,0.0223,652,240,234,80,427,652,0
210.73,19,981,0.0208,652,240,234,80,427,652,0
212.10,19,981,0.0231,652,240,234,80,427,652,0
213.47,19,981,0.0245,652,240,234,80,427,652,0
214.83,19,981,0.0234,652,240,234,80,427,652,0
216.17,19,981,0.0238,652,240,234,80,427,652,0
217.50,19,981,0.0248,652,240,234,80,427,652,0
218.87,19,981,0.0230,652,240,234,80,427,652,0
220.20,19,981,0.0244,652,240,234,80,427,652,0
221.58,19,981,0.0235,652,240,234,80,427,652,0
222.92,19,981,0.0245,652,240,234,80,427,652,0
224.31,19,981,0.0268,652,240,234,80,427,652,0
225.64,19,981,0.0269,652,240,234,80,427,652,0
227.00,19,981,0.0263,652,240,234,80,427,652,0
228.38,19,981,0.0286,652,240,234,80,427,652,0
229.74,19,981,0.0282,652,240,234,80,427,652,0
231.07,19,981,0.0269,652,240,234,80,427,652,0
232.75,19,981,0.0271,654,240,234,80,427,654,2
234.12,21,979,0.0249,654,240,234,80,425,654,2
235.48,21,979,0.0236,654,240,234,80,425,654,2
236.89,21,979,0.0259,654,240,234,80,425,654,2
238.22,22,978,0.0257,654,240,234,80,424,654,0
239.63,22,978,0.0267,654,240,234,80,424,654,0
241.00,22,978,0.0259,654,240,234,80,424,654,0
242.35,22,978,0.0247,654,240,234,80,424,654,0
243.70,22,978,0.0265,654,240,234,80,424,654,0
245.10,22,978,0.0251,656,240,234,80,424,656,0
246.45,23,977,0.0238,656,240,234,80,423,656,0
247.79,23,977,0.0248,656,240,234,80,423,656,0
249.25,23,977,0.0246,656,240,234,80,423,656,0
250.65,25,975,0.0238,656,240,233,79,423,656,0
252.01,25,975,0.0253,656,240,233,79,423,656,0
253.42,25,975,0.0297,656,240,233,79,423,656,0
254.79,25,975,0.0289,656,240,233,79,423,656,0
256.12,25,975,0.0294,656,240,233,79,423,656,0
257.47,25,975,0.0313,656,240,233,79,423,656,0
258.82,25,975,0.0325,656,240,233,79,423,656,0
260.22,26,974,0.0304,656,240,232,79,423,656,0
261.59,27,973,0.0290,656,240,231,79,423,656,0
262.96,27,973,0.0278,656,240,231,79,423,656,0
264.36,27,973,0.0287,656,240,231,79,423,656,0
265.70,27,973,0.0295,656,240,231,79,423,656,0
267.05,27,973,0.0297,656,240,231,79,423,656,0
268.38,28,972,0.0288,656,239,231,79,423,656,0
269.81,28,972,0.0281,656,239,231,79,423,656,0
271.20,29,971,0.0260,656,239,231,78,423,656,0
272.58,30,970,0.0253,656,239,230,78,423,656,0
273.94,30,970,0.0253,658,239,230,78,423,658,0
275.37,31,969,0.0259,658,239,230,78,422,658,0
276.76,31,969,0.0236,658,239,230,78,422,658,0
278.10,31,969,0.0267,658,239,230,78,422,658,0
279.46,31,969,0.0284,658,239,230,78,422,658,0
280.83,31,969,0.0299,658,239,230,78,422,658,0
282.21,32,968,0.0306,658,239,230,78,421,658,0
283.62,35,965,0.0263,658,237,230,78,420,658,0
285.03,35,965,0.0258,658,237,230,78,420,658,0
286.45,36,964,0.0246,658,237,230,78,419,658,0
287.55,36,964,0.0252,658,237,230,78,419,658,0
289.04,36,964,0.0252,658,237,230,78,419,658,0
290.54,36,964,0.0229,658,237,230,78,419,658,0
292.00,36,964,0.0248,658,237,230,78,419,658,0
293.01,36,964,0.0257,658,237,230,78,419,658,0
294.46,36,964,0.0239,658,237,230,78,419,658,0
295.59,36,964,0.0249,658,237,230,78,419,658,0
296.74,36,964,0.0259,658,237,230,78,419,658,0
298.19,36,964,0.0279,658,237,230,78,419,658,0
299.65,36,964,0.0274,658,237,230,78,419,658,0
300.70,36,964,0.0251,658,237,230,78,419,658,0
302.20,37,963,0.0260,658,237,229,78,419,658,0
303.65,38,962,0.0221,658,237,228,78,419,658,0
304.68,38,962,0.0235,658,237,228,78,419,658,0
306.13,38,962,0.0229,658,237,228,78,419,658,0
307.57,39,961,0.0233,658,236,228,78,419,658,0
309.01,39,961,0.0225,658,236,228,78,419,658,0
310.03,39,961,0.0206,658,236,228,78,419,658,0
311.52,39,961,0.0219,658,236,228,78,419,658,0
312.96,40,960,0.0207,658,236,228,77,419,658,0
314.43,40,960,0.0230,658,236,228,77,419,658,0
315.51,40,960,0.0218,658,236,228,77,419,658,0
316.93,40,960,0.0227,658,236,228,77,419,658,0
318.35,40,960,0.0219,658,236,228,77,419,658,0
319.79,40,960,0.0202,658,236,228,77,419,658,2
321.25,40,960,0.0206,658,236,228,77,419,658,2
322.65,40,960,0.0218,658,236,228,77,419,658,2
324.11,42,958,0.0186,658,236,227,77,418,658,2
325.58,42,958,0.0205,658,236,227,77,418,658,2
327.04,42,958,0.0198,658,236,227,77,418,658,0
328.45,42,958,0.0207,658,236,227,77,418,658,0
329.85,43,957,0.0181,658,236,226,77,418,658,0
331.26,43,957,0.0183,658,236,226,77,418,658,0
332.70,44,956,0.0177,658,236,225,77,418,658,0
334.16,44,956,0.0191,658,236,225,77,418,658,0
335.41,44,956,0.0194,658,236,225,77,418,658,0
336.84,44,956,0.0206,658,236,225,77,418,658,0
338.27,44,956,0.0184,658,236,225,77,418,658,0
339.67,44,956,0.0187,658,236,225,77,418,658,0
341.03,44,956,0.0188,658,236,225,77,418,658,0
342.44,44,956,0.0174,658,236,225,77,418,658,0
343.83,44,956,0.0189,658,236,225,77,418,658,0
345.23,44,956,0.0175,658,236,225,77,418,658,0
346.63,44,956,0.0190,658,236,225,77,418,658,0
348.03,44,956,0.0179,658,236,225,77,418,658,0
349.45,44,956,0.0178,658,236,225,77,418,658,0
350.85,44,956,0.0207,658,236,225,77,418,658,0
351.88,44,956,0.0209,658,236,225,77,418,658,0
353.06,44,956,0.0204,658,236,225,77,418,658,0
354.47,46,954,0.0177,658,236,224,77,417,658,0
355.89,46,954,0.0182,658,236,224,77,417,658,0
357.28,46,954,0.0156,658,236,224,77,417,658,0
358.69,46,954,0.0163,658,236,224,77,417,658,0
360.12,46,954,0.0162,658,236,224,77,417,658,0
361.49,46,954,0.0178,658,236,224,77,417,658,0
362.90,46,954,0.0172,658,236,224,77,417,658,0
364.27,46,954,0.0172,658,236,224,77,417,658,0
365.58,46,954,0.0170,658,236,224,77,417,658,0
366.88,46,954,0.0162,658,236,224,77,417,658,0
368.19,46,954,0.0159,658,236,224,77,417,658,0
369.54,46,954,0.0178,658,236,224,77,417,658,0
370.86,46,954,0.0199,658,236,224,77,417,658,0
372.24,46,954,0.0207,658,236,224,77,417,658,0
373.56,46,954,0.0201,658,236,224,77,417,658,0
374.91,46,954,0.0204,658,236,224,77,417,658,0
376.24,48,952,0.0188,658,235,224,77,416,658,0
377.58,48,952,0.0195,658,235,224,77,416,658,0
378.93,48,952,0.0201,658,235,224,77,416,658,0
380.28,48,952,0.0183,658,235,224,77,416,658,0
381.64,48,952,0.0211,658,235,224,77,416,658,0
382.96,49,951,0.0181,658,235,224,76,416,658,0
384.29,49,951,0.0204,658,235,224,76,416,658,0
385.68,49,951,0.0215,658,235,224,76,416,658,0
386.99,49,951,0.0195,658,235,224,76,416,658,0
388.32,49,951,0.0235,658,235,224,76,416,658,0
389.66,49,951,0.0219,658,235,224,76,416,658,0
390.97,50,950,0.0203,658,235,223,76,416,658,0
392.33,50,950,0.0199,658,235,223,76,416,658,0
393.65,50,950,0.0214,658,235,223,76,416,658,0
394.98,50,950,0.0205,658,235,223,76,416,658,0
396.28,50,950,0.0203,658,235,223,76,416,658,0
397.57,50,950,0.0227,658,235,223,76,416,658,0
398.94,50,950,0.0218,658,235,223,76,416,658,0
400.30,50,950,0.0242,658,235,223,76,416,658,0
401.62,50,950,0.0228,658,235,223,76,416,658,0
403.01,50,950,0.0252,658,235,223,76,416,658,0
404.34,50,950,0.0251,658,235,223,76,416,658,0
405.67,50,950,0.0263,658,235,223,76,416,658,0
406.98,51,949,0.0246,658,235,223,76,415,658,0
408.33,51,949,0.0227,658,235,223,76,415,658,0
409.67,51,949,0.0227,658,235,223,76,415,658,0
410.98,51,949,0.0224,658,235,223,76,415,658,0
412.30,51,949,0.0221,658,235,223,76,415,658,0
413.62,51,949,0.0231,658,235,223,76,415,658,0
414.96,51,949,0.0240,658,235,223,76,415,658,0
416.27,51,949,0.0244,658,235,223,76,415,658,0
417.59,52,948,0.0210,658,235,223,76,414,658,0
418.94,52,948,0.0214,658,235,223,76,414,658,0
420.30,52,948,0.0208,658,235,223,76,414,658,0
421.59,52,948,0.0222,658,235,223,76,414,658,0
422.89,52,948,0.0237,658,235,223,76,414,658,0
424.22,52,948,0.0249,658,235,223,76,414,658,0
425.58,52,948,0.0251,658,235,223,76,414,658,0
426.90,52,948,0.0271,658,235,223,76,414,658,0
428.20,52,948,0.0285,658,235,223,76,414,658,0
429.54,52,948,0.0284,658,235,223,76,414,658,0
430.87,52,948,0.0289,658,235,223,76,414,658,0
432.18,52,948,0.0291,658,235,223,76,414,658,0
433.49,52,948,0.0283,658,235,223,76,414,658,2
434.81,53,947,0.0273,658,235,223,76,413,658,2
436.23,53,947,0.0256,658,235,223,76,413,658,2
437.56,53,947,0.0260,658,235,223,76,413,658,2
438.86,53,947,0.0268,658,235,223,76,413,658,2
440.19,53,947,0.0259,658,235,223,76,413,658,0
441.48,53,947,0.0269,658,235,223,76,413,658,0
442.79,53,947,0.0260,658,235,223,76,413,658,0
444.09,53,947,0.0272,658,235,223,76,413,658,0
445.43,53,947,0.0274,658,235,223,76,413,658,0
446.78,53,947,0.0290,658,235,223,76,413,658,2
448.09,53,947,0.0271,658,235,223,76,413,658,2
449.40,53,947,0.0283,658,235,223,76,413,658,2
450.72,54,946,0.0269,658,234,223,76,413,658,2
452.06,55,945,0.0251,658,233,223,76,413,658,2
453.41,56,944,0.0242,658,233,223,76,412,658,0
454.78,57,943,0.0219,658,233,223,76,411,658,0
456.13,57,943,0.0236,658,233,223,76,411,658,0
457.44,57,943,0.0212,658,233,223,76,411,658,0
458.73,57,943,0.0210,658,233,223,76,411,658,0
460.08,57,943,0.0261,658,233,223,76,411,658,0
461.36,57,943,0.0240,658,233,223,76,411,658,0
462.66,57,943,0.0245,658,233,223,76,411,658,0
463.95,57,943,0.0244,658,233,223,76,411,658,0
465.26,58,942,0.0231,658,232,223,76,411,658,0
466.68,58,942,0.0232,658,232,223,76,411,658,0
467.84,58,942,0.0249,658,232,223,76,411,658,0
469.15,58,942,0.0265,658,232,223,76,411,658,0
470.47,58,942,0.0245,658,232,223,76,411,658,0
471.77,58,942,0.0244,658,232,223,76,411,658,0
473.08,58,942,0.0268,658,232,223,76,411,658,0
474.36,58,942,0.0286,658,232,223,76,411,658,0
475.73,58,942,0.0304,658,232,223,76,411,658,0
477.02,58,942,0.0305,658,232,223,76,411,658,0
478.31,58,942,0.0300,658,232,223,76,411,658,0
479.60,58,942,0.0302,658,232,223,76,411,658,0
480.90,58,942,0.0276,658,232,223,76,411,658,0
482.20,58,942,0.0294,658,232,223,76,411,658,0
483.49,59,941,0.0285,658,232,223,75,411,658,0
484.85,61,939,0.0271,658,232,222,75,410,658,0
486.17,61,939,0.0271,658,232,222,75,410,658,0
487.49,62,938,0.0254,658,231,222,75,410,658,0
488.85,62,938,0.0247,658,231,222,75,410,658,0
490.21,62,938,0.0262,658,231,222,75,410,658,0
491.51,62,938,0.0254,658,231,222,75,410,658,0
492.89,62,938,0.0266,658,231,222,75,410,658,0
494.16,62,938,0.0253,658,231,222,75,410,658,0
495.46,62,938,0.0242,658,231,222,75,410,658,0
496.76,62,938,0.0248,658,231,222,75,410,658,0
498.05,63,937,0.0233,658,231,222,75,409,658,0
499.39,63,937,0.0258,658,231,222,75,409,658,0
500.74,63,937,0.0247,658,231,222,75,409,658,0
502.03,63,937,0.0255,658,231,222,75,409,658,0
503.33,64,936,0.0241,658,231,221,75,409,658,0
504.67,64,936,0.0231,658,231,221,75,409,658,0
506.00,66,934,0.0228,658,231,219,75,409,658,0
507.31,66,934,0.0220,658,231,219,75,409,658,0
508.65,66,934,0.0197,658,231,219,75,409,658,0
509.94,66,934,0.0211,658,231,219,75,409,658,0
511.28,66,934,0.0200,658,231,219,75,409,658,0
512.59,66,934,0.0213,658,231,219,75,409,658,0
513.89,66,934,0.0214,658,231,219,75,409,658,0
515.21,66,934,0.0214,658,231,219,75,409,658,0
516.50,66,934,0.0236,658,231,219,75,409,658,0
517.79,67,933,0.0220,658,230,219,75,409,658,0
519.14,68,932,0.0204,658,230,218,75,409,658,0
520.48,68,932,0.0230,658,230,218,75,409,658,0
521.78,68,932,0.0212,658,230,218,75,409,658,0
523.06,68,932,0.0212,658,230,218,75,409,658,0
524.33,68,932,0.0220,658,230,218,75,409,658,0
525.65,68,932,0.0207,658,230,218,75,409,658,0
526.94,68,932,0.0202,658,230,218,75,409,658,0
528.24,68,932,0.0204,658,230,218,75,409,658,0
529.51,68,932,0.0223,658,230,218,75,409,658,0
530.83,68,932,0.0209,658,230,218,75,409,658,0
532.18,69,931,0.0204,658,230,218,74,409,658,0
533.52,69,931,0.0195,658,230,218,74,409,658,0
534.82,70,930,0.0193,658,230,218,74,408,658,0
536.18,70,930,0.0192,658,230,218,74,408,658,0
537.47,70,930,0.0191,658,230,218,74,408,658,0
538.75,70,930,0.0200,658,230,218,74,408,658,0
540.06,70,930,0.0187,658,230,218,74,408,658,0
541.35,70,930,0.0201,658,230,218,74,408,658,0
542.63,70,930,0.0210,658,230,218,74,408,658,0
543.92,70,930,0.0206,658,230,218,74,408,658,0
545.17,70,930,0.0198,658,230,218,74,408,658,0
546.45,70,930,0.0215,658,230,218,74,408,658,0
547.74,71,929,0.0187,658,230,218,73,408,658,0
549.03,71,929,0.0167,658,230,218,73,408,658,0
550.36,71,929,0.0178,658,230,218,73,408,658,0
551.64,71,929,0.0184,658,230,218,73,408,658,0
552.96,71,929,0.0198,658,230,218,73,408,658,0
554.23,71,929,0.0187,658,230,218,73,408,658,0
555.55,71,929,0.0194,658,230,218,73,408,658,0
556.86,71,929,0.0202,658,230,218,73,408,658,0
558.15,71,929,0.0197,658,230,218,73,408,658,0
559.43,72,928,0.0202,658,230,217,73,408,658,0
560.73,72,928,0.0203,658,230,217,73,408,658,0
562.07,73,927,0.0177,658,230,217,72,408,658,0
563.38,73,927,0.0193,658,230,217,72,408,658,0
564.68,73,927,0.0184,658,230,217,72,408,658,0
565.99,73,927,0.0198,658,230,217,72,408,658,0
567.28,73,927,0.0188,658,230,217,72,408,658,0
568.57,73,927,0.0190,658,230,217,72,408,658,0
569.86,73,927,0.0186,658,230,217,72,408,658,0
571.16,73,927,0.0182,658,230,217,72,408,658,0
572.44,73,927,0.0178,658,230,217,72,408,658,0
573.71,73,927,0.0192,658,230,217,72,408,658,0
575.00,73,927,0.0188,658,230,217,72,408,658,0
576.32,73,927,0.0182,658,230,217,72,408,658,0
577.62,73,927,0.0200,658,230,217,72,408,658,0
578.89,73,927,0.0192,658,230,217,72,408,658,0
580.21,73,927,0.0199,658,230,217,72,408,658,0
581.81,73,927,0.0216,658,230,217,72,408,658,0
583.09,74,926,0.0234,658,229,217,72,408,658,0
584.39,74,926,0.0200,658,229,217,72,408,658,0
585.70,74,926,0.0191,658,229,217,72,408,658,0
586.96,74,926,0.0200,660,229,217,72,408,660,0
588.24,74,926,0.0197,660,229,217,72,408,660,0
589.51,74,926,0.0208,660,229,217,72,408,660,0
590.82,74,926,0.0191,660,229,217,72,408,660,0
592.09,74,926,0.0211,658,229,217,72,408,658,0
593.38,75,925,0.0191,658,229,216,72,408,658,0
594.70,75,925,0.0186,658,229,216,72,408,658,0
596.04,75,925,0.0198,658,229,216,72,408,658,0
597.31,75,925,0.0191,658,229,216,72,408,658,0
598.49,75,925,0.0186,658,229,216,72,408,658,0
599.78,75,925,0.0223,658,229,216,72,408,658,0
601.09,75,925,0.0213,658,229,216,72,408,658,0
602.35,75,925,0.0214,658,229,216,72,408,658,0
603.63,75,925,0.0229,658,229,216,72,408,658,0
604.91,75,925,0.0203,658,229,216,72,408,658,0
606.20,75,925,0.0209,658,229,216,72,408,658,0
607.47,75,925,0.0201,658,229,216,72,408,658,0
608.74,76,924,0.0203,658,228,216,72,408,658,0
610.06,76,924,0.0180,658,228,216,72,408,658,0
611.37,76,924,0.0182,658,228,216,72,408,658,0
612.64,76,924,0.0186,658,228,216,72,408,658,0
613.91,76,924,0.0184,658,228,216,72,408,658,0
615.19,76,924,0.0188,658,228,216,72,408,658,0
616.48,76,924,0.0187,658,228,216,72,408,658,0
617.78,76,924,0.0198,658,228,216,72,408,658,0
619.06,76,924,0.0198,658,228,216,72,408,658,0
620.39,76,924,0.0192,658,228,216,72,408,658,0
621.47,76,924,0.0208,658,228,216,72,408,658,0
622.74,76,924,0.0240,658,228,216,72,408,658,0
624.02,76,924,0.0210,658,228,216,72,408,658,0
625.33,76,924,0.0214,658,228,216,72,408,658,0
626.61,76,924,0.0204,658,228,216,72,408,658,0
627.88,77,923,0.0194,658,228,215,72,408,658,0
629.21,77,923,0.0214,658,228,215,72,408,658,0
630.50,77,923,0.0229,658,228,215,72,408,658,0
631.90,77,923,0.0240,658,228,215,72,408,658,0
633.18,77,923,0.0228,658,228,215,72,408,658,0
634.80,77,923,0.0234,658,228,215,72,408,658,0
636.11,77,923,0.0249,658,228,215,72,408,658,0
637.39,77,923,0.0229,658,228,215,72,408,658,0
638.66,77,923,0.0227,658,228,215,72,408,658,0
639.93,77,923,0.0238,658,228,215,72,408,658,0
641.24,77,923,0.0221,658,228,215,72,408,658,0
642.56,77,923,0.0249,658,228,215,72,408,658,0
643.86,77,923,0.0247,658,228,215,72,408,658,0
645.13,77,923,0.0234,658,228,215,72,408,658,0
646.48,77,923,0.0248,658,228,215,72,408,658,0
647.76,77,923,0.0231,658,228,215,72,408,658,0
648.99,77,923,0.0242,658,228,215,72,408,658,0
650.26,77,923,0.0264,658,228,215,72,408,658,0
651.57,78,922,0.0221,658,228,215,71,408,658,0
652.87,78,922,0.0230,658,228,215,71,408,658,0
654.54,78,922,0.0225,658,228,215,71,408,658,0
655.82,78,922,0.0242,658,228,215,71,408,658,0
657.11,78,922,0.0217,658,228,215,71,408,658,0
658.39,78,922,0.0242,658,228,215,71,408,658,0
659.67,78,922,0.0239,658,228,215,71,408,658,0
660.96,79,921,0.0221,658,228,214,71,408,658,0
662.31,80,920,0.0227,658,228,213,71,408,658,0
663.65,80,920,0.0223,658,228,213,71,408,658,0
664.97,80,920,0.0247,658,228,213,71,408,658,0
666.26,80,920,0.0263,658,228,213,71,408,658,0
667.56,80,920,0.0261,658,228,213,71,408,658,0
668.84,80,920,0.0265,658,228,213,71,408,658,0
670.13,81,919,0.0268,658,228,213,71,407,658,0
671.47,81,919,0.0249,658,228,213,71,407,658,0
672.77,81,919,0.0237,658,228,213,71,407,658,0
674.05,81,919,0.0246,658,228,213,71,407,658,0
675.66,81,919,0.0245,658,228,213,71,407,658,0
676.96,81,919,0.0255,658,228,213,71,407,658,0
678.23,81,919,0.0261,660,228,213,71,407,660,0
679.49,81,919,0.0239,660,228,213,71,407,660,2
