Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
2371.48,343,657,0.0421,1092,162,159,52,284,0,1092,0,0,2,0,2
2372.48,343,657,0.0449,1092,162,159,52,284,0,1092,0,0,2,0,0
2373.80,343,657,0.0471,1092,162,159,52,284,0,1092,0,0,2,0,0
2374.81,343,657,0.0545,1092,162,159,52,284,0,1092,0,0,2,0,0
2375.82,343,657,0.0556,1092,162,159,52,284,0,1092,0,0,0,0,0
2377.12,343,657,0.0583,1092,162,159,52,284,0,1092,0,0,0,0,0
2378.46,343,657,0.0551,1092,162,159,52,284,0,1092,0,0,0,0,0
2379.49,343,657,0.0533,1092,162,159,52,284,0,1092,0,0,0,0,0
2380.61,345,655,0.0549,1092,161,159,51,284,0,1092,0,0,0,0,0
2381.68,346,654,0.0527,1092,161,159,50,284,0,1092,0,0,0,0,0
2383.03,346,654,0.0516,1092,161,159,50,284,0,1092,0,0,0,0,0
2384.06,347,653,0.0499,1092,161,159,50,283,0,1092,0,0,0,0,0
2385.10,347,653,0.0512,1092,161,159,50,283,0,1092,0,0,0,0,0
2386.12,347,653,0.0507,1092,161,159,50,283,0,1092,0,0,0,0,0
2387.14,348,652,0.0490,1092,161,158,50,283,0,1092,0,0,2,0,0
2388.17,349,651,0.0447,1092,161,157,50,283,0,1092,0,0,2,0,0
2389.19,349,651,0.0453,1092,161,157,50,283,0,1092,0,0,2,0,0
2390.24,349,651,0.0472,1092,161,157,50,283,0,1092,0,0,2,0,0
2391.25,349,651,0.0474,1092,161,157,50,283,0,1092,0,0,2,0,0
2392.57,349,651,0.0463,1094,161,157,50,283,0,1094,0,0,0,0,2
2393.87,349,651,0.0444,1094,161,157,50,283,0,1094,0,0,0,0,2
2394.93,349,651,0.0459,1094,161,157,50,283,0,1094,0,0,0,0,2
2395.96,350,650,0.0449,1094,161,157,50,282,0,1094,0,0,0,0,2
2397.00,350,650,0.0441,1096,161,157,50,282,0,1096,0,0,0,0,2
2398.31,351,649,0.0422,1096,161,157,50,281,0,1096,0,0,0,0,0
2399.31,352,648,0.0402,1096,161,157,49,281,0,1096,0,0,0,2,0
2400.38,352,648,0.0408,1096,161,157,49,281,0,1096,0,0,0,2,0
2401.43,352,648,0.0417,1096,161,157,49,281,0,1096,0,0,0,0,0
2402.80,352,648,0.0427,1096,161,157,49,281,0,1096,0,0,0,0,0
2404.10,353,647,0.0416,1096,160,157,49,281,0,1096,0,0,0,0,0
2405.12,355,645,0.0377,1096,159,156,49,281,0,1096,0,0,0,0,0
2406.14,355,645,0.0375,1096,159,156,49,281,0,1096,0,0,0,0,0
2407.17,355,645,0.0380,1096,159,156,49,281,0,1096,0,0,0,0,0
2408.48,355,645,0.0376,1096,159,156,49,281,0,1096,0,0,0,0,0
2409.78,355,645,0.0407,1096,159,156,49,281,0,1096,0,0,0,0,0
2411.12,355,645,0.0430,1096,159,156,49,281,0,1096,0,0,0,0,0
2412.41,355,645,0.0421,1096,159,156,49,281,0,1096,0,0,0,0,0
2413.71,355,645,0.0433,1096,159,156,49,281,0,1096,0,0,0,0,0
2415.03,356,644,0.0415,1096,158,156,49,281,0,1096,0,0,0,0,0
2416.05,356,644,0.0414,1096,158,156,49,281,0,1096,0,0,0,0,0
2417.36,356,644,0.0458,1096,158,156,49,281,0,1096,0,0,2,0,0
2418.36,356,644,0.0409,1096,158,156,49,281,0,1096,0,0,2,0,0
2419.65,356,644,0.0404,1096,158,156,49,281,0,1096,0,0,2,0,0
2420.98,356,644,0.0436,1096,158,156,49,281,0,1096,0,0,2,0,0
2421.99,357,643,0.0385,1096,158,155,49,281,0,1096,0,0,2,0,0
2423.01,357,643,0.0383,1096,158,155,49,281,0,1096,0,0,0,0,0
2424.05,357,643,0.0443,1096,158,155,49,281,0,1096,0,0,0,0,0
2425.34,357,643,0.0407,1096,158,155,49,281,0,1096,0,0,0,0,0
2426.35,357,643,0.0424,1096,158,155,49,281,0,1096,0,0,0,0,0
2427.64,357,643,0.0403,1098,158,155,49,281,0,1098,0,0,0,0,0
2428.99,357,643,0.0450,1098,158,155,49,281,0,1098,0,0,0,0,0
2430.03,358,642,0.0395,1098,158,155,49,280,0,1098,0,0,0,0,0
2431.05,359,641,0.0388,1098,158,155,48,280,0,1098,0,0,0,0,0
2432.16,359,641,0.0397,1098,158,155,48,280,0,1098,0,0,0,0,0
2433.45,359,641,0.0407,1098,158,155,48,280,0,1098,0,0,0,0,0
2434.75,360,640,0.0387,1098,157,155,48,280,0,1098,0,0,0,0,0
2436.07,361,639,0.0370,1098,157,154,48,280,0,1098,0,0,0,0,0
2437.11,361,639,0.0356,1098,157,154,48,280,0,1098,0,0,0,0,0
2438.15,361,639,0.0352,1098,157,154,49,279,2,1098,0,0,0,2,0
2439.45,361,639,0.0340,1098,157,154,49,279,2,1098,0,0,0,2,0
2440.46,361,639,0.0346,1098,157,154,49,279,0,1098,0,0,0,0,0
2441.75,361,639,0.0391,1098,157,154,49,279,0,1098,0,0,0,0,0
2442.78,361,639,0.0391,1098,157,154,49,279,0,1098,0,0,2,0,0
2443.86,361,639,0.0404,1098,157,154,50,278,0,1098,0,0,2,2,0
2444.89,361,639,0.0378,1098,157,154,50,278,0,1098,0,0,2,2,0
2446.21,361,639,0.0387,1098,157,154,50,278,0,1098,0,0,2,0,0
2447.50,361,639,0.0393,1098,157,154,50,278,0,1098,0,0,2,0,0
2448.78,361,639,0.0407,1098,157,154,50,278,0,1098,0,0,0,0,0
2450.08,361,639,0.0397,1098,157,154,50,278,0,1098,0,0,0,0,0
2451.40,361,639,0.0370,1098,157,154,50,278,0,1098,0,0,0,0,0
2452.72,361,639,0.0381,1098,157,154,50,278,0,1098,0,0,0,0,0
2453.74,361,639,0.0378,1098,157,154,50,278,0,1098,0,0,0,0,0
2455.04,361,639,0.0390,1098,157,154,50,278,0,1098,0,0,0,0,0
2456.35,361,639,0.0432,1100,157,154,50,278,0,1100,0,0,0,0,0
2457.65,361,639,0.0425,1100,157,154,50,278,0,1100,0,0,0,0,0
2458.72,362,638,0.0392,1100,157,154,50,277,0,1100,0,0,0,0,0
2460.06,362,638,0.0405,1100,157,154,50,277,0,1100,0,0,0,0,0
2461.09,363,637,0.0368,1100,157,153,50,277,0,1100,0,0,0,0,0
2462.15,363,637,0.0380,1100,157,153,50,277,0,1100,0,0,0,0,0
2463.44,363,637,0.0374,1100,157,153,50,277,0,1100,0,0,0,0,0
2464.72,363,637,0.0380,1100,157,153,50,277,0,1100,0,0,0,0,0
2466.04,363,637,0.0386,1100,157,153,50,277,0,1100,0,0,0,0,0
2467.06,363,637,0.0389,1100,157,153,50,277,0,1100,0,0,0,0,0
2468.08,363,637,0.0352,1100,157,153,50,277,0,1100,0,0,0,0,0
2469.37,363,637,0.0375,1100,157,153,50,277,0,1100,0,0,0,0,0
2470.67,364,636,0.0356,1100,157,153,49,277,0,1100,0,0,0,0,0
2471.69,364,636,0.0395,1102,157,153,49,277,0,1102,0,0,0,0,0
2472.69,365,635,0.0355,1102,157,153,49,276,0,1102,0,0,0,0,0
2473.72,365,635,0.0366,1102,157,153,49,276,0,1102,0,0,0,0,0
2475.01,366,634,0.0319,1102,157,153,48,276,0,1102,0,0,0,0,0
2476.32,366,634,0.0347,1102,157,153,48,276,0,1102,0,0,0,0,0
2477.34,366,634,0.0356,1102,157,153,48,276,0,1102,0,0,0,0,0
2478.63,366,634,0.0347,1102,157,153,48,276,0,1102,0,0,0,0,0
2479.91,366,634,0.0349,1102,157,153,48,276,0,1102,0,0,0,0,0
2481.23,366,634,0.0376,1102,157,153,48,276,0,1102,0,0,0,0,0
2482.54,367,633,0.0335,1102,157,153,48,275,0,1102,0,0,2,0,0
2483.56,367,633,0.0353,1102,157,153,48,275,0,1102,0,0,2,0,0
2484.86,367,633,0.0356,1102,157,153,48,275,0,1102,0,0,2,0,0
2486.15,367,633,0.0361,1102,157,153,48,275,0,1102,0,0,2,0,0
2487.44,367,633,0.0362,1102,157,153,48,275,0,1102,0,0,2,0,0
2488.44,367,633,0.0389,1102,157,153,48,275,0,1102,0,0,0,0,0
2489.74,367,633,0.0394,1102,157,153,48,275,0,1102,0,0,0,0,0
2491.05,367,633,0.0412,1102,157,153,48,275,0,1102,0,0,0,0,0
2492.36,367,633,0.0407,1102,157,153,48,275,0,1102,0,0,0,0,0
2493.65,367,633,0.0399,1102,157,153,48,275,0,1102,0,0,0,0,0
2494.92,367,633,0.0380,1102,157,153,48,275,0,1102,0,0,0,0,0
2496.23,367,633,0.0426,1102,157,153,48,275,0,1102,0,0,0,0,0
2497.52,367,633,0.0421,1102,157,153,48,275,0,1102,0,0,0,0,0
2498.81,367,633,0.0438,1102,157,153,48,275,0,1102,0,0,0,0,0
2500.09,367,633,0.0432,1102,157,153,48,275,0,1102,0,0,0,0,0
2501.41,368,632,0.0412,1102,157,152,48,275,0,1102,0,0,0,0,0
2502.75,368,632,0.0403,1102,157,152,48,275,0,1102,0,0,0,0,0
2503.75,368,632,0.0400,1102,157,152,48,275,0,1102,0,0,0,0,0
2505.02,368,632,0.0395,1102,157,152,48,275,0,1102,0,0,0,0,0
2506.35,369,631,0.0374,1102,157,151,48,275,0,1102,0,0,0,0,0
2507.36,370,630,0.0339,1102,157,151,48,274,0,1102,0,0,0,0,0
2508.38,370,630,0.0374,1102,157,151,48,274,0,1102,0,0,0,0,0
2509.68,370,630,0.0378,1102,157,151,48,274,0,1102,0,0,0,0,0
2510.69,370,630,0.0369,1102,157,151,48,274,0,1102,0,0,0,0,0
2512.00,370,630,0.0374,1102,157,151,48,274,0,1102,0,0,0,0,0
2513.29,370,630,0.0362,1102,157,151,48,274,0,1102,0,0,0,0,0
2514.57,370,630,0.0372,1102,157,151,48,274,0,1102,0,0,0,0,0
2515.88,371,629,0.0382,1102,157,151,48,273,0,1102,0,0,0,0,0
2516.89,371,629,0.0388,1102,157,151,48,273,0,1102,0,0,0,0,0
2518.19,371,629,0.0382,1102,157,151,48,273,0,1102,0,0,0,0,0
2519.55,371,629,0.0375,1102,157,151,48,273,0,1102,0,0,0,2,0
2520.55,371,629,0.0380,1102,157,151,48,273,0,1102,0,0,0,2,0
2521.86,371,629,0.0368,1102,157,151,48,273,0,1102,0,0,0,0,0
2523.12,371,629,0.0361,1102,157,151,48,273,0,1102,0,0,0,0,0
2524.39,371,629,0.0370,1102,157,151,48,273,0,1102,0,0,0,0,0
2525.69,371,629,0.0375,1102,157,150,49,273,0,1102,0,2,0,0,0
2526.70,371,629,0.0360,1102,157,150,49,273,0,1102,0,0,0,0,0
2527.99,371,629,0.0370,1102,157,150,49,273,0,1102,0,0,0,0,0
2529.26,371,629,0.0427,1102,157,150,49,273,0,1102,0,0,0,0,0
2530.56,371,629,0.0411,1102,157,150,49,273,0,1102,0,0,0,0,0
2531.56,371,629,0.0395,1102,157,150,49,273,0,1102,0,0,0,0,0
2532.60,371,629,0.0397,1102,157,150,49,273,0,1102,0,0,0,0,2
2533.90,371,629,0.0398,1102,157,150,49,273,0,1102,0,0,0,0,2
2535.17,371,629,0.0398,1102,157,150,49,273,0,1102,0,0,0,0,2
2536.46,371,629,0.0407,1102,157,150,49,273,0,1102,0,0,0,0,2
2537.51,371,629,0.0423,1102,157,150,50,272,0,1102,0,2,0,0,2
2538.78,371,629,0.0413,1102,157,150,50,272,0,1102,0,0,0,0,0
2540.08,372,628,0.0393,1102,156,150,50,272,0,1102,0,0,0,0,0
2541.12,372,628,0.0394,1102,156,150,50,272,0,1102,0,0,0,0,0
2542.14,372,628,0.0382,1102,156,150,50,272,0,1102,0,0,0,0,0
2543.42,372,628,0.0409,1102,156,150,50,272,0,1102,0,0,0,0,0
2544.68,372,628,0.0404,1102,156,150,50,272,0,1102,0,0,0,0,0
2545.95,372,628,0.0407,1102,156,150,50,272,0,1102,0,0,0,0,0
2546.95,372,628,0.0400,1102,156,150,50,272,0,1102,0,0,0,0,0
2548.23,373,627,0.0389,1102,156,150,49,272,0,1102,0,0,0,0,0
2549.26,373,627,0.0377,1102,156,150,49,272,0,1102,0,0,0,0,0
2550.55,373,627,0.0419,1102,156,150,49,272,0,1102,0,0,0,0,0
2551.83,373,627,0.0434,1102,156,150,49,272,0,1102,0,0,0,0,0
2553.13,373,627,0.0439,1102,156,150,49,272,0,1102,0,0,0,0,0
2554.50,373,627,0.0479,1102,156,150,49,272,0,1102,0,0,0,0,0
2555.80,373,627,0.0491,1102,156,150,49,272,0,1102,0,0,0,0,0
2556.84,374,626,0.0452,1102,156,150,49,271,0,1102,0,0,0,0,0
2558.13,374,626,0.0413,1102,156,150,49,271,0,1102,0,0,0,0,0
2559.41,374,626,0.0457,1102,156,150,49,271,0,1102,0,0,0,2,0
2560.42,374,626,0.0436,1102,156,150,49,271,0,1102,0,0,0,0,0
2561.64,374,626,0.0479,1102,156,150,49,271,0,1102,0,0,0,0,0
2562.92,374,626,0.0485,1102,156,150,49,271,0,1102,0,0,0,0,0
2564.20,374,626,0.0471,1102,156,150,49,271,0,1102,0,0,0,0,0
2565.49,374,626,0.0456,1102,156,150,49,271,0,1102,0,0,0,0,0
2566.80,374,626,0.0454,1102,156,150,49,271,0,1102,0,0,0,0,0
2568.09,374,626,0.0455,1102,156,150,49,271,0,1102,0,0,0,0,0
2569.36,374,626,0.0497,1102,156,150,49,271,0,1102,0,0,0,0,0
2570.66,374,626,0.0469,1102,156,150,49,271,0,1102,0,0,0,2,0
2571.97,374,626,0.0497,1102,156,150,49,271,0,1102,0,0,0,2,0
2573.24,375,625,0.0458,1102,155,150,49,271,0,1102,0,0,0,0,0
2574.49,376,624,0.0559,1102,155,150,49,270,0,1102,0,0,0,0,0
2575.53,376,624,0.0495,1102,155,150,49,270,0,1102,0,0,0,0,0
2576.55,376,624,0.0483,1102,155,150,49,270,0,1102,0,0,0,0,0
2577.85,377,623,0.0457,1102,154,150,49,270,0,1102,0,0,0,0,2
2578.86,377,623,0.0446,1102,154,150,49,270,0,1102,0,0,0,0,2
2580.14,377,623,0.0458,1102,154,150,49,270,0,1102,0,0,0,0,2
2581.41,377,623,0.0439,1102,154,150,49,270,0,1102,0,0,0,0,2
2582.72,377,623,0.0449,1102,154,150,49,270,0,1102,0,0,2,0,2
2583.98,377,623,0.0456,1102,154,150,49,270,0,1102,0,0,2,0,0
2585.27,377,623,0.0494,1102,154,150,49,270,0,1102,0,0,2,0,0
2586.54,377,623,0.0521,1102,154,150,49,270,0,1102,0,0,2,0,0
2588.13,377,623,0.0516,1102,154,150,49,270,0,1102,0,0,2,0,0
2589.43,378,622,0.0494,1102,153,150,49,270,0,1102,0,0,0,0,0
2590.74,378,622,0.0495,1102,153,150,49,270,0,1102,0,0,0,0,0
2592.06,378,622,0.0489,1102,153,150,49,270,0,1102,0,0,0,0,0
2593.34,378,622,0.0504,1102,153,150,50,269,0,1102,0,2,0,0,0
2594.60,379,621,0.0456,1102,153,150,49,269,0,1102,0,2,0,0,0
2595.92,379,621,0.0463,1102,153,150,49,269,0,1102,0,0,0,0,0
2597.25,379,621,0.0474,1102,153,150,49,269,0,1102,0,0,0,0,0
2598.56,379,621,0.0468,1102,153,150,49,269,0,1102,0,0,0,0,0
2599.84,379,621,0.0469,1102,153,150,49,269,0,1102,0,0,0,0,0
2601.10,380,620,0.0492,1102,153,149,49,269,0,1102,0,0,0,0,0
2602.44,381,619,0.0478,1102,153,149,48,269,0,1102,0,0,0,0,0
2603.45,381,619,0.0515,1102,153,149,48,269,0,1102,0,0,0,0,0
2604.47,381,619,0.0500,1102,153,149,48,269,0,1102,0,0,0,0,0
2605.72,381,619,0.0502,1102,153,149,48,269,0,1102,0,0,0,0,0
2607.02,382,618,0.0517,1102,153,148,48,269,0,1102,0,0,0,0,0
2608.25,382,618,0.0520,1102,153,148,48,269,0,1102,0,0,0,0,0
2609.51,382,618,0.0538,1102,153,148,48,269,0,1102,0,0,0,0,0
2610.77,383,617,0.0506,1102,153,147,48,269,0,1102,0,0,0,0,0
2612.07,384,616,0.0497,1102,153,147,48,268,0,1102,0,0,0,0,0
2613.09,384,616,0.0494,1102,153,147,48,268,0,1102,0,0,0,0,0
2614.10,384,616,0.0503,1102,153,147,48,268,0,1102,0,0,0,0,0
2615.38,384,616,0.0487,1102,153,147,49,267,0,1102,0,0,0,2,0
2616.66,384,616,0.0473,1104,153,147,49,267,0,1104,0,0,0,2,0
2617.96,385,615,0.0472,1104,153,147,49,266,0,1104,0,0,0,0,0
2618.99,385,615,0.0466,1104,153,147,49,266,0,1104,0,0,0,0,0
2620.30,387,613,0.0420,1104,153,147,48,265,0,1104,0,0,0,0,0
2621.56,387,613,0.0414,1104,153,147,48,265,0,1104,0,0,0,0,0
2622.87,387,613,0.0438,1104,153,147,48,265,0,1104,0,0,0,0,0
2624.16,387,613,0.0439,1104,153,147,48,265,0,1104,0,0,0,0,0
2625.46,387,613,0.0459,1104,153,147,49,264,0,1104,0,2,0,0,0
2626.80,387,613,0.0435,1104,152,148,49,264,2,1104,0,2,0,2,0
2627.82,388,612,0.0432,1104,151,148,49,264,2,1104,0,0,2,2,0
2628.85,388,612,0.0437,1104,151,148,49,264,2,1104,0,0,2,0,0
2630.14,388,612,0.0424,1104,151,148,49,264,0,1104,0,0,2,0,0
2631.15,388,612,0.0456,1104,151,148,49,264,0,1104,0,0,2,0,0
2632.44,388,612,0.0460,1104,151,148,49,264,0,1104,0,0,2,0,0
2633.72,388,612,0.0437,1104,151,148,50,263,0,1104,0,0,0,2,0
2635.00,388,612,0.0453,1104,151,148,50,263,0,1104,0,0,0,2,0
2636.26,388,612,0.0459,1104,151,148,50,263,0,1104,0,0,0,0,0
2637.53,388,612,0.0449,1104,151,148,50,263,0,1104,0,0,0,0,0
2638.78,388,612,0.0460,1104,151,148,50,263,0,1104,0,0,0,0,0
2640.05,388,612,0.0446,1104,151,148,50,263,0,1104,0,0,0,0,0
2641.34,388,612,0.0597,1104,151,148,50,263,0,1104,0,0,0,0,0
2642.65,388,612,0.0509,1104,151,148,50,263,0,1104,0,0,0,0,0
2643.90,388,612,0.0506,1104,151,148,50,263,0,1104,0,0,0,0,0
2645.15,388,612,0.0510,1104,151,148,50,263,0,1104,0,0,0,0,0
2646.40,390,610,0.0431,1104,150,147,50,263,0,1104,0,0,0,0,2
2647.69,391,609,0.0413,1106,150,147,49,263,0,1106,0,0,0,0,2
2649.00,392,608,0.0420,1106,150,147,49,262,0,1106,0,0,0,0,2
2650.28,392,608,0.0376,1106,150,147,49,262,0,1106,0,0,0,0,2
2651.54,392,608,0.0407,1106,150,147,49,262,0,1106,0,0,0,0,2
2652.80,392,608,0.0395,1106,150,147,49,262,0,1106,0,0,0,0,0
2654.06,392,608,0.0396,1106,150,147,49,262,0,1106,0,0,0,0,0
2655.30,392,608,0.0422,1106,150,147,49,262,0,1106,0,0,0,0,0
2656.56,392,608,0.0407,1106,150,147,49,262,0,1106,0,0,0,0,0
2657.83,392,608,0.0422,1106,150,147,49,262,0,1106,0,0,0,0,0
2659.12,393,607,0.0394,1106,150,147,48,262,0,1106,0,0,0,2,0
2660.42,393,607,0.0392,1106,150,147,48,262,0,1106,0,0,0,0,0
2661.69,393,607,0.0387,1106,150,147,48,262,0,1106,0,0,0,0,0
2663.02,393,607,0.0441,1106,150,147,49,261,0,1106,0,2,0,0,0
2664.32,393,607,0.0466,1106,150,147,49,261,0,1106,0,2,0,0,0
2665.56,394,606,0.0444,1106,150,147,48,261,0,1106,0,0,0,0,0
2666.83,394,606,0.0437,1106,150,147,48,261,0,1106,0,0,0,0,0
2668.15,394,606,0.0433,1106,150,147,48,261,0,1106,0,0,0,0,0
2669.39,394,606,0.0441,1106,150,147,48,261,0,1106,0,0,0,0,0
2670.66,394,606,0.0454,1106,150,147,48,261,0,1106,0,0,0,0,0
2671.90,394,606,0.0444,1106,150,147,48,261,0,1106,0,0,0,0,0
2673.23,396,604,0.0397,1106,149,146,48,261,0,1106,0,0,0,0,0
2674.51,396,604,0.0385,1106,149,146,48,261,0,1106,0,0,0,0,0
2675.81,396,604,0.0424,1108,149,146,48,261,0,1108,0,0,0,0,0
2677.06,397,603,0.0389,1108,149,146,48,260,0,1108,0,0,0,0,0
2678.37,398,602,0.0367,1108,148,146,48,260,0,1108,0,0,0,0,0
2679.60,398,602,0.0362,1108,148,146,48,260,0,1108,0,0,0,0,0
2680.74,398,602,0.0409,1108,148,146,48,260,0,1108,0,0,0,0,0
2681.90,398,602,0.0374,1108,148,146,48,260,0,1108,0,0,0,0,0
2683.07,398,602,0.0388,1108,148,146,48,260,0,1108,0,0,0,0,0
2684.22,398,602,0.0397,1108,148,146,48,260,0,1108,0,0,0,0,0
2685.41,398,602,0.0387,1108,148,146,48,260,0,1108,0,0,0,0,0
2686.54,398,602,0.0357,1108,148,146,48,260,0,1108,0,0,0,0,0
2687.72,399,601,0.0361,1108,148,145,48,260,0,1108,0,0,0,0,0
2688.90,399,601,0.0353,1108,148,145,48,260,0,1108,0,0,0,0,0
2690.09,399,601,0.0353,1108,148,145,48,260,0,1108,0,0,0,0,0
2691.28,400,600,0.0350,1108,148,145,47,260,0,1108,0,0,0,0,0
2692.45,400,600,0.0361,1108,148,145,47,260,0,1108,0,0,0,0,0
2693.67,400,600,0.0373,1108,148,145,47,260,0,1108,0,0,0,0,0
2694.84,400,600,0.0372,1108,148,145,47,260,0,1108,0,0,0,0,0
2695.99,400,600,0.0390,1108,148,145,47,260,0,1108,0,0,0,0,0
2697.20,400,600,0.0390,1108,148,145,47,260,0,1108,0,0,2,2,0
2698.40,400,600,0.0381,1108,148,145,47,260,0,1108,0,0,4,2,0
2699.55,400,600,0.0374,1108,148,145,47,260,0,1108,0,0,4,0,0
2700.72,400,600,0.0399,1108,148,145,47,260,0,1108,0,0,4,0,0
2701.97,400,600,0.0372,1108,148,145,47,260,0,1108,0,0,4,0,0
2703.22,400,600,0.0400,1108,148,145,47,260,0,1108,0,0,2,0,0
2704.49,400,600,0.0371,1108,148,145,47,260,0,1108,0,0,0,0,0
2705.77,400,600,0.0371,1108,148,145,47,260,0,1108,0,0,0,0,0
2707.06,400,600,0.0367,1108,148,145,47,260,0,1108,0,0,0,0,0
2708.34,400,600,0.0399,1108,148,145,47,260,0,1108,0,0,0,0,0
2709.60,400,600,0.0403,1108,148,145,47,260,0,1108,0,0,0,0,0
2710.62,400,600,0.0402,1108,148,145,47,260,0,1108,0,0,0,0,0
2711.65,400,600,0.0403,1108,148,145,47,260,0,1108,0,0,0,0,0
2712.69,400,600,0.0404,1108,148,145,47,260,0,1108,0,0,0,0,0
2714.00,400,600,0.0431,1108,148,145,47,260,0,1108,0,0,0,0,0
2715.11,400,600,0.0459,1108,148,145,48,259,0,1108,0,0,2,2,0
2716.16,401,599,0.0387,1108,148,144,48,259,0,1108,0,0,2,0,0
2717.28,402,598,0.0402,1108,148,143,48,259,0,1108,0,0,2,0,0
2718.40,402,598,0.0373,1108,148,143,48,259,0,1108,0,0,2,0,0
2719.46,402,598,0.0363,1108,148,143,48,259,0,1108,0,0,2,0,0
2720.50,402,598,0.0348,1108,148,143,48,259,0,1108,0,0,2,0,0
2721.85,402,598,0.0374,1108,148,143,49,258,0,1108,0,0,0,2,0
2722.98,402,598,0.0366,1108,148,143,49,258,0,1108,0,0,0,2,0
2723.99,402,598,0.0390,1108,148,143,49,258,0,1108,0,0,0,0,0
2725.00,402,598,0.0373,1108,148,143,49,258,0,1108,0,0,0,0,0
2726.01,402,598,0.0381,1108,148,143,49,258,0,1108,0,0,0,0,0
2727.01,402,598,0.0371,1108,148,143,49,258,0,1108,0,0,0,0,0
2728.05,402,598,0.0381,1108,148,143,49,258,0,1108,0,0,0,0,0
2729.15,402,598,0.0424,1108,148,143,49,258,0,1108,0,0,0,0,0
2730.36,402,598,0.0419,1108,148,143,49,258,0,1108,0,0,0,0,0
2731.68,402,598,0.0424,1108,148,143,49,258,0,1108,0,0,0,0,0
2732.83,402,598,0.0440,1108,148,143,49,258,0,1108,0,0,0,0,0
2733.86,403,597,0.0423,1108,148,142,49,258,0,1108,0,0,0,0,0
2735.21,403,597,0.0409,1108,148,142,49,258,0,1108,0,0,0,0,0
2736.25,403,597,0.0348,1108,148,142,49,258,0,1108,0,0,0,0,0
2737.59,403,597,0.0382,1108,148,142,50,257,0,1108,0,2,0,0,0
2738.64,403,597,0.0424,1108,148,142,50,257,0,1108,0,2,0,0,0
2739.67,403,597,0.0395,1108,148,142,50,257,0,1108,0,0,0,0,0
2740.67,403,597,0.0409,1108,148,142,50,257,0,1108,0,0,0,0,0
2742.00,403,597,0.0438,1108,148,142,50,257,0,1108,0,0,0,0,0
2743.03,403,597,0.0446,1108,148,142,50,257,0,1108,0,0,0,0,0
2744.03,403,597,0.0423,1108,148,142,50,257,0,1108,0,0,0,0,0
2745.36,403,597,0.0426,1108,148,142,50,257,0,1108,0,0,0,0,0
2746.37,404,596,0.0404,1108,148,142,49,257,0,1108,0,0,0,0,0
2747.44,405,595,0.0378,1108,148,142,49,256,0,1108,0,0,0,0,0
2748.81,405,595,0.0384,1108,148,142,49,256,0,1108,0,0,0,0,0
2749.86,406,594,0.0364,1108,147,142,49,256,0,1108,0,0,0,0,0
2751.13,406,594,0.0383,1110,147,142,49,256,0,1110,0,0,0,0,0
2752.16,406,594,0.0348,1110,147,142,49,256,0,1110,0,0,0,0,0
2753.19,408,592,0.0318,1110,147,142,48,255,0,1110,0,0,0,0,0
2754.26,408,592,0.0331,1110,147,142,48,255,0,1110,0,0,0,0,0
2755.27,408,592,0.0300,1110,147,142,48,255,0,1110,0,0,0,0,0
2756.29,408,592,0.0326,1110,147,142,48,255,0,1110,0,0,0,0,0
2757.31,408,592,0.0324,1110,147,142,48,255,0,1110,0,0,0,0,0
2758.34,408,592,0.0356,1110,147,142,48,255,0,1110,0,0,0,0,0
2759.37,408,592,0.0321,1110,147,142,48,255,0,1110,0,0,2,0,0
2760.43,408,592,0.0333,1112,147,142,49,254,0,1112,0,0,2,2,0
2761.75,409,591,0.0316,1112,147,142,49,253,0,1112,0,0,2,0,0
2762.76,409,591,0.0317,1112,147,142,49,253,0,1112,0,0,2,0,0
2763.77,409,591,0.0297,1112,147,142,49,253,0,1112,0,0,2,0,0
2765.06,409,591,0.0333,1112,147,142,49,253,0,1112,0,0,0,0,0
2766.08,409,591,0.0358,1112,147,142,49,253,0,1112,0,0,0,0,0
2767.39,409,591,0.0333,1112,147,142,49,253,0,1112,0,0,0,0,0
2768.68,409,591,0.0345,1112,147,142,49,253,0,1112,0,0,0,0,0
2769.68,409,591,0.0327,1112,147,142,49,253,0,1112,0,0,0,0,0
2770.98,409,591,0.0331,1112,147,142,49,253,0,1112,0,0,0,0,0
2772.03,409,591,0.0336,1112,147,142,49,253,0,1112,0,0,0,2,0
2773.09,409,591,0.0322,1112,147,142,49,253,0,1112,0,0,0,2,0
2774.13,409,591,0.0352,1112,147,142,49,253,0,1112,0,0,0,0,0
2775.14,409,591,0.0337,1112,147,142,49,253,0,1112,0,0,0,0,0
2776.14,409,591,0.0339,1112,147,142,49,253,0,1112,0,0,0,0,0
2777.47,411,589,0.0288,1112,147,141,49,252,0,1112,0,0,0,0,0
2778.47,411,589,0.0328,1112,147,141,49,252,0,1112,0,0,0,0,0
2779.49,411,589,0.0356,1112,147,141,49,252,0,1112,0,0,0,0,0
2780.49,411,589,0.0360,1112,147,141,49,252,0,1112,0,0,0,0,0
