Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Seed,ActiveSigns,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor (1)
1680.69,926,74,1.2928,0,0,0,17,27,4,26,0,0
1681.72,926,74,1.4138,0,0,0,17,27,4,26,0,0
1682.72,926,74,1.4365,0,0,0,17,27,4,26,0,0
1683.74,927,73,1.4609,0,0,0,16,27,4,26,0,0
1684.8,928,72,1.455,0,0,0,16,26,4,26,0,0
1685.81,930,70,1.4583,0,0,0,15,25,4,26,0,0
1686.83,930,70,1.4936,2,0,0,15,25,4,26,0,2
1687.86,930,70,1.5345,2,0,0,15,25,4,26,0,2
1688.9,931,69,1.6343,0,0,0,15,25,3,26,0,0
1689.91,933,67,1.7708,0,0,0,15,24,3,25,0,0
1690.95,933,67,1.7872,0,0,0,15,24,3,25,0,0
1691.96,934,66,1.8329,0,0,0,14,24,3,25,0,0
1692.97,934,66,1.8944,0,0,0,14,24,3,25,0,0
1693.98,935,65,2.0306,0,0,0,14,24,3,24,0,0
1695.03,937,63,2.0621,0,0,0,14,23,3,23,0,0
1696.07,938,62,2.0576,0,0,0,14,22,3,23,0,0
1697.1,939,61,2.057,0,0,0,14,22,3,22,0,0
1698.16,941,59,2.0669,0,0,0,12,22,3,22,0,0
1699.17,942,58,2.0909,0,0,0,12,22,3,21,0,0
1700.2,942,58,2.0351,0,0,0,12,22,3,21,0,0
1701.24,942,58,2.0436,0,0,0,12,22,3,21,0,0
1702.29,944,56,2.025,0,0,0,11,22,2,21,0,0
1703.33,946,54,1.9868,2,0,0,10,21,2,21,2,0
1704.35,946,54,1.9631,2,0,0,10,21,2,21,2,0
1705.39,949,51,1.9603,4,0,0,8,21,2,20,4,0
1706.42,951,49,1.9248,4,0,0,8,19,2,20,4,0
1707.45,951,49,1.9093,4,0,0,8,19,2,20,4,0
1708.51,952,48,1.8661,6,0,0,8,18,2,20,6,0
1709.54,952,48,1.9508,4,0,0,8,18,2,20,4,0
1710.62,954,46,1.899,2,0,0,7,17,2,20,2,0
1711.64,954,46,1.9237,0,0,0,7,17,2,20,0,0
1712.71,954,46,1.8912,0,0,0,7,17,2,20,0,0
1713.75,955,45,1.9233,2,0,0,7,17,1,20,2,0
1714.8,955,45,1.9476,2,0,0,7,17,1,20,2,0
1715.8,956,44,1.9088,2,0,0,7,16,1,20,2,0
1716.85,956,44,1.862,2,0,0,7,16,1,20,2,0
1717.9,956,44,1.8529,0,0,0,7,16,1,20,0,0
1718.92,956,44,1.9184,0,0,0,7,16,1,20,0,0
1719.95,958,42,1.927,0,0,0,6,15,1,20,0,0
1720.95,958,42,1.9096,0,0,0,6,15,1,20,0,0
1721.95,958,42,1.8831,0,0,0,6,15,1,20,0,0
1722.99,960,40,1.8322,0,0,0,6,13,1,20,0,0
1724.02,961,39,1.853,0,0,0,5,13,1,20,0,0
1725.05,963,37,1.8451,0,0,0,5,12,1,19,0,0
1726.06,964,36,1.8208,0,0,0,5,11,1,19,0,0
1727.09,965,35,1.9128,0,0,0,5,10,1,19,0,0
1728.11,965,35,1.9113,0,0,0,5,10,1,19,0,0
1729.15,966,34,1.8846,0,0,0,5,9,1,19,0,0
1730.18,966,34,1.8715,0,0,0,5,9,1,19,0,0
1731.19,966,34,1.9094,0,0,0,5,9,1,19,0,0
1732.22,967,33,1.8585,0,0,0,5,9,1,18,0,0
1733.27,969,31,1.9431,0,0,0,4,9,1,17,0,0
1734.31,972,28,1.9085,0,0,0,4,8,0,16,0,0
1735.33,972,28,1.8188,0,0,0,4,8,0,16,0,0
1736.37,973,27,1.8607,0,0,0,4,8,0,15,0,0
1737.41,973,27,1.9488,0,0,0,4,8,0,15,0,0
1738.43,974,26,1.9587,0,0,0,3,8,0,15,0,0
1739.44,976,24,1.8501,0,0,0,3,7,0,14,0,0
1740.47,976,24,1.7788,0,0,0,3,7,0,14,0,0
1741.49,976,24,1.8546,0,0,0,3,7,0,14,0,0
1742.5,978,22,1.7908,0,0,0,3,7,0,12,0,0
1743.5,978,22,1.8643,0,0,0,3,7,0,12,0,0
1744.54,978,22,1.8746,0,0,0,3,7,0,12,0,0
1745.58,978,22,1.87,0,0,0,3,7,0,12,0,0
1746.61,978,22,1.8887,0,0,0,3,7,0,12,0,0
1747.66,981,19,1.8798,0,0,0,3,6,0,10,0,0
1748.7,981,19,1.8694,0,0,0,3,6,0,10,0,0
1749.75,982,18,1.7198,0,0,0,3,5,0,10,0,0
1750.75,982,18,1.6361,0,0,0,3,5,0,10,0,0
1751.77,982,18,1.7094,0,0,0,3,5,0,10,0,0
1752.81,983,17,1.6395,0,0,0,3,5,0,9,0,0
1753.83,985,15,1.7117,0,0,0,3,4,0,8,0,0
1754.84,985,15,1.7351,0,0,0,3,4,0,8,0,0
1755.87,986,14,1.8291,0,0,0,3,4,0,7,0,0
1756.88,986,14,1.8463,0,0,0,3,4,0,7,0,0
1757.91,986,14,1.854,0,0,0,3,4,0,7,0,0
1758.93,986,14,1.8674,0,0,0,3,4,0,7,0,0
1759.97,986,14,1.7961,0,0,0,3,4,0,7,0,0
1761.03,988,12,1.7377,0,0,0,2,4,0,6,0,0
1762.06,988,12,1.8691,0,0,0,2,4,0,6,0,0
1763.06,990,10,1.8546,0,0,0,2,3,0,5,0,0
1764.07,990,10,1.7986,0,0,0,2,3,0,5,0,0
1765.11,991,9,1.8859,0,0,0,2,2,0,5,0,0
1766.15,991,9,1.8424,0,0,0,2,2,0,5,0,0
1767.2,991,9,1.8743,0,0,0,2,2,0,5,0,0
1768.2,991,9,1.8998,0,0,0,2,2,0,5,0,0
1769.25,992,8,1.833,0,0,0,2,1,0,5,0,0
1770.31,994,6,2.1041,0,0,0,1,0,0,5,0,0
1771.34,996,4,2.2945,0,0,0,0,0,0,4,0,0
1772.37,996,4,2.3627,0,0,0,0,0,0,4,0,0
1773.43,996,4,2.2426,0,0,0,0,0,0,4,0,0
1774.43,996,4,2.2376,0,0,0,0,0,0,4,0,0
1775.47,996,4,2.1257,0,0,0,0,0,0,4,0,0
1776.5,996,4,2.0431,0,0,0,0,0,0,4,0,0
1777.53,996,4,1.7782,0,0,0,0,0,0,4,0,0
1778.55,996,4,1.6981,0,0,0,0,0,0,4,0,0
1779.55,996,4,1.5764,0,0,0,0,0,0,4,0,0
1780.56,996,4,1.6018,0,0,0,0,0,0,4,0,0
1781.62,996,4,1.5456,0,0,0,0,0,0,4,0,0
1782.65,996,4,1.298,0,0,0,0,0,0,4,0,0
1783.68,996,4,1.5478,0,0,0,0,0,0,4,0,0
1784.72,998,2,1.7063,0,0,0,0,0,0,2,0,0
1785.76,999,1,1.9732,0,0,0,0,0,0,1,0,0
1786.78,999,1,1.9773,0,0,0,0,0,0,1,0,0
1787.78,999,1,1.9803,0,0,0,0,0,0,1,0,0
1788.81,999,1,1.9772,0,0,0,0,0,0,1,0,0
1789.81,999,1,1.6981,0,0,0,0,0,0,1,0,0
1790.82,999,1,1.6956,0,0,0,0,0,0,1,0,0
1791.84,999,1,1.8652,0,0,0,0,0,0,1,0,0
1792.89,999,1,1.8651,0,0,0,0,0,0,1,0,0
1793.93,999,1,1.8651,0,0,0,0,0,0,1,0,0
1794.97,999,1,1.8651,0,0,0,0,0,0,1,0,0
1795.98,999,1,1.8652,0,0,0,0,0,0,1,0,0
1797,999,1,1.8653,0,0,0,0,0,0,1,0,0
1798.04,999,1,1.8653,0,0,0,0,0,0,1,0,0
1799.07,999,1,1.8653,0,0,0,0,0,0,1,0,0
1800.09,999,1,1.8651,0,0,0,0,0,0,1,0,0
1801.11,999,1,1.8652,0,0,0,0,0,0,1,0,0
1802.13,999,1,1.8653,0,0,0,0,0,0,1,0,0
1803.17,999,1,1.8652,0,0,0,0,0,0,1,0,0
1804.2,999,1,1.8652,0,0,0,0,0,0,1,0,0
1805.23,999,1,1.8652,0,0,0,0,0,0,1,0,0
1806.26,999,1,1.5662,0,0,0,0,0,0,1,0,0
1807.3,999,1,1.7932,0,0,0,0,0,0,1,0,0
1808.32,999,1,1.6958,0,0,0,0,0,0,1,0,0
